,URL
0,Enugu
1,Lokoja
2,Sheffield
3,Zanzibar
4,Oshogbo
5,Malanje
6,Cotonou
7,Vientiane
8,Akure
9,Sokoto
10,As-Suways
11,Irkutsk
12,Barnaul
13,Nay Pyi Taw
14,Bulawayo
15,Khabarovsk
16,Bandar Abbas
17,Bissau
18,Zahedan
19,Vladivostok
20,Calabar
21,Tomsk
22,Mbeya
23,Samarkand
24,Beira
25,Djibouti
26,Bouake
27,Kemerovo
28,Karbala
29,Panipat
30,Hamhung
31,Port of Spain
32,Abeokuta
33,Gombe
34,Kikwit
35,Arusha
