,URL
0,Enugu
1,Lokoja
2,Zanzibar
3,Oshogbo
4,Malanje
5,Cotonou
6,Vientiane
7,Akure
8,Portland
9,Sokoto
10,Zhoushan
11,As-Suways
12,Wuhai
13,Irkutsk
14,Barnaul
15,Nay Pyi Taw
16,Bulawayo
17,Khabarovsk
18,Bandar Abbas
19,Bissau
20,Zahedan
21,Vladivostok
22,Calabar
23,Tomsk
24,Mbeya
25,Samarkand
26,Beira
27,Djibouti
28,Bouake
29,Kemerovo
30,Karbala
31,Hamhung
32,Port of Spain
33,Abeokuta
34,Gombe
35,Kikwit
36,Arusha
