,URL
0,Mosul
1,Novosibirsk
2,Tabriz
3,Muscat
4,Harare
5,Tegucigalpa
6,Onitsha
7,N-Djamena
8,Mandalay
9,Basra
10,Taizhou Jiangsu
11,Nouakchott
12,Homs
13,Cochabamba
14,Niamey
15,Kisangani
16,Kazan
17,Pointe-Noire
18,Freetown
19,Chelyabinsk
20,Barquisimeto
21,Uyo
22,Mwanza
23,Omsk
24,Lilongwe
25,Nanyang Henan
26,Kigali
27,Tripoli
28,Krasnoyarsk
29,Kaduna
30,Bukavu
31,Abomey-Calavi
32,Maputo
33,Aba
34,Nnewi
35,San Salvador
36,Shimkent
37,Bujumbura
38,Managua
39,Bishkek
40,Kermanshah
41,Hargeysa
42,Kirkuk
43,Bobo-Dioulasso
44,Aden
45,Asmara
46,Sekondi Takoradi
47,Ikorodu
48,Ilorin
49,Tshikapa
50,Nyala
51,Blantyre-Limbe
