,URL
0,Mosul
1,Novosibirsk
2,Tabriz
3,Muscat
4,Harare
5,Tegucigalpa
6,Onitsha
7,N-Djamena
8,Mandalay
9,Basra
10,Taizhou Jiangsu
11,Nouakchott
12,Cochabamba
13,Niamey
14,Kisangani
15,Pointe-Noire
16,Freetown
17,Astana
18,Uyo
19,Mwanza
20,Omsk
21,Lilongwe
22,Nanyang Henan
23,Kigali
24,Tripoli
25,Krasnoyarsk
26,Kaduna
27,Bukavu
28,Abomey-Calavi
29,Maputo
30,Aba
31,Nnewi
32,San Salvador
33,Shimkent
34,Managua
35,Bishkek
36,Kermanshah
37,Hargeysa
38,Kirkuk
39,Bobo-Dioulasso
40,Aden
41,Asmara
42,Sekondi Takoradi
43,Ikorodu
44,Ilorin
45,Tshikapa
46,Nyala
