city,AQI,dominant pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
Sakarya,90,PM2.5,23,1,32,32,151,22,0,0,0,0
Durg-Bhilainagar,118,PM2.5,11,14,38,88,71,11,9,31,0,0
Linhai,58,PM2.5,26,2,15,38,377,12,0,0,0,0
Suzhou,66,PM2.5,20,0,20,41,148,16,0,0,0,0
Zaporizhzhya,58,PM2.5,26,2,15,38,377,12,0,0,0,0
Maracay,37,PM2.5,21,3,9,14,203,9,0,0,0,0
Malegaon,158,PM2.5,25,2,77,106,731,23,5,17,3,0
Shouguang,112,PM2.5,27,2,39,57,362,14,0,0,0,0
Sao Jose dos Campos,61,PM2.5,45,0,17,42,4,23,0,0,0,0
Utrecht,46,PM2.5,5,0,13,21,219,19,9,0,0,0
Zhuzhou,113,PM2.5,42,4,41,102,558,16,0,0,0,0
Rajahmundry,168,PM2.5,36,9,89,119,870,12,2,8,1,0
Ruian,35,PM2.5,28,1,9,14,253,8,0,1,0,0
Larkana,156,PM2.5,20,4,69,114,591,10,0,0,0,0
Shaoyang,129,PM2.5,8,6,47,92,682,22,0,0,0,0
Basilan City,14,O3,17,0,2,3,73,0,0,0,0,0
Zhenjiang Jiangsu,156,PM2.5,15,4,67,110,598,51,0,0,0,0
Kayamkulam,121,PM2.5,7,1,46,87,968,17,8,27,1,0
Valledupar,51,PM2.5,27,0,12,19,132,8,0,0,0,0
Baoji,103,PM2.5,10,3,40,142,1075,33,0,0,0,0
Jiamusi,85,PM2.5,25,2,27,28,525,9,0,0,0,0
Chaoyang,101,PM2.5,21,5,36,56,984,15,0,0,0,0
Jieyang,30,PM2.5,34,0,8,18,213,13,6,11,0,0
Mangalore,163,PM2.5,13,3,83,119,499,20,4,16,0,0
Okayama,33,PM2.5,11,2,8,18,309,31,1,8,0,58
Chifeng,104,PM2.5,25,8,36,64,525,13,0,0,0,0
Ribeirao Preto,66,PM2.5,38,0,20,31,218,14,0,0,1,0
Bhubaneswar,173,PM2.5,43,15,86,123,628,5,0,0,0,0
Xianyang Shaanxi,66,PM2.5,38,0,20,31,218,14,0,0,1,0
Pingdingshan Henan,173,PM2.5,43,15,86,123,628,5,0,0,0,0
Sukkur,170,PM2.5,34,10,92,140,633,6,0,0,0,0
Bunia,13,PM2.5,13,0,3,5,90,0,0,0,0,0
Puning,58,PM2.5,16,1,18,24,182,6,0,0,0,0
Rayong,94,PM2.5,40,1,30,72,579,18,0,0,0,0
Mendoza,58,PM2.5,16,1,18,24,182,6,0,0,0,0
Lviv,97,PM2.5,18,2,36,42,194,26,0,15,2,0
Bogor,51,PM10,6,0,11,64,722,27,0,0,0,0
Kerman,91,PM2.5,32,1,32,63,367,14,2,13,0,170
Chiang Mai,47,PM2.5,27,1,11,21,500,14,0,0,0,0
Anqiu,103,PM2.5,17,2,39,66,575,22,0,0,0,0
Tongliao,102,PM2.5,13,17,47,60,437,19,0,0,0,0
Cheongju,82,PM2.5,30,2,27,40,403,12,0,0,0,0
Mekele,40,PM2.5,29,0,10,17,187,1,0,0,0,0
Tiruchirappalli,33,PM2.5,7,6,8,14,198,11,1,20,1,0
Sialkot,165,PM2.5,17,3,72,146,744,11,5,26,1,0
Yongkang,121,PM2.5,15,2,43,95,356,30,1,13,0,0
Maturin,19,O3,21,0,5,7,113,1,0,0,0,0
Edinburgh,34,PM2.5,23,1,7,13,142,29,4,17,0,0
Merida,40,O3,42,1,5,8,131,3,0,0,0,0
Buffalo City,79,PM2.5,14,1,22,54,170,33,0,0,0,0
Haining,30,O3,34,0,5,9,223,2,1,4,0,0
Benxi,29,PM2.5,32,1,8,9,149,2,0,0,0,0
San Juan,31,O3,35,0,3,13,89,0,0,0,0,0
Huaibei,88,PM2.5,7,3,30,99,372,30,8,21,0,0
Ryazan,29,PM2.5,24,1,6,16,142,12,0,0,0,0
Vilnius,85,PM2.5,2,3,28,39,175,30,0,12,0,0
Yanji,57,PM2.5,9,4,14,30,452,10,0,0,0,0
Taishan,55,PM2.5,37,1,14,25,41,11,1,4,0,0
Tongling,103,PM2.5,23,2,40,64,291,11,1,8,0,0
Calamba,18,O3,20,0,5,7,112,4,0,0,0,0
Wuzhou,120,PM2.5,4,17,43,126,873,31,0,0,0,0
Mesa,51,PM2.5,39,1,11,50,203,24,3,0,0,0
Oaxaca de Juarez,51,PM2.5,39,0,11,19,114,10,0,0,0,0
Jinhua,52,PM2.5,28,1,15,33,199,16,2,7,0,0
Xiangtan Hunan,47,PM2.5,37,1,11,20,160,2,0,3,0,0
Washington,52,PM2.5,31,1,12,30,208,17,2,4,0,0
Hannover,51,PM2.5,2,1,15,19,243,6,25,5,0,0
Sargodha,190,PM2.5,23,8,135,194,1257,13,0,0,0,0
Fresno,100,PM2.5,33,1,31,64,396,25,2,12,0,551
Bhavnagar,175,PM2.5,10,7,100,153,966,25,14,43,7,0
Chuzhou,86,PM2.5,6,3,25,53,437,25,0,0,0,0
Gold Coast,21,O3,25,1,5,12,66,10,0,0,0,0
Chandigarh,172,PM2.5,18,2,78,169,607,44,35,30,16,0
Yan'an,151,PM2.5,2,4,57,120,1297,32,0,0,0,0
Pingdu,37,PM2.5,28,0,9,22,120,14,5,13,0,0
Jinzhou,35,PM2.5,33,0,8,13,163,16,4,11,0,0
Islamabad,153,PM2.5,4,6,54,102,2145,34,8,36,0,0
Samara,67,PM2.5,27,1,23,42,122,12,0,0,0,0
Florence,30,O3,34,1,6,10,304,4,1,5,0,0
Qingzhou,112,PM2.5,29,1,32,55,255,6,0,6,0,0
Amsterdam,67,PM2.5,27,1,23,42,122,12,0,0,0,0
Longkou,93,PM2.5,18,2,32,51,502,15,0,0,0,0
Jammu,33,PM2.5,33,0,8,18,170,17,3,10,0,0
Da Nang,61,PM2.5,8,1,19,34,205,23,1,0,0,0
Yulin Shaanxi,33,PM2.5,33,0,8,18,170,17,3,10,0,0
Naberezhnye Tchelny,39,PM2.5,25,1,7,20,129,5,0,0,0,0
Haifa,71,PM2.5,49,1,19,47,400,12,2,14,1,0
Nanded Waghala,95,PM2.5,1,12,41,72,223,3,11,14,0,0
Astrakhan,96,PM2.5,18,0,34,89,125,17,0,0,0,0
Santa Marta,58,PM2.5,33,0,18,22,92,5,0,0,0,0
Guilin,96,PM2.5,40,5,35,52,549,11,0,0,0,0
Ambon,14,O3,16,0,3,5,83,0,0,0,0,0
Bellary,124,PM2.5,13,7,48,99,327,14,4,25,0,0
Mexicali,65,PM2.5,34,1,12,35,373,15,14,10,0,0
Ufa,69,PM2.5,29,1,21,41,124,20,0,0,0,0
Pietermaritzburg,56,PM2.5,8,5,13,29,215,25,0,0,0,0
Rostov-on-Don,82,PM2.5,20,1,24,37,162,25,0,0,0,0
Dazhou,52,PM2.5,46,0,13,28,327,18,4,12,0,0
Rustenburg,36,PM2.5,13,2,9,13,445,3,5,7,0,0
Hubli-Dharwad,132,PM2.5,14,3,50,94,347,17,4,14,1,0
Heyuan,97,PM2.5,5,2,36,101,568,43,18,28,0,0
Guwahati,176,PM2.5,7,8,92,168,787,5,4,9,0,0
Tirupati,12,O3,16,2,2,3,665,3,2,5,2,0
Yanshi,72,PM2.5,22,2,19,37,494,28,0,0,2,0
Al-Raqqa,97,PM2.5,35,38,30,74,201,19,0,0,0,0
Bacoor,21,PM2.5,21,0,6,8,145,4,0,0,0,0
Surakarta,64,PM2.5,10,1,18,42,311,24,0,0,0,0
Dali,82,PM2.5,0,2,24,42,484,12,12,18,0,0
Liupanshui,67,PM2.5,26,1,19,31,289,10,0,0,0,0
Sheikhupura,230,PM2.5,21,3,166,219,1658,25,10,34,3,0
Dengzhou,173,PM2.5,39,3,107,127,790,17,0,0,0,0
Quetta,69,PM2.5,26,1,23,35,433,10,0,0,0,0
Changning,28,PM2.5,30,0,7,12,149,2,0,0,0,0
The Hague,70,PM2.5,5,1,25,44,224,43,1,0,1,0
Grenoble,63,PM2.5,7,0,15,19,213,21,16,12,1,0
Longyan,98,PM2.5,24,2,39,39,297,24,0,0,0,0
Puerto Vallarta,37,O3,45,1,7,12,123,0,0,0,0,0
Yuncheng,168,PM2.5,55,5,88,129,583,8,0,0,0,0
Balashikha,67,PM2.5,7,1,21,21,434,28,68,0,0,0
Seville,69,PM2.5,17,2,25,37,470,39,23,45,0,0
Angeles City,50,PM2.5,16,1,13,18,182,3,0,0,0,0
Cologne,54,PM2.5,2,1,12,34,240,26,17,13,0,0
Dongtai,51,PM2.5,29,2,11,23,442,9,0,0,0,0
Hosur,114,PM2.5,10,2,37,64,693,16,8,34,1,0
Aguascalientes,75,PM2.5,49,5,21,48,333,18,0,0,0,0
Tolyatti,66,PM2.5,26,1,23,59,121,14,0,0,0,0
Poznan,154,PM2.5,1,8,62,68,480,30,0,4,1,0
Salta,18,PM2.5,12,0,4,6,169,1,0,0,0,0
Merca,106,PM2.5,1,47,37,70,178,64,0,0,0,0
Salem,27,O3,34,0,5,20,167,11,0,6,0,0
Van,57,PM2.5,24,1,13,39,151,19,0,0,0,0
Bali,30,PM2.5,22,0,7,12,143,1,0,0,0,0
Gaoyou,58,PM2.5,23,2,14,28,392,12,0,0,0,0
Yuyao,39,NO2,21,0,1,1,137,42,0,0,0,0
Shizuishan,122,PM2.5,1,8,45,76,784,27,0,0,0,0
El Djelfa,122,PM2.5,1,8,45,76,784,27,0,0,0,0
Boston,35,PM2.5,29,0,8,35,170,15,4,7,0,0
Uberlandia,54,PM2.5,26,0,13,26,156,10,0,0,0,0
Bandar Lampung,259,PM2.5,3,9,207,207,883,10,1,10,0,0
Taif,122,PM2.5,27,8,41,77,140,14,0,0,0,0
Yuxi,67,PM2.5,10,3,17,19,671,11,0,0,0,0
Ar-Rusayfah,132,PM2.5,1,47,46,104,174,61,0,0,0,0
Pizhou,138,PM2.5,18,9,52,126,330,55,0,0,0,0
Cuautla Morelos,61,O3,56,1,8,12,183,3,0,0,0,0
Sacramento,85,PM2.5,22,0,29,53,414,32,25,46,0,0
Kalasin,99,PM2.5,53,5,34,45,282,2,0,0,0,0
Tasikmalaya,69,PM2.5,7,0,21,42,221,15,0,0,0,0
Shangyu,34,PM2.5,33,1,10,36,275,25,1,5,0,0
Celaya,79,PM2.5,50,7,27,72,893,21,0,0,0,0
Atlanta,52,PM2.5,36,2,12,37,477,25,13,25,0,0
Yongin,80,PM2.5,19,2,24,42,641,24,0,0,0,0
Al-Mahallah al-Kubra,118,PM2.5,9,15,42,132,225,59,0,0,0,0
Zaozhuang,83,PM2.5,24,5,27,53,436,15,0,0,0,0
Cheonan,65,PM2.5,4,2,19,19,727,18,5,11,0,0
Loum,33,PM2.5,29,0,10,27,193,11,2,7,0,0
Jundiai,51,O3,38,1,11,44,480,25,0,0,3,0
Xinxiang,156,PM2.5,3,3,66,115,961,40,0,0,0,0
Laixi,48,PM2.5,16,0,12,13,163,9,0,0,0,0
Gulbarga,163,PM2.5,36,6,80,123,101,14,4,16,0,0
Yueqing,71,PM2.5,33,1,16,30,39,21,3,5,0,0
Kakinada,164,PM2.5,36,8,83,117,842,7,2,8,1,0
Luohe,119,PM2.5,18,6,43,114,584,18,0,0,0,0
Rupganj,261,PM2.5,4,9,211,211,857,8,1,10,0,0
Saharanpur,297,PM10,7,3,180,378,1169,20,3,18,18,0
Padova,52,PM2.5,2,1,12,17,334,28,0,64,1,0
Penza,69,PM2.5,25,0,22,58,120,9,0,0,0,0
Shimkent,297,PM10,7,3,180,378,1169,20,3,18,18,0
Cuernavaca,82,O3,62,1,16,23,245,26,0,0,0,0
Durgapur,199,PM2.5,26,14,145,264,642,10,9,30,6,0
Yerevan,24,PM2.5,22,0,6,9,133,7,0,0,0,0
Kurnool,151,PM2.5,9,3,54,127,315,10,4,25,0,0
Utsunomiya,32,PM2.5,10,0,8,18,289,30,0,10,0,100
El Paso,33,PM10,31,0,9,36,100,15,0,1,0,0
Goyang,87,PM2.5,25,3,29,37,742,19,0,0,0,0
Porto Velho,32,PM2.5,18,1,8,12,170,3,0,0,0,0
Tbilisi,70,PM2.5,12,0,20,29,348,10,0,0,0,0
Chihuahua,70,PM2.5,12,0,20,29,348,10,0,0,0,0
Nantes,60,PM2.5,24,0,18,30,128,29,7,1,0,0
Davanagere,60,PM2.5,9,1,16,35,376,9,6,23,0,0
Panjin,52,PM2.5,24,1,13,25,122,14,1,2,0,0
Buraydah,96,PM2.5,29,5,39,93,153,28,0,0,0,0
Qianjiang,149,PM2.5,23,5,57,123,804,30,0,0,0,0
Perm,38,PM2.5,22,1,8,15,129,11,0,0,0,0
Zagreb,103,PM2.5,1,5,39,44,423,28,0,0,2,0
Chuxiong,63,PM2.5,1,6,17,40,559,14,0,0,0,0
Zhangjiagang,103,PM2.5,1,5,39,44,423,28,0,0,2,0
Pontianak,47,PM2.5,22,0,11,18,161,1,0,0,0,0
Songyuan,59,PM2.5,28,3,15,27,288,6,0,0,0,0
Jalandhar,172,PM2.5,17,5,73,125,778,14,4,17,2,0
Duisburg,47,PM2.5,8,1,11,21,453,10,6,0,0,0
Liege,38,PM2.5,10,0,9,18,187,14,5,2,0,0
Nakhon Pathom,164,PM2.5,5,1,82,129,870,39,0,0,0,0
Muzaffarpur,286,PM2.5,7,1,238,319,1926,45,3,32,3,0
Taicang,71,PM2.5,30,1,20,29,117,18,1,2,0,0
Nashville,54,PM2.5,34,1,12,38,139,14,0,0,0,0
Mataram,25,PM2.5,24,0,5,9,159,1,0,0,0,0
Cartagena,58,PM2.5,44,4,17,24,115,32,0,0,0,0
Genoa,77,PM2.5,21,2,30,30,409,25,1,17,1,0
Wenling,66,PM2.5,25,2,18,40,345,14,0,0,0,0
Ezhou,31,PM10,31,1,8,43,267,8,1,6,0,0
Lille,80,PM2.5,4,0,30,41,195,29,7,8,1,0
Santiago,66,PM2.5,37,1,19,51,104,32,0,0,0,0
Changge,116,PM2.5,20,4,42,90,661,22,0,0,0,0
Fuyang,115,PM2.5,20,3,37,104,609,12,0,0,0,0
Mar Del Plata,41,PM2.5,14,0,10,19,68,8,0,0,0,0
Kirov,49,PM2.5,24,1,12,37,125,50,0,0,0,0
Kuantan,20,PM2.5,13,0,5,7,193,1,0,0,0,0
Ziyang,113,PM2.5,3,3,41,67,506,19,0,0,0,0
Diyarbakir,103,PM2.5,16,3,36,59,196,27,0,0,0,0
Zhoukou,130,PM2.5,31,5,48,83,742,11,0,0,0,0
Xingning,87,PM2.5,15,4,29,47,484,20,0,0,0,0
Bazhong,124,PM2.5,1,1,43,68,548,10,0,0,0,0
Lodz,102,PM2.5,5,2,43,52,561,21,0,26,3,0
Kandahar,25,O3,29,0,3,6,200,3,2,6,0,0
Goma,191,PM2.5,1,8,116,161,850,4,1,9,0,0
Siliguri,154,PM2.5,5,1,55,131,515,15,46,85,12,0
Oslo,61,PM2.5,17,0,15,28,200,17,4,9,0,0
Oklahoma City,51,PM2.5,25,0,12,39,148,18,0,0,0,0
Nurenberg,28,PM2.5,4,1,7,7,222,7,7,0,0,0
Shangrao,61,PM2.5,17,0,15,28,200,17,4,9,0,0
London CA,30,O3,33,1,3,8,290,9,16,33,0,0
Jingzhou Hubei,65,PM2.5,12,3,20,28,493,23,0,2,0,0
Las Vegas,65,PM2.5,26,0,20,62,555,39,14,0,0,0
Ma'anshan,28,PM2.5,14,0,7,19,78,0,0,0,0,0
Zhaoqing,28,PM2.5,14,0,7,19,78,0,0,0,0,0
Tabuk,151,PM2.5,27,2,46,98,120,22,0,0,0,0
Bournemouth,39,PM2.5,26,0,8,24,129,20,5,12,0,0
Antwerp,44,PM2.5,3,1,12,16,267,4,13,0,0,0
Ankang,154,PM2.5,21,4,59,88,563,13,0,0,0,0
General Santos City,28,PM2.5,16,0,7,10,156,2,0,0,0,0
Jinjiang,70,PM2.5,7,3,25,36,485,16,9,22,0,0
Cheboksary,66,PM2.5,29,0,22,31,121,17,0,0,0,0
Detroit,42,PM2.5,29,2,9,45,220,25,0,0,0,0
Johor Bahru,141,PM2.5,15,4,55,67,418,27,0,0,0,0
Manama,152,PM2.5,48,22,59,108,168,13,0,0,0,0
Matsuyama,17,O3,16,0,3,3,200,6,1,7,0,79
Loudi,39,PM2.5,29,0,9,21,176,18,4,11,0,0
Mersin,99,PM2.5,22,4,31,43,155,26,0,0,0,0
Changyi,64,PM2.5,20,8,19,19,381,20,0,0,0,0
Jeonju,66,PM2.5,13,2,18,32,452,11,0,0,0,0
Teresina,76,PM2.5,21,1,27,46,290,21,0,0,0,0
Bijie,125,PM2.5,29,4,48,63,437,6,0,0,0,0
Murcia,29,O3,27,4,6,13,436,7,4,12,0,0
Portland,48,PM2.5,4,1,12,26,257,22,13,21,0,0
Malatya,29,O3,27,4,6,13,436,7,4,12,0,0
Guang-an,31,PM2.5,23,3,10,22,68,9,0,0,0,0
Tirana,32,O3,36,0,4,5,119,2,0,0,0,0
Aracaju,64,PM2.5,19,0,20,34,89,11,0,0,0,0
Qinzhou,111,PM2.5,28,10,39,83,2209,17,0,0,0,0
Surat Thani,54,PM2.5,32,1,12,19,297,1,0,0,0,0
Leshan,113,PM2.5,6,2,40,86,775,11,0,0,0,0
Kansas City,51,PM10,35,1,10,56,150,25,7,20,0,0
Samsun,59,PM2.5,32,4,12,40,108,38,0,0,0,0
Denizli,64,PM2.5,30,1,17,25,108,13,0,0,0,0
Yueyang,130,PM2.5,7,4,52,118,863,38,0,0,0,0
Ubon Ratchathani,77,PM2.5,56,3,16,28,255,1,0,0,0,0
Zhoushan,41,PM2.5,35,1,9,23,146,18,0,0,0,0
Dezhou,124,PM2.5,19,7,42,127,1174,29,0,0,0,0
Marrakech,44,PM2.5,18,1,12,18,144,12,0,0,0,0
Busto Arsizio,53,PM2.5,1,2,13,15,534,15,0,11,2,0
Jianyang,110,PM2.5,5,2,40,61,518,15,0,0,0,0
Tampico,36,PM2.5,40,6,9,15,162,2,0,0,0,0
Tongxiang,26,O3,22,1,3,6,137,3,1,5,0,0
Longhai,120,PM2.5,11,5,42,80,712,19,0,0,0,0
Huzhou,50,PM2.5,6,2,11,35,413,29,0,0,0,0
Puyang,43,PM2.5,41,1,11,19,110,3,0,0,0,0
Rotterdam,62,PM2.5,11,0,20,20,214,30,1,0,1,0
Hezhou,51,PM2.5,23,0,13,42,168,25,0,0,0,0
Austin,58,PM2.5,19,0,17,28,600,23,10,20,0,0
San Jose,72,PM2.5,32,1,21,30,400,23,4,18,0,80
Denpasar,29,PM2.5,22,0,7,11,152,2,0,0,0,0
Odesa,83,PM2.5,20,2,28,33,159,22,0,0,0,0
Jhansi,165,PM2.5,29,9,74,112,473,6,17,30,0,0
Chenzhou,61,PM2.5,42,0,18,47,251,23,2,13,0,70
Xuchang,120,PM2.5,24,4,46,81,685,16,0,0,0,0
Neijiang,126,PM2.5,12,2,49,57,436,13,0,0,0,0
Volgograd,58,PM2.5,15,1,15,41,133,2,0,0,0,0
Saltillo,33,O3,37,1,7,11,167,4,0,0,0,0
San Miguel de Tucuman,55,PM2.5,9,2,15,26,190,24,0,0,0,0
Padang,70,PM2.5,20,1,20,56,270,18,0,0,0,0
Cebu City,17,O3,19,1,3,4,79,1,0,0,0,0
Acapulco de Juarez,102,O3,61,3,9,14,172,10,0,0,0,0
Valparaiso,102,O3,61,3,9,14,172,10,0,0,0,0
Kayseri,74,PM2.5,26,1,22,41,119,16,0,0,0,0
Warangal,152,PM2.5,16,5,57,94,472,11,6,21,3,0
Changshu,36,PM2.5,26,3,9,24,449,10,0,0,0,0
Bordeaux,37,PM2.5,17,0,8,13,130,11,17,5,0,0
Songkhla,46,PM2.5,37,0,9,15,178,0,0,0,0,0
Qujing,46,PM2.5,37,0,9,15,178,0,0,0,0,0
Nonthaburi,69,PM2.5,14,4,21,28,1135,9,0,0,0,0
Yichun Jiangxi,92,PM2.5,6,1,28,44,213,9,1,10,0,0
Krasnodar,66,PM2.5,35,1,20,23,128,22,0,0,0,0
Cancun,40,O3,42,0,7,13,102,1,0,0,0,0
Xintai,41,PM2.5,31,0,12,32,170,19,5,12,0,0
Jixi Heilongjiang,94,PM2.5,12,2,32,39,780,23,0,0,0,0
Morelia,80,PM2.5,51,4,26,41,966,19,0,0,0,0
Pingxiang Jiangxi,129,PM2.5,14,1,45,106,272,25,1,8,0,0
Dnipro,69,PM2.5,20,2,22,44,157,20,0,0,0,0
