city,AQI,dominant pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
Ciudad Guayana,19,O3,18,0,2,3,132,2,0,0,0,0
Jambi,70,PM2.5,4,1,23,33,246,10,0,0,0,0
Yichang,159,PM2.5,14,2,71,101,689,13,0,0,0,0
Zamboanga City,38,PM2.5,18,0,9,21,79,8,0,0,0,0
Safaqis,112,PM2.5,7,77,36,91,233,45,0,0,0,0
Aurangabad,93,PM2.5,22,4,36,98,908,10,2,7,5,0
Veracruz,42,PM2.5,42,2,11,19,152,2,0,0,0,0
Jacksonville,45,PM2.5,36,1,12,51,400,15,0,0,0,0
Qinhuangdao,168,PM2.5,7,5,104,232,879,24,36,58,4,0
Zhucheng,61,PM2.5,36,1,17,43,113,11,1,2,0,0
Philadelphia,68,PM2.5,35,1,21,47,230,15,1,5,0,0
Pathum Thani,151,PM2.5,22,3,63,96,520,28,0,0,0,0
Duesseldorf,72,PM2.5,11,1,24,39,212,34,2,5,0,0
Cordoba,23,PM2.5,19,0,5,7,104,1,0,0,0,0
Rajshahi,155,PM2.5,17,2,69,106,431,10,9,31,2,0
Qiqihaer,131,PM2.5,13,4,48,91,872,21,0,0,0,0
Belfast,60,PM2.5,29,1,17,37,86,34,10,26,0,0
Chengde,33,PM2.5,35,1,5,9,44,3,2,4,0,0
Xining,31,PM2.5,19,0,7,10,160,2,0,0,0,0
Karaj,24,O3,28,0,4,5,131,5,5,12,0,0
San Antonio,40,PM10,28,0,10,39,351,17,1,5,0,0
Stuttgart,43,PM2.5,4,0,11,32,370,32,45,7,0,0
Guigang,106,PM2.5,11,3,30,59,396,9,1,11,0,0
Calgary,45,PM2.5,23,0,11,34,428,17,1,6,0,0
Verona,51,PM2.5,30,0,14,21,166,14,3,8,0,0
Hengyang,130,PM2.5,15,4,46,79,730,24,0,0,0,0
Raurkela,163,PM2.5,11,18,77,110,984,30,0,0,0,0
Daejon,26,O3,30,0,6,10,170,9,6,5,0,0
Reynosa,41,PM2.5,30,1,11,40,160,19,0,0,0,0
Jubayl,123,PM2.5,33,14,45,139,176,24,0,0,0,0
Riga,63,PM2.5,17,1,18,39,145,24,0,0,0,0
Bengbu,86,PM2.5,11,3,23,42,175,22,0,0,0,0
Columbus,53,PM2.5,25,1,12,44,199,22,0,0,0,0
Villahermosa,59,PM2.5,34,4,16,28,139,15,0,0,0,0
Kolhapur,129,PM2.5,30,4,40,62,385,5,4,12,1,0
Yangjiang,29,O3,34,1,5,7,135,2,1,3,0,0
Bacolod,55,PM2.5,17,1,13,34,86,9,0,0,0,0
Charlotte,48,PM2.5,37,0,11,32,184,13,0,3,0,0
Ulsan,43,PM2.5,33,3,10,16,413,14,0,2,0,0
Seregno,54,PM2.5,6,1,15,18,623,38,0,7,2,0
Ulyanovsk,68,PM2.5,25,1,22,83,119,17,0,0,0,0
Oran,28,O3,32,0,3,4,155,3,2,6,0,0
West Rand,83,PM2.5,3,0,30,89,395,13,6,8,0,0
Al-Ain,153,PM2.5,20,2,65,105,162,27,0,0,0,0
Bari,29,PM2.5,12,1,7,7,184,11,0,1,1,0
Campo Grande,24,PM2.5,14,0,7,10,178,2,0,0,0,0
Liverpool,24,PM2.5,14,0,7,10,178,2,0,0,0,0
Yulin Guangxi,105,PM2.5,20,2,35,65,282,6,2,8,0,0
Antipolo,24,PM2.5,14,0,7,10,178,2,0,0,0,0
Ajmer,117,PM2.5,11,5,36,115,637,36,3,44,4,0
Kuching,117,PM2.5,11,5,36,115,637,36,3,44,4,0
Zhangzhou,80,PM2.5,28,2,25,39,368,12,0,4,0,0
Bergamo,56,PM2.5,2,1,16,18,683,32,0,6,1,0
Donetsk,95,PM2.5,21,1,31,47,208,15,0,0,0,0
Geneva,45,PM2.5,8,0,9,7,126,2,3,0,0,0
Tianmen,33,O3,34,0,2,3,118,1,0,1,0,0
Monrovia,48,PM2.5,36,0,12,41,319,30,4,16,0,70
Enshi,25,O3,30,0,3,5,145,5,5,12,0,0
Anshun,38,PM2.5,30,0,10,25,148,18,5,12,0,0
Londrina,44,O3,39,0,11,24,137,17,0,0,0,0
Colombo,54,PM2.5,26,2,16,28,133,23,0,0,0,0
Leiyang,29,O3,32,0,3,8,222,4,2,7,0,0
Sihui,34,O3,36,0,7,10,157,3,0,0,0,0
Malang,70,PM2.5,14,0,20,35,182,22,0,0,0,0
Hanzhong,89,PM10,2,1,29,137,1375,15,0,0,0,0
La Plata,62,PM2.5,28,1,19,31,84,20,0,0,0,0
Ujjain,179,PM10,1,2,79,283,2036,41,4,66,1,0
Concepcion,33,PM10,15,1,8,43,281,1,0,0,0,0
Gothenburg,61,PM2.5,14,0,15,21,132,20,0,0,0,0
Hengshui,155,PM2.5,19,9,61,141,771,29,0,0,0,0
Linfen,156,PM2.5,9,6,66,132,931,34,0,0,0,0
Jinzhong,86,PM2.5,22,2,26,52,786,31,0,0,0,0
Xinyu,56,PM2.5,30,1,11,35,111,14,1,2,0,0
Patiala,172,PM2.5,6,2,101,226,1271,24,21044,22,4221,0
Sylhet,157,PM2.5,12,3,63,109,629,7,4,9,0,0
Dandong,92,PM2.5,9,8,24,56,860,11,0,0,0,0
Rosario,57,PM2.5,22,2,17,22,110,12,0,0,0,0
Indianapolis,56,PM2.5,21,1,14,45,298,17,1,0,0,0
Bilaspur,215,PM10,10,4,107,391,597,9,12,36,5,0
Munich,12,O3,15,1,3,5,200,3,6,0,0,0
Louisville,56,PM2.5,27,1,13,37,280,21,0,0,0,0
Gaoxiong,113,PM2.5,27,2,47,93,340,31,1,12,0,0
San Jose del Monte,51,PM2.5,20,0,13,25,170,28,0,0,0,0
Deyang,130,PM2.5,1,1,48,73,611,19,0,0,0,0
Hermosillo,28,O3,40,0,7,10,115,2,0,0,0,0
San Francisco,64,PM2.5,18,3,19,65,457,28,14,31,0,0
Ciudad Juarez,96,O3,71,3,9,14,172,6,0,0,0,0
Trujillo,23,O3,26,1,6,9,99,2,0,0,0,0
Kryvyi Rih,99,PM2.5,18,4,36,44,215,11,0,0,0,0
Anyang,149,PM2.5,11,4,54,130,976,32,0,0,0,0
Yaroslavl,52,PM2.5,24,2,12,15,136,20,0,0,0,0
Kananga,36,PM2.5,17,1,9,31,72,16,0,0,0,0
Brighton,55,PM2.5,23,1,16,21,253,24,11,19,0,0
Gwangju,70,PM2.5,26,3,20,24,557,9,0,0,0,0
Guntur,155,PM2.5,30,7,70,96,415,5,1,5,1,0
Feira De Santana,25,O3,19,1,5,8,137,6,0,0,0,0
Suqian,73,PM2.5,15,3,23,35,347,15,0,0,0,0
Jiangyin,51,PM2.5,27,3,10,22,467,8,0,0,0,0
Jining Shandong,78,PM2.5,27,1,14,46,101,18,0,5,0,0
Bhiwandi,160,PM2.5,7,4,76,218,1079,20,44,66,5,0
Medina,147,PM2.5,36,2,46,204,141,13,0,0,0,0
Comilla,197,PM2.5,1,8,130,165,869,4,1,9,0,0
Yekaterinburg,53,PM2.5,28,1,15,29,125,30,0,0,0,0
Tlaxcala,69,O3,69,1,9,13,265,5,0,0,0,0
Liaoyang,70,PM2.5,32,5,25,29,525,7,0,0,0,0
Siping,36,PM2.5,33,3,6,27,349,6,0,0,0,0
Abu Dhabi,94,PM2.5,45,11,33,134,182,16,0,0,0,0
Bahawalpur,170,PM2.5,13,5,99,148,1006,17,0,0,0,0
Sanhe,53,PM2.5,29,0,14,29,127,16,5,12,0,0
Changzhi,124,PM2.5,41,3,46,84,611,9,0,0,0,0
Jodhpur,172,PM2.5,4,5,88,192,782,31,48,78,5,0
Tyumen,58,PM2.5,23,1,20,35,128,30,0,0,0,0
Grande Sao Luis,30,O3,29,1,5,8,105,2,0,0,0,0
Soshanguve,21,O3,19,1,5,12,635,3,2,5,0,0
Tuxtla Gutierrez,21,O3,19,1,5,12,635,3,2,5,0,0
Mathura,192,PM2.5,4,3,144,220,1169,13,4,22,0,0
Edmonton,51,PM2.5,30,0,11,24,203,18,2,2,0,0
Natal,67,PM2.5,20,0,18,43,103,12,0,0,0,0
Xinmi,76,PM2.5,24,9,27,42,620,13,0,0,0,0
Skopje,81,PM2.5,17,4,26,27,468,6,0,0,0,0
Baishan,93,PM2.5,32,1,35,50,102,24,1,2,0,0
Makhachkala,43,PM2.5,22,0,10,25,128,19,0,0,0,0
Liling,107,PM2.5,29,7,37,82,667,16,0,0,0,0
Tainan,126,PM2.5,18,2,46,103,335,38,1,13,0,0
Ranchi,176,PM2.5,6,14,101,101,268,18,1,39,0,0
Puducherry,43,PM2.5,9,3,14,36,332,12,1,4,1,0
Jingjiang,52,PM2.5,19,2,12,28,553,16,0,0,0,0
Kathmandu,167,PM2.5,1,3,76,107,1063,13,1,21,1,0
Shishi,40,O3,43,2,7,20,305,3,0,4,0,0
Culiacan,26,O3,35,0,4,7,95,2,0,0,0,0
Fuqing,95,PM2.5,10,3,44,72,345,31,5,18,0,0
Changde,129,PM2.5,27,7,49,117,639,16,0,0,0,0
Sanliurfa,92,PM2.5,24,4,30,55,162,22,0,0,0,0
Fuxin,97,PM2.5,20,11,40,68,559,15,0,0,0,0
Leipzig,32,PM2.5,3,0,8,16,244,9,36,7,1,0
Palermo,34,O3,38,2,7,16,254,29,0,0,1,0
Agartala,194,PM2.5,1,8,122,185,882,15,1,10,0,0
Shangqiu,110,PM2.5,19,4,34,104,586,18,0,0,0,0
Xingtai,110,PM2.5,19,4,34,104,586,18,0,0,0,0
Jabalpur,127,PM2.5,7,5,36,132,1292,38,5,43,0,0
Xiantao,125,PM2.5,15,3,47,118,757,42,0,0,0,0
Hufuf-Mubarraz,118,PM2.5,37,22,47,74,182,10,0,0,0,0
Yichun Heilongjiang,118,PM2.5,29,2,40,80,696,17,0,0,0,0
Imphal,118,PM2.5,29,2,40,80,696,17,0,0,0,0
Daye,28,PM2.5,24,1,7,13,154,8,0,0,0,0
Zhangjiakou,127,PM2.5,6,4,47,85,614,20,0,0,0,0
Huainan,34,PM2.5,28,0,9,19,130,16,5,12,0,0
Cenxi,93,PM2.5,10,2,30,46,472,8,0,0,0,0
Asansol,157,PM2.5,30,3,73,148,568,13,11,39,5,0
Kingston,26,PM2.5,31,0,6,21,129,8,0,0,0,0
Chaozhou,155,PM2.5,21,1,71,85,253,16,0,4,0,0
Firozabad,187,PM2.5,3,2,117,177,760,10,3,24,3,0
Sangli,152,PM2.5,19,4,56,92,401,21,4,12,1,0
Cuiaba,57,PM2.5,14,0,16,25,251,16,0,0,0,0
Huangshi,131,PM2.5,13,5,45,98,1758,27,0,0,0,0
Malaga,56,PM2.5,35,1,17,27,200,27,4,12,0,0
Kota,194,PM2.5,10,4,135,185,687,20,14,29,4,0
Saratov,74,PM2.5,20,1,25,85,120,13,0,0,0,0
Ibague,51,PM2.5,32,1,17,17,158,4,0,0,0,0
Dortmund,52,PM2.5,15,1,13,23,191,24,6,4,0,0
San Diego,45,PM2.5,36,0,10,37,433,21,4,15,0,0
Valencia,65,PM2.5,21,1,20,20,338,28,7,23,1,0
Kagoshima,32,O3,38,4,6,6,100,2,0,2,0,10
Kharkiv,99,PM2.5,17,2,37,54,175,21,0,0,0,0
Luzhou,122,PM2.5,3,12,44,93,614,16,0,0,0,0
Cabimas,42,O3,40,2,8,13,185,8,0,0,0,0
San Jose,71,PM2.5,28,0,20,40,411,24,5,18,0,0
Quebec City,26,PM2.5,28,0,6,21,133,14,0,0,0,0
Qitaihe,29,PM2.5,14,0,7,8,126,10,0,0,0,0
Chon Buri,153,PM2.5,44,6,60,89,567,16,0,0,0,0
Milwaukee,55,PM2.5,16,1,16,37,256,22,1,0,0,0
Allahabad,252,PM2.5,2,9,188,309,5241,51,179,187,75,0
Catania,31,O3,33,4,7,10,632,16,0,0,3,0
Samut Sakhon,177,PM2.5,2,2,108,155,651,58,0,0,0,0
Yibin,26,PM2.5,28,0,6,21,133,14,0,0,0,0
Gwalior,156,PM2.5,3,8,60,90,1142,4,13,15,0,0
Bucheon,103,PM2.5,22,3,36,56,799,33,0,0,0,0
Tonghua,101,PM2.5,3,7,34,40,814,17,0,0,0,0
Ipoh,54,PM2.5,14,0,9,15,290,4,0,0,0,0
Ottawa,46,PM2.5,29,1,11,23,142,13,0,0,0,0
Winnipeg,51,PM2.5,35,0,12,24,127,9,0,0,0,0
Bogra,162,PM2.5,21,1,79,79,292,4,0,0,0,0
Toulon,59,PM2.5,17,1,18,25,167,29,11,27,3,0
Dresden,53,PM2.5,5,1,15,21,361,4,8,12,1,0
Xinyang,153,PM2.5,17,3,63,129,650,30,0,0,0,0
Juiz De Fora,35,O3,33,1,5,7,118,2,0,0,0,0
Xinghua,26,O3,23,1,2,8,923,4,5,10,3,0
Newcastle upon Tyne,39,PM2.5,27,1,12,17,130,19,3,9,0,0
Pereira,72,PM2.5,28,1,23,26,173,10,0,0,0,0
Zurich,46,PM2.5,29,1,11,23,142,13,0,0,0,0
Yangquan,260,PM2.5,2,8,210,210,890,10,1,10,0,0
Udaipur,173,PM2.5,7,2,91,193,97,16,8,39,1,0
Thessaloniki,52,PM2.5,26,1,12,35,143,19,0,0,0,0
Sanmenxia,173,PM2.5,42,5,100,116,771,13,0,0,0,0
Yongzhou,96,PM2.5,24,9,34,51,354,37,0,0,0,0
Vellore,54,PM2.5,14,3,12,19,475,4,3,10,1,0
Bologna,63,PM2.5,17,1,18,36,399,37,5,13,1,0
Dongyang,22,PM2.5,22,0,5,8,125,2,0,0,0,0
Thoothukkudi,58,PM2.5,3,2,14,24,96,8,3,11,1,0
Xiaogan,102,PM2.5,31,1,37,79,359,26,1,9,0,0
Amritsar,163,PM2.5,20,4,74,168,651,20,4,26,1,0
Bloemfontein,64,PM10,22,1,14,72,124,1,0,0,0,0
Heze,112,PM2.5,26,4,33,139,632,17,0,0,0,0
Joao Pessoa,54,PM2.5,21,0,13,23,98,1,0,0,0,0
Barcelona-Puerto La Cruz,112,PM2.5,26,4,33,139,632,17,0,0,0,0
Xinyi,56,PM2.5,30,1,11,35,111,14,1,2,0,0
Yiwu,37,PM2.5,27,0,9,25,151,17,4,12,0,0
Udon Thani,84,PM2.5,27,1,29,47,273,2,0,0,0,0
Kuerle,102,PM2.5,14,1,37,64,246,12,0,0,0,0
Niigata,36,O3,40,0,2,6,200,2,0,2,0,19
Jalgaon,99,PM2.5,23,8,35,69,496,15,4,18,5,0
Eskisehir,67,PM2.5,21,1,18,31,118,29,0,0,0,0
Hebi,138,PM2.5,9,2,50,134,786,23,0,0,0,0
Cherthala,97,PM2.5,7,5,45,71,862,10,30,41,0,0
Zaoyang,170,PM2.5,20,3,94,129,802,26,0,0,0,0
Quzhou,53,PM2.5,36,2,11,36,262,8,0,0,0,0
Queretaro,78,PM2.5,54,6,25,72,1135,24,0,0,0,0
Yiyang Hunan,116,PM2.5,25,8,40,97,518,16,5,24,1,0
Zhuji,36,PM2.5,33,0,10,15,168,20,4,11,0,0
Taian Shandong,34,PM2.5,35,2,5,7,131,2,1,3,0,0
Gaya,281,PM2.5,7,9,193,269,2100,67,36,103,4,0
Sorocaba,55,PM2.5,42,1,13,30,508,26,0,0,3,0
Baltimore,55,PM2.5,37,0,14,32,136,15,1,5,0,0
Haicheng,80,PM2.5,30,5,31,51,773,10,0,0,0,0
Copenhagen,62,PM2.5,10,0,21,26,260,18,56,17,0,0
Konya,62,PM2.5,24,1,16,23,120,14,0,0,0,0
Tirunelveli,72,PM2.5,4,1,19,25,233,7,3,11,1,0
Bucaramanga,32,O3,34,0,7,9,189,3,0,0,0,0
Zhaodong,85,PM2.5,22,5,28,40,568,13,0,0,0,0
Nottingham,52,PM2.5,31,1,11,16,129,17,3,6,0,0
Dhanbad,162,PM2.5,8,5,80,80,16,0,0,38,0,0
Tianshui,59,PM2.5,2,3,17,44,790,38,0,0,0,0
Dengfeng,155,PM2.5,9,3,64,116,668,35,0,0,0,0
Weihai,25,O3,28,2,4,12,344,8,0,0,0,0
Huludao,73,PM2.5,40,1,23,54,795,9,1,11,1,0
Matamoros,32,PM10,26,2,4,38,170,12,0,0,0,0
Dallas,49,PM10,15,1,11,54,104,23,2,8,0,0
Xalapa,36,O3,38,0,7,10,154,2,0,0,0,0
Kitchener,31,PM2.5,34,1,8,32,280,17,16,33,0,0
Ganzhou,106,PM2.5,29,3,37,64,782,9,0,0,0,0
Bikaner,101,PM2.5,39,3,37,57,262,3,0,0,0,0
Adelaide,52,PM2.5,18,1,12,24,74,21,0,0,0,0
Hai Phong,52,PM2.5,18,1,12,24,74,21,0,0,0,0
Frankfurt,43,PM2.5,3,0,11,27,224,27,10,30,1,0
Mombasa,34,PM2.5,19,1,8,14,104,2,0,0,0,0
Huaihua,48,O3,55,1,7,11,176,0,0,0,0,0
Taizhong,111,PM2.5,5,2,40,80,594,46,19,31,0,0
Nakhon Ratchasima,97,PM2.5,47,1,31,52,440,8,0,0,0,0
Maceio,59,PM2.5,20,0,17,51,90,9,0,0,0,0
Vereeniging,58,PM2.5,18,1,17,26,136,22,2,9,0,0
Liaocheng,112,PM2.5,22,7,32,119,870,23,0,0,0,0
Poza Rica de Hidalgo,31,PM2.5,34,1,8,32,280,17,16,33,0,0
Seattle,46,PM2.5,12,0,12,49,397,24,12,24,0,0
Jiaozuo,80,PM2.5,21,1,28,41,248,4,0,4,0,0
Bozhou,118,PM2.5,16,1,44,84,163,10,0,0,0,0
Suweon,96,PM2.5,31,2,31,49,914,36,0,0,0,0
Nellore,66,PM2.5,19,2,16,30,438,17,3,10,1,0
Samut Prakan,161,PM2.5,23,2,83,128,600,44,0,0,0,0
Hamilton,41,PM2.5,34,1,12,34,278,13,1,5,0,0
Joinville,56,PM2.5,39,1,17,38,109,10,0,0,0,0
Gebze,89,PM2.5,19,3,28,42,136,50,0,0,0,0
Jiaxing,40,PM2.5,16,2,9,25,250,24,0,0,0,0
Oujda,32,O3,32,1,5,9,114,2,0,0,0,0
Taixing,60,PM2.5,19,3,15,32,490,13,0,0,0,0
Kaifeng,143,PM2.5,24,4,52,104,848,22,0,0,0,0
Cagayan de Oro City,41,PM2.5,12,0,9,14,134,3,0,0,0,0
Helsinki,62,PM2.5,22,0,16,35,146,20,0,0,0,0
Krakow,111,PM2.5,2,4,42,45,396,24,0,18,1,0
Santa Fe,26,O3,24,0,5,8,84,2,0,0,0,0
Porto,65,PM2.5,16,1,20,29,194,26,0,0,0,0
Kunshan,56,PM2.5,9,2,14,34,611,29,0,0,0,0
Zhanjiang,117,PM2.5,35,9,47,59,606,12,0,0,0,0
Shaoguan,98,PM2.5,17,5,33,45,433,12,0,0,0,0
Zunyi,106,PM2.5,34,6,36,60,523,8,0,0,0,0
Orenburg,57,PM2.5,30,1,15,36,123,22,0,0,0,0
Gorakhpur,180,PM2.5,0,6,116,200,1703,11,2,0,0,0
Cangzhou,156,PM2.5,13,7,62,121,1109,33,0,0,0,0
Rizhao,30,PM2.5,13,2,4,17,519,28,0,0,0,0
Dasmarinas,51,PM2.5,21,0,9,16,135,12,0,0,0,0
Jiaozhou,85,PM2.5,22,0,29,53,414,32,25,46,0,0
Prague,84,PM2.5,2,1,32,37,561,27,32,16,0,0
Amravati,127,PM2.5,18,9,45,76,511,14,8,23,0,0
Dongying,120,PM2.5,21,5,46,77,980,19,0,0,0,0
Jincheng,47,O3,49,5,8,29,156,4,0,4,0,0
Qom,70,PM2.5,23,2,22,59,408,12,2,16,1,0
Langfang,158,PM2.5,0,4,71,125,1065,39,0,0,0,0
Bremen,61,PM2.5,13,0,17,32,201,20,3,7,0,0
Mianyang Sichuan,60,PM2.5,32,1,16,26,132,16,1,3,0,0
Ansan,96,PM2.5,30,3,31,44,1030,30,0,0,0,0
Nanchong,117,PM2.5,9,1,39,81,555,8,0,0,0,0
Ar-Rayyan,67,PM2.5,30,5,21,63,152,5,0,0,0,0
Fushun Liaoning,117,PM2.5,9,1,39,81,555,8,0,0,0,0
Sulaimaniya,113,PM2.5,34,5,40,116,170,16,0,0,0,0
Antalya,85,PM2.5,38,1,33,49,112,22,0,0,0,0
Cuttack,173,PM2.5,37,15,86,123,653,5,0,0,0,0
Weinan,156,PM2.5,3,5,66,103,1219,40,0,0,0,0
Bareilly,218,PM2.5,26,10,157,230,1157,21,3,15,4,0
Bur Sa'id,29,O3,33,0,2,4,157,2,2,7,0,0
Anyang,149,PM2.5,11,4,54,130,976,32,0,0,0,0
Sofia,54,PM2.5,20,4,11,21,574,12,4,0,0,0
Denver,36,PM2.5,38,0,8,22,168,16,1,1,0,0
Shiyan,174,PM2.5,15,3,102,128,783,18,0,0,0,0
Meishan,122,PM2.5,16,2,45,92,288,15,2,11,0,0
Kazan,32,PM2.5,24,1,7,22,123,2,0,0,0,0
Kota Kinabalu,33,PM2.5,22,1,8,11,155,3,0,0,0,0
Zhumadian,116,PM2.5,19,6,42,133,658,19,0,0,0,0
Ad-Dammam,140,PM2.5,37,20,53,108,178,27,0,0,0,0
Basel,64,PM2.5,6,0,20,23,219,21,20,9,0,0
Zigong,120,PM2.5,9,5,46,98,519,17,0,0,0,0
Port Elizabeth,94,PM2.5,12,2,36,64,294,30,1,1,0,0
Gomel,35,PM2.5,18,2,8,10,198,4,0,0,0,0
Ahvaz,26,O3,39,3,7,7,99,2,0,0,0,0
Albuquerque,46,PM10,34,1,10,50,262,12,3,7,0,0
Liuan,53,PM2.5,19,0,12,20,131,7,0,0,0,0
Gaomi,95,PM2.5,14,2,35,72,637,32,0,0,0,0
Gaozhou,109,PM2.5,12,11,39,93,839,20,0,0,0,0
Florianopolis,59,PM2.5,40,2,15,39,114,22,0,0,0,0
Anqing,123,PM2.5,18,2,47,102,340,30,1,13,0,0
Feicheng,68,PM2.5,35,1,21,47,230,15,1,5,0,0
Nizhniy Novgorod,61,PM2.5,28,1,15,25,121,21,0,0,0,0
Qingyuan,155,PM2.5,8,1,74,93,421,34,1,19,0,0
Pointe-Noire,61,PM2.5,28,1,15,25,121,21,0,0,0,0
Meknes,34,O3,37,1,4,6,110,2,0,0,0,0
Banjarmasin,31,PM2.5,15,1,8,11,170,2,0,0,0,0
Yingkou,83,PM2.5,26,5,32,55,506,14,0,0,0,0
Panipat,204,PM2.5,17,7,156,220,1954,13,12,27,1,0
Hanchuan,50,PM2.5,40,0,11,45,265,24,4,17,0,70
Fes,33,O3,37,2,4,7,112,2,0,0,0,0
Kahramanmaras,101,PM2.5,23,3,36,36,177,23,0,0,0,0
Danyang,80,PM2.5,12,3,26,48,665,22,0,0,0,0
Aligarh,210,PM2.5,9,2,162,279,1345,22,5,23,2,0
Irbid,70,PM2.5,24,2,22,59,403,12,2,15,1,0
Muzaffarnagar,206,PM2.5,23,3,113,152,1331,17,2,11,5,0
Liuyang,37,PM2.5,28,0,9,22,120,14,5,13,0,0
Arak,161,PM2.5,39,6,82,124,406,5,2,8,2,0
Dublin,72,PM2.5,20,2,23,33,324,17,149,22,0,0
Tepic,37,O3,43,1,6,8,124,2,0,0,0,0
Chiang Rai,89,PM2.5,5,1,41,72,430,14,0,0,0,0
Maoming,35,PM2.5,13,1,8,10,220,4,6,4,0,0
Kumamoto,34,PM2.5,23,1,9,25,100,30,1,6,0,60
Tanger,29,O3,38,2,6,11,329,4,2,6,0,0
Guangyuan,105,PM2.5,1,2,36,48,874,15,0,0,0,0
Kottayam,115,PM2.5,8,5,51,86,864,16,25,37,0,0
Pekan Baru,64,PM2.5,13,1,21,30,278,4,0,0,0,0
Belgaum,33,PM2.5,2,0,9,9,311,5,9,2,1,0
Leicester,51,PM2.5,32,1,10,15,129,13,2,6,0,0
Tengzhou,75,PM2.5,31,3,21,47,337,11,0,0,0,0
Zarqa,70,PM2.5,29,2,22,64,348,17,11,21,1,0
Tongchuan,172,PM2.5,3,3,103,107,780,28,0,0,0,0
Khamis Mushayt,109,PM2.5,25,1,33,86,127,25,0,0,0,0
San Luis Potosi,71,PM2.5,50,4,22,32,257,23,0,0,0,0
Sheffield,35,PM2.5,24,1,8,12,129,8,3,7,0,0
Mysore,108,PM2.5,10,1,34,85,304,12,4,12,1,0
Tucson,47,PM2.5,39,2,10,45,155,14,3,0,0,0
Chelyabinsk,50,PM2.5,29,2,14,22,135,21,0,0,0,0
Imus,38,PM2.5,21,0,6,8,148,4,0,0,0,0
Moradabad,171,PM2.5,4,2,82,148,1522,36,3,15,4,0
Villavicencio,66,PM2.5,26,0,26,26,136,4,0,0,0,0
Gaza,61,PM2.5,11,0,17,42,829,14,5,20,1,0
Barquisimeto,38,O3,37,1,8,12,155,3,0,0,0,0
Zaragoza,47,PM2.5,27,1,14,16,192,8,4,12,0,0
