city,AQI,dominant pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
Tokyo,60,PM2.5,20,2,18,49,382,61,2,29,0,137
nuyzzzzzzzzzzzzzzzzzzzll,60,PM2.5,20,2,18,49,382,61,2,29,0,137
Tokyo,60,PM2.5,20,2,18,49,382,61,2,29,0,137
hanoi,123,PM2.5,4,6,51,99,1018,64,0,0,0,0
