city,AQI,dominant pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
Tasikmalaya,82,PM2.5,40,0,25,53,248,18,0,0,0,0
Zaozhuang,116,PM2.5,5,21,41,135,1134,37,0,0,0,0
Xinxiang,110,PM2.5,11,8,42,98,1209,23,0,0,0,0
Yueqing,75,PM2.5,19,1,22,62,405,42,32,40,0,0
Luohe,110,PM2.5,23,3,42,106,600,11,0,0,0,0
Saharanpur,189,PM2.5,3,3,134,292,1054,18,5,16,13,0
Cuernavaca,80,PM2.5,17,1,31,41,1347,58,0,0,0,0
Yerevan,192,PM2.5,6,4,139,164,569,13,0,0,0,0
Goyang,66,PM2.5,27,3,16,37,628,33,0,0,0,0
Tbilisi,55,PM2.5,16,1,14,22,181,3,0,0,0,0
Chihuahua,36,O3,26,0,3,4,171,9,0,0,0,0
Panjin,56,PM2.5,1,1,18,38,201,36,45,67,0,0
Perm,56,PM2.5,1,1,18,38,201,36,45,67,0,0
Jalandhar,161,PM2.5,28,2,67,136,965,27,4,22,2,0
Voronezh,74,PM2.5,13,4,24,27,228,26,0,0,0,0
Cartagena,53,PM2.5,38,7,11,18,132,9,0,0,0,0
Wenling,88,PM2.5,8,3,30,79,572,18,0,0,0,0
Lille,123,PM2.5,2,0,45,58,264,22,4,0,2,0
Fuyang,94,PM2.5,26,3,33,85,353,13,0,0,0,0
Diyarbakir,148,PM2.5,2,1,64,173,427,12,0,0,0,0
Bazhong,95,PM2.5,5,1,32,51,459,10,0,0,0,0
Siliguri,118,PM2.5,12,4,49,63,404,20,9,27,4,0
Oslo,96,PM2.5,0,0,29,39,339,27,12,29,0,0
Shangrao,30,O3,22,1,8,15,140,1,0,0,0,0
Changwon,26,O3,30,3,7,15,327,14,0,3,0,0
Jingzhou Hubei,26,O3,30,3,7,15,327,14,0,3,0,0
Ma'anshan,16,O3,23,0,2,3,57,0,0,0,0,0
Zhaoqing,59,PM2.5,22,4,18,42,524,16,0,0,0,0
Antwerp,92,PM2.5,0,0,37,45,544,19,50,0,1,0
Xiongan,36,PM2.5,25,0,9,25,157,17,7,19,0,0
Bien Hoa,102,PM2.5,49,4,32,34,382,8,0,0,0,0
Johor Bahru,154,PM2.5,25,7,62,72,223,37,0,0,0,0
Solapur,74,PM2.5,12,4,30,76,424,21,6,15,1,0
Samarinda,87,PM2.5,26,1,29,33,144,11,0,0,0,0
Toulouse,69,PM2.5,27,0,20,20,157,9,0,0,0,0
Mersin,175,PM2.5,7,2,90,137,1313,37,0,0,0,0
Teresina,72,PM2.5,18,0,20,39,189,10,0,0,0,0
Kirkuk,72,PM2.5,0,0,0,0,0,0,0,0,0,0
Fuzhou Jiangxi,123,PM2.5,28,2,56,64,182,32,0,0,0,0
Aracaju,62,PM2.5,19,0,16,29,83,11,0,0,0,0
Leshan,94,PM2.5,1,2,39,90,869,13,0,0,0,0
Yueyang,66,PM2.5,17,6,20,58,773,19,0,0,0,0
Dezhou,129,PM2.5,7,6,47,137,846,27,0,0,0,0
Marrakech,30,O3,31,1,4,7,99,1,0,0,0,0
Tampico,42,PM2.5,37,5,11,20,170,3,0,0,0,0
Huzhou,91,PM2.5,3,5,34,75,711,26,0,0,0,0
Rotterdam,59,PM2.5,1,0,14,26,515,21,5,0,1,0
Austin,55,PM2.5,37,0,15,41,800,38,16,39,0,0
San Jose,46,PM2.5,23,0,11,23,333,26,3,15,0,0
Denpasar,65,PM2.5,43,0,25,42,189,15,0,0,0,0
Odesa,76,PM2.5,17,1,24,24,162,16,0,0,0,0
Chenzhou,62,PM2.5,29,0,15,46,294,33,1,21,0,0
Xuchang,118,PM2.5,16,8,47,90,672,19,0,0,0,0
Volgograd,38,PM2.5,20,2,12,12,125,7,0,0,0,0
Saltillo,63,O3,44,4,13,18,387,11,0,0,0,0
San Miguel de Tucuman,59,PM2.5,13,4,15,28,181,24,0,0,0,0
Padang,80,PM2.5,27,1,25,59,248,17,0,0,0,0
Cebu City,64,PM2.5,36,1,20,34,93,24,0,0,0,0
Acapulco de Juarez,99,O3,48,4,11,18,182,17,0,0,0,0
Valparaiso,58,PM2.5,17,3,17,20,375,14,0,0,0,0
Kayseri,181,PM2.5,7,4,109,160,1605,74,0,0,0,0
Warangal,95,PM2.5,21,3,29,43,320,8,14,29,1,0
Changshu,113,PM2.5,10,6,44,103,1214,30,0,0,0,0
Bordeaux,28,PM2.5,23,0,6,8,152,3,0,0,0,0
Songkhla,33,PM2.5,10,1,11,15,74,6,0,0,0,0
Qujing,61,PM2.5,13,5,19,29,786,14,0,0,0,0
Nonthaburi,117,PM2.5,7,2,31,79,801,57,0,0,0,0
Yichun Jiangxi,89,PM2.5,21,5,37,49,270,22,9,17,0,0
Krasnodar,64,PM2.5,17,2,21,21,161,20,0,0,0,0
Xintai,54,PM2.5,25,0,15,37,231,33,16,35,0,0
Jixi Heilongjiang,35,PM2.5,28,1,9,22,148,8,0,0,0,0
Morelia,74,PM2.5,43,6,25,51,1206,21,0,0,0,0
Pingxiang Jiangxi,103,PM2.5,25,2,45,96,392,39,12,21,0,0
Dnipro,75,PM2.5,14,2,24,37,192,22,0,0,0,0
Khulna,191,PM2.5,35,9,130,205,875,11,21,35,8,0
Jerusalem,57,PM2.5,38,1,15,35,354,8,2,17,1,0
Cucuta,60,PM2.5,15,1,15,21,549,23,0,0,0,0
Nice,51,PM2.5,22,0,11,18,153,12,0,0,0,0
Dehradun,160,PM2.5,4,2,78,178,890,19,4,11,13,0
Seongnam,41,PM2.5,23,3,12,27,627,36,0,0,0,0
Fort Worth,39,PM10,36,1,7,36,393,25,4,20,0,0
Agadir,42,PM2.5,32,1,10,18,96,3,0,0,0,0
Mudanjiang,77,PM2.5,10,1,28,63,942,16,0,0,0,0
Guiping,67,PM2.5,24,4,21,55,525,10,0,0,0,0
Jiujiang,68,PM2.5,11,4,22,51,836,21,0,0,0,0
Southampton,29,O3,31,0,3,5,206,4,4,21,0,0
Laiwu,123,PM2.5,8,8,44,128,1526,27,0,0,0,0
Arequipa,34,O3,26,1,6,11,158,8,0,0,0,0
Ciudad Guayana,11,PM2.5,9,0,3,5,118,3,0,0,0,0
Zamboanga City,67,PM2.5,35,0,21,31,104,10,0,0,0,0
Veracruz,47,PM2.5,30,2,12,23,201,8,0,0,0,0
Jacksonville,60,PM2.5,16,1,22,52,700,34,0,0,0,0
Zhucheng,78,PM2.5,28,2,26,56,168,25,3,9,0,0
Pathum Thani,99,PM2.5,3,2,21,71,657,52,0,0,0,0
Rajshahi,168,PM2.5,26,5,85,126,482,9,8,27,0,0
Chengde,55,PM2.5,24,1,17,52,296,38,20,27,0,0
Guigang,96,PM2.5,21,3,30,61,272,28,8,16,0,0
Reynosa,52,PM2.5,37,1,13,24,164,19,0,0,0,0
Bengbu,75,PM2.5,21,5,23,73,263,17,0,0,0,0
Columbus,61,PM2.5,20,0,19,45,401,40,0,0,0,0
Villahermosa,68,PM2.5,22,7,19,29,157,4,0,0,0,0
Yangjiang,44,PM2.5,30,2,10,31,251,9,7,16,0,0
Charlotte,46,PM2.5,3,0,13,35,589,40,6,32,0,0
Ulsan,39,O3,49,1,13,18,390,13,0,3,0,0
Oran,29,O3,29,0,3,4,187,8,8,20,0,0
West Rand,58,PM2.5,3,0,13,13,186,6,8,14,0,0
Campo Grande,36,PM2.5,22,1,9,13,153,5,0,0,0,0
Liverpool,39,PM2.5,28,0,5,7,130,2,1,2,0,0
Antipolo,55,PM2.5,24,0,16,46,121,23,0,0,0,0
Najaf,55,PM2.5,24,0,16,46,121,23,0,0,0,0
Zhangzhou,104,PM2.5,11,2,38,61,490,14,2,9,0,0
Bergamo,75,PM2.5,1,1,23,24,614,26,0,9,1,0
Donetsk,68,PM2.5,13,7,17,20,282,7,0,0,0,0
Tianmen,32,O3,35,0,7,7,175,3,1,3,1,0
Londrina,62,PM2.5,26,1,18,29,304,30,0,0,0,0
Leiyang,27,O3,27,0,2,7,244,8,2,13,0,0
Malang,64,PM2.5,31,0,18,58,193,26,0,0,0,0
La Plata,60,PM2.5,15,1,19,28,113,20,0,0,0,0
Concepcion,27,PM2.5,12,1,6,19,329,5,0,0,0,0
Hengshui,125,PM2.5,5,7,45,120,775,27,0,0,0,0
Linfen,136,PM2.5,3,6,48,124,1410,24,0,0,0,0
Xinyu,65,PM2.5,15,2,20,52,214,43,10,22,0,0
Sylhet,81,PM2.5,18,6,27,36,116,2,1,2,0,0
Dandong,103,PM2.5,8,15,32,56,1399,20,0,0,0,0
Indianapolis,58,PM2.5,12,0,19,46,309,42,0,0,0,0
Deyang,107,PM2.5,1,3,44,90,947,25,0,0,0,0
Hermosillo,43,O3,39,1,9,15,134,3,0,0,0,0
San Francisco,43,PM2.5,27,1,11,30,282,26,2,12,0,0
Trujillo,35,PM2.5,22,1,8,14,105,3,0,0,0,0
Guntur,30,PM2.5,1,5,8,20,603,10,5,14,1,0
Jiangyin,119,PM2.5,9,9,46,102,1248,26,0,0,0,0
Bhiwandi,157,PM2.5,5,8,67,123,767,28,25,46,3,0
Liaoyang,91,PM2.5,12,9,32,58,1166,20,0,0,0,0
Bahawalpur,153,PM2.5,16,3,70,103,314,4,0,0,0,0
Changzhi,123,PM2.5,5,5,48,129,1397,18,0,0,0,0
Tyumen,53,PM2.5,33,1,14,35,119,28,0,0,0,0
Soshanguve,33,O3,22,2,7,41,835,13,2,16,1,0
Tuxtla Gutierrez,54,PM2.5,30,1,15,27,183,14,0,0,0,0
Baishan,82,PM2.5,23,2,25,67,159,31,3,9,0,0
Liling,99,PM2.5,5,6,40,76,1124,17,0,0,0,0
Tainan,96,PM2.5,19,3,35,78,431,50,12,23,0,0
Puducherry,96,PM2.5,19,3,35,78,431,50,12,23,0,0
Culiacan,32,O3,30,0,5,8,152,5,0,0,0,0
Changde,87,PM2.5,7,3,28,47,560,15,0,0,0,0
Fuxin,92,PM2.5,5,10,32,107,1236,24,0,0,0,0
Palermo,26,O3,30,1,5,9,624,23,0,0,1,0
Shangqiu,122,PM2.5,16,6,44,97,566,16,0,0,0,0
Xingtai,101,PM2.5,27,9,40,94,355,20,12,22,0,0
Hufuf-Mubarraz,96,PM2.5,36,12,29,77,170,8,0,0,0,0
Firozabad,182,PM2.5,5,4,111,162,807,28,35,91,4,0
Huangshi,78,PM2.5,8,6,25,73,1735,16,0,0,0,0
Saratov,31,PM2.5,33,1,6,12,126,10,0,0,0,0
Valencia,69,PM2.5,5,1,22,26,261,32,6,29,1,0
Luzhou,86,PM2.5,4,6,31,37,524,16,0,0,0,0
Quebec City,37,PM2.5,25,1,10,21,152,14,0,0,0,0
Yibin,97,PM2.5,2,6,37,65,552,18,0,0,0,0
Bucheon,56,PM2.5,27,2,17,31,512,28,0,0,0,0
Ipoh,107,PM2.5,31,1,39,69,178,12,0,0,0,0
Winnipeg,56,PM2.5,16,1,14,29,171,16,0,0,0,0
Bogra,165,PM2.5,30,3,83,108,468,7,0,0,0,0
Xinyang,77,PM2.5,33,5,22,66,346,13,0,0,0,0
Xinghua,25,PM2.5,17,1,6,7,493,10,4,10,2,0
Newcastle upon Tyne,22,PM2.5,24,0,4,7,136,10,1,13,0,0
Yangquan,187,PM2.5,3,8,112,112,537,6,1,7,0,0
Thessaloniki,90,PM2.5,11,2,26,30,189,12,0,0,3,0
Yongzhou,74,PM2.5,20,18,25,64,286,43,0,0,0,0
Bologna,103,PM2.5,5,1,38,38,635,47,2,11,1,0
Xiaogan,106,PM2.5,27,4,43,88,602,59,37,44,0,0
Heze,128,PM2.5,13,4,48,137,632,22,0,0,0,0
Barcelona-Puerto La Cruz,29,O3,24,0,4,9,178,15,2,16,1,0
Kuerle,78,PM2.5,16,3,28,53,299,17,0,0,0,0
Niigata,36,O3,37,0,1,6,200,5,2,8,0,2
Eskisehir,157,PM2.5,13,5,57,57,370,23,0,0,0,0
Cherthala,138,PM2.5,4,8,67,121,915,21,36,49,0,0
Quzhou,76,PM2.5,4,3,26,69,601,15,0,0,0,0
Zhuji,44,PM2.5,26,0,11,14,229,29,16,35,0,0
Sorocaba,66,PM2.5,28,1,21,45,404,29,0,0,2,0
Haicheng,92,PM2.5,11,9,33,82,1719,26,0,0,0,0
Nottingham,55,PM2.5,17,1,11,13,250,5,3,11,0,0
Tianshui,107,PM2.5,4,2,39,68,1738,19,0,0,0,0
Huludao,73,PM2.5,19,1,21,38,580,9,4,12,1,0
Xalapa,29,PM2.5,20,0,8,11,237,7,0,0,0,0
Bikaner,91,PM2.5,26,3,31,47,293,12,0,0,0,0
Frankfurt,55,PM2.5,2,0,13,25,228,17,12,12,1,0
Huaihua,39,O3,37,1,8,13,148,0,0,0,0,0
Nakhon Ratchasima,58,PM2.5,23,1,11,22,490,12,0,0,0,0
Vereeniging,18,O3,12,1,3,10,61,10,2,12,0,0
Liaocheng,127,PM2.5,10,13,47,143,621,26,0,0,0,0
Seattle,51,PM2.5,15,0,13,34,495,48,6,26,0,0
Jiaozuo,72,PM2.5,32,2,24,57,302,6,6,11,0,0
Bozhou,92,PM2.5,8,1,24,83,77,10,0,0,0,0
Nellore,81,PM2.5,16,2,28,51,445,25,5,15,1,0
Hamilton,43,PM2.5,26,0,13,36,302,20,1,10,0,0
Gebze,78,PM2.5,25,1,19,41,389,24,0,0,0,0
Taixing,120,PM2.5,10,8,44,107,1034,25,0,0,0,0
Cagayan de Oro City,83,PM2.5,33,0,33,77,101,10,0,0,0,0
Krakow,108,PM2.5,4,2,45,51,384,15,0,42,1,0
Kunshan,114,PM2.5,6,6,40,113,873,32,0,0,0,0
Shaoguan,70,PM2.5,15,7,19,41,430,12,0,0,0,0
Gorakhpur,180,PM2.5,0,5,113,198,1423,11,2,34,0,0
Dasmarinas,72,PM2.5,31,1,25,47,175,22,0,0,0,0
Amravati,72,PM2.5,31,1,25,47,175,22,0,0,0,0
Jincheng,78,PM2.5,53,4,25,92,242,25,2,9,0,0
Langfang,78,PM2.5,53,4,25,92,242,25,2,9,0,0
Ansan,49,PM2.5,32,3,13,26,487,24,0,0,0,0
Ar-Rayyan,61,PM2.5,29,3,16,52,141,3,0,0,0,0
Sulaimaniya,102,PM2.5,35,3,34,104,145,9,0,0,0,0
Cuttack,151,PM2.5,29,7,52,75,411,8,0,0,0,0
Bur Sa'id,28,O3,28,0,2,5,186,3,2,14,0,0
Denver,50,PM10,22,0,9,50,568,41,0,2,0,0
Meishan,88,PM2.5,25,3,30,75,252,23,7,13,0,0
Zhumadian,84,PM2.5,28,4,26,73,409,11,0,0,0,0
Zigong,87,PM2.5,6,3,29,92,556,17,0,0,0,0
Anqing,95,PM2.5,19,3,35,87,420,30,12,23,0,0
Qingyuan,91,PM2.5,12,3,31,65,531,50,16,37,0,0
Banjarmasin,22,PM2.5,21,1,5,7,123,1,0,0,0,0
Hanchuan,53,PM10,29,1,11,53,301,39,1,22,0,0
Danyang,116,PM2.5,11,5,40,89,896,21,0,0,0,0
Muzaffarnagar,246,PM2.5,4,2,162,204,1301,18,2,10,5,0
Kumamoto,56,PM2.5,11,1,15,48,300,51,23,45,0,104
Kottayam,136,PM2.5,5,7,60,90,879,19,30,46,0,0
Belgaum,89,PM2.5,2,1,32,69,612,15,55,0,1,0
Zarqa,60,PM2.5,29,2,16,34,228,10,2,18,1,0
Sheffield,46,PM2.5,31,1,11,13,171,4,1,5,0,0
Gaza,67,PM2.5,6,0,18,37,580,11,22,23,1,0
Zaragoza,32,PM2.5,13,1,6,6,183,9,3,12,0,0
Linhai,75,PM2.5,10,3,24,73,580,17,0,0,0,0
Zaporizhzhya,84,PM2.5,9,17,28,34,636,24,0,0,0,0
Malegaon,147,PM2.5,10,6,47,83,515,19,3,10,2,0
Sao Jose dos Campos,79,PM2.5,31,0,32,33,287,40,0,0,1,0
Shaoyang,122,PM2.5,4,11,48,79,588,13,0,0,0,0
Kayamkulam,114,PM2.5,3,2,46,83,776,23,12,40,1,0
Jiamusi,23,O3,26,2,1,4,348,4,0,0,0,0
Mangalore,141,PM2.5,1,12,54,77,1091,52,9,75,0,0
Okayama,51,PM2.5,24,2,13,45,373,44,5,16,0,39
Ribeirao Preto,71,PM2.5,33,1,22,33,171,25,0,0,2,0
Xianyang Shaanxi,71,PM2.5,33,1,22,33,171,25,0,0,2,0
Bunia,13,O3,17,0,3,5,72,0,0,0,0,0
Lviv,89,PM2.5,13,3,31,36,203,17,0,3,1,0
Anqiu,111,PM2.5,9,4,41,101,756,27,0,0,0,0
Tongliao,73,PM2.5,24,3,23,28,176,10,0,0,0,0
Cheongju,34,PM2.5,41,2,8,17,267,14,0,0,0,0
Sialkot,161,PM2.5,16,2,74,122,652,8,17,36,0,0
Maturin,20,PM2.5,26,0,5,9,90,0,0,0,0,0
Buffalo City,58,PM2.5,18,6,13,31,748,11,0,0,0,0
Yanji,53,PM2.5,30,5,10,27,379,5,0,0,0,0
Tongling,106,PM2.5,24,2,40,66,428,20,16,25,0,0
Wuzhou,71,PM2.5,16,18,21,76,786,14,0,0,0,0
Oaxaca de Juarez,50,PM2.5,28,0,13,19,132,12,0,0,0,0
Washington,49,PM2.5,24,1,11,33,225,23,7,21,0,0
Sargodha,167,PM2.5,24,5,92,130,978,15,0,0,0,0
Bhavnagar,163,PM2.5,13,43,75,140,1134,19,12,35,7,0
Gold Coast,44,PM2.5,18,1,12,25,60,24,0,0,0,0
Yan'an,62,PM2.5,3,2,20,62,1126,19,0,0,0,0
Florence,27,O3,26,1,6,9,333,11,1,9,0,0
Jammu,37,PM2.5,28,0,10,27,237,18,15,39,0,0
Yulin Shaanxi,37,PM2.5,28,0,10,27,237,18,15,39,0,0
Nanded Waghala,114,PM2.5,6,10,38,71,359,5,11,16,2,0
Dazhou,49,PM2.5,33,0,12,25,241,27,5,14,0,0
Tirupati,51,PM2.5,8,2,6,15,610,5,4,8,1,0
Bacoor,33,PM2.5,31,1,9,14,176,4,0,0,0,0
Dengzhou,109,PM2.5,15,5,38,78,657,18,0,0,0,0
The Hague,49,PM2.5,7,0,9,24,387,26,3,0,1,0
Longyan,126,PM2.5,57,4,42,58,390,36,0,0,0,0
Yuncheng,130,PM2.5,4,5,49,131,2110,26,0,0,0,0
Seville,67,PM2.5,14,2,17,27,305,19,7,16,0,0
Dongtai,108,PM2.5,10,7,41,95,1111,27,0,0,0,0
Tolyatti,44,PM2.5,32,1,11,14,125,15,0,0,0,0
Salta,19,O3,21,0,2,3,127,1,0,0,0,0
Merca,105,PM2.5,0,46,41,84,186,47,0,0,0,0
Bali,65,PM2.5,43,0,25,42,189,15,0,0,0,0
Yuyao,27,O3,30,0,1,2,121,14,0,0,0,0
Boston,41,PM2.5,25,0,9,36,238,20,4,11,0,0
Uberlandia,73,PM2.5,13,1,24,39,361,28,0,0,0,0
Taif,95,PM2.5,28,8,28,81,133,11,0,0,0,0
Yuxi,13,O3,12,2,2,8,781,8,0,0,0,0
Bristol,27,O3,28,0,3,5,270,5,8,15,0,0
Celaya,94,PM2.5,47,8,41,66,1101,42,0,0,0,0
Cheonan,95,PM2.5,7,4,38,38,758,20,8,14,3,0
Jundiai,63,PM2.5,27,1,16,51,407,27,0,0,2,0
Gulbarga,41,PM2.5,5,6,12,36,426,15,10,21,0,0
Padova,59,PM2.5,11,0,17,19,325,12,0,17,1,0
Durgapur,197,PM2.5,27,34,136,237,546,10,8,28,7,0
Kurnool,67,PM2.5,9,4,29,54,205,10,10,24,0,0
El Paso,92,PM2.5,2,3,37,143,1600,84,127,199,0,0
Nantes,61,PM2.5,22,1,19,41,155,17,0,0,0,0
Buraydah,76,PM2.5,29,3,28,87,141,17,0,0,0,0
Zagreb,125,PM2.5,2,6,45,114,522,41,0,0,2,0
Zhangjiagang,57,PM2.5,20,1,17,21,222,10,0,10,0,0
Pontianak,34,PM2.5,21,0,7,10,141,1,0,0,0,0
Liege,81,PM2.5,2,0,27,34,339,13,1,3,1,0
Taicang,66,PM2.5,14,2,20,64,210,41,11,23,0,0
Nashville,65,PM2.5,21,1,25,51,216,22,0,0,0,0
Genoa,56,PM2.5,20,1,12,16,380,12,1,6,1,0
Ezhou,29,PM10,21,1,6,36,283,14,2,10,0,0
Santiago,63,PM2.5,18,2,16,60,418,45,0,0,0,0
Mar Del Plata,20,PM2.5,13,0,6,12,77,4,0,0,0,0
Zhoukou,94,PM2.5,14,4,35,96,589,22,0,0,0,0
Lodz,86,PM2.5,8,1,26,36,336,17,0,17,1,0
Goma,86,PM2.5,8,1,26,36,336,17,0,17,1,0
Oklahoma City,51,PM10,39,0,12,60,677,32,19,38,0,0
Las Vegas,58,PM10,13,0,13,71,441,37,10,0,0,0
Tabuk,98,PM2.5,27,3,45,91,125,3,0,0,0,0
Ankang,84,PM2.5,6,3,28,40,476,7,0,0,0,0
General Santos City,34,PM2.5,34,0,8,12,128,1,0,0,0,0
Renqiu,112,PM2.5,19,2,49,91,444,53,23,33,0,0
Detroit,53,PM2.5,13,2,15,59,505,32,30,58,0,0
Manama,105,PM2.5,48,9,34,89,148,5,0,0,0,0
Loudi,43,PM2.5,26,0,12,19,236,31,16,34,0,0
Jeonju,45,PM2.5,31,2,11,22,427,13,0,0,0,0
Bijie,82,PM2.5,8,3,30,36,781,11,0,0,0,0
Portland,47,PM2.5,19,1,12,39,159,29,7,21,0,0
Qinzhou,61,PM2.5,25,7,17,49,928,9,0,0,0,0
Macao,67,PM2.5,21,4,19,66,523,21,0,0,0,0
Samsun,137,PM2.5,12,9,47,63,2,45,0,0,0,0
Denizli,87,PM2.5,16,9,29,79,830,23,0,0,0,0
Zhoushan,54,PM2.5,21,1,16,39,205,23,0,0,0,0
Busto Arsizio,52,PM2.5,1,2,13,14,982,13,0,11,2,0
Tongxiang,46,PM2.5,24,1,8,26,270,9,3,15,0,0
Longhai,90,PM2.5,10,8,33,70,678,14,0,0,0,0
Puyang,54,PM2.5,31,0,14,24,96,1,0,0,0,0
Hezhou,51,PM10,39,0,12,60,677,32,19,38,0,0
Jhansi,166,PM2.5,17,12,89,114,381,19,5,15,0,0
Neijiang,110,PM2.5,4,2,37,46,609,13,0,0,0,0
Izhevsk,33,O3,36,1,5,7,126,7,0,0,0,0
Memphis,57,PM2.5,6,1,15,39,173,25,0,0,0,0
Jamnagar,153,PM2.5,23,21,51,75,374,29,0,0,0,0
Erode,63,PM2.5,5,5,19,34,479,24,2,49,0,0
Doha,159,PM2.5,37,5,75,126,148,23,0,0,0,0
Pachuca de Soto,53,PM2.5,22,0,14,24,159,21,0,0,0,0
Haimen,62,PM2.5,19,5,17,28,527,9,0,0,0,0
Chiclayo,30,PM2.5,23,0,7,12,68,0,0,0,0,0
Wuhai,124,PM2.5,30,3,46,149,521,20,0,0,0,0
Hegang,52,PM2.5,30,3,15,18,272,3,0,0,0,0
Sanya,31,O3,31,1,7,10,171,10,0,1,0,0
Be'er Sheva,105,PM2.5,10,1,31,51,350,10,1,13,1,0
Durango,43,O3,36,1,4,6,166,6,0,0,0,0
Bokaro Steel City,169,PM2.5,29,8,101,186,1127,23,13,58,6,0
Wroclaw,90,PM2.5,6,3,30,32,293,14,1,21,0,0
Miluo,84,PM2.5,1,1,27,35,1225,53,0,3,3,0
Venezia,65,PM2.5,9,1,22,22,163,14,0,0,0,0
Jambi,49,PM2.5,21,2,14,20,132,3,0,0,0,0
Safaqis,106,SO2,7,88,31,78,233,39,0,0,0,0
Duesseldorf,77,PM2.5,0,1,25,70,240,27,39,8,1,0
Belfast,55,PM2.5,23,1,13,32,547,11,0,1,0,0
Stuttgart,58,PM2.5,1,1,16,23,347,22,26,13,0,0
Verona,46,PM2.5,29,0,12,32,189,14,4,13,0,0
Raurkela,134,PM2.5,22,21,50,83,777,12,11,32,0,0
Jubayl,110,PM2.5,42,12,42,100,167,29,0,0,0,0
Riga,32,PM2.5,22,1,5,9,136,2,0,0,0,0
Kolhapur,91,PM2.5,28,2,28,65,327,17,7,15,1,0
Bacolod,51,PM2.5,28,0,13,33,92,10,0,0,0,0
Seregno,46,PM2.5,2,1,9,12,768,10,0,3,2,0
Ulyanovsk,43,PM2.5,33,1,9,14,126,11,0,0,0,0
Al-Ain,153,PM2.5,25,4,63,99,201,33,0,0,0,0
Bari,43,PM2.5,3,1,11,19,236,5,0,1,0,0
Yulin Guangxi,76,PM2.5,33,3,25,67,232,16,6,10,0,0
Ajmer,101,PM2.5,4,6,37,132,1269,24,9,46,12,0
Kuching,151,PM2.5,37,1,62,71,228,13,0,0,0,0
Bissau,151,PM2.5,0,0,0,0,0,0,0,0,0,0
Geneva,67,PM2.5,9,0,20,14,97,3,0,3,0,0
Enshi,49,PM2.5,25,0,13,30,184,23,8,21,0,0
Anshun,44,PM2.5,27,0,12,34,167,22,4,15,0,0
Colombo,61,PM2.5,37,1,15,31,120,20,0,0,0,0
Sihui,53,PM2.5,50,1,12,18,328,3,0,0,0,0
Hanzhong,125,PM2.5,6,5,47,84,954,18,0,0,0,0
Ujjain,133,PM2.5,8,2,50,161,987,33,5,31,1,0
Gothenburg,71,PM2.5,26,0,22,25,125,14,0,0,0,0
Jinzhong,74,PM2.5,6,4,28,53,743,37,0,0,0,0
Patiala,175,PM2.5,6,2,94,190,1119,23,24274,23,4003,0
Bilaspur,159,PM2.5,15,5,72,169,498,8,19,42,3,0
Louisville,66,PM2.5,4,0,21,51,596,39,0,0,0,0
San Jose del Monte,66,PM2.5,4,0,21,51,596,39,0,0,0,0
Kryvyi Rih,74,PM2.5,8,13,25,31,469,14,0,0,0,0
Yaroslavl,40,PM2.5,26,3,9,17,148,9,0,0,0,0
Brighton,74,PM2.5,1,1,19,31,581,9,5,12,0,0
Feira De Santana,27,PM2.5,13,1,7,12,132,4,0,0,0,0
Comilla,165,PM2.5,1,8,85,126,535,2,1,7,0,0
Tlaxcala,165,PM2.5,1,8,85,126,535,2,1,7,0,0
Siping,37,PM10,13,2,5,43,521,18,0,0,0,0
Sanhe,54,PM2.5,26,0,14,32,140,28,5,14,0,0
Mathura,184,PM2.5,2,3,135,185,1496,13,34,72,0,0
Xinmi,101,PM2.5,9,18,37,88,1209,28,0,0,0,0
Skopje,67,PM2.5,14,4,19,19,280,4,0,0,0,0
Makhachkala,34,PM2.5,17,0,9,18,120,14,0,0,0,0
Jingjiang,125,PM2.5,13,8,43,93,1039,29,0,0,0,0
Shishi,64,PM2.5,29,2,15,52,401,10,3,9,0,0
Fuqing,94,PM2.5,29,2,36,67,207,25,6,14,0,0
Sanliurfa,132,PM2.5,14,11,44,62,958,22,0,0,0,0
Leipzig,35,PM2.5,4,0,8,17,197,7,2,9,1,0
Agartala,165,PM2.5,1,8,88,140,541,12,1,7,0,0
Xiantao,78,PM2.5,18,3,25,70,516,20,0,0,0,0
Yichun Heilongjiang,68,PM2.5,5,4,20,55,670,14,0,0,0,0
Imphal,82,PM2.5,13,9,26,57,275,6,2,5,0,0
Daye,43,PM2.5,14,0,12,20,297,25,0,0,0,0
Cenxi,58,PM2.5,5,2,17,30,603,8,0,0,0,0
Kingston,49,PM2.5,6,0,14,21,135,10,0,0,0,0
Sangli,112,PM2.5,20,2,38,94,370,25,5,13,1,0
Cuiaba,81,PM2.5,2,0,28,41,350,16,0,0,0,0
Malaga,51,PM2.5,28,1,12,12,377,11,1,3,0,0
Ibague,66,PM2.5,12,1,20,20,279,12,0,0,0,0
Dortmund,89,PM2.5,2,1,35,53,324,27,30,8,0,0
Kagoshima,28,PM2.5,23,1,8,13,300,24,36,60,0,120
Cabimas,42,PM2.5,32,2,10,15,200,8,0,0,0,0
Qitaihe,24,PM2.5,12,0,6,7,125,12,0,0,0,0
Milwaukee,60,PM2.5,16,1,15,53,275,33,0,0,0,0
Catania,47,PM2.5,14,3,11,13,515,24,0,0,2,0
Samut Sakhon,151,PM2.5,4,14,49,112,980,37,0,0,0,0
