city,AQI,dominant pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
Izhevsk,27,PM2.5,21,2,7,10,144,14,0,0,0,0
Jamnagar,93,PM2.5,62,10,29,44,228,8,0,0,0,0
Erode,115,PM2.5,11,4,46,89,436,32,2,42,0,0
Doha,153,PM2.5,19,25,75,120,187,51,0,0,0,0
Pachuca de Soto,53,PM2.5,34,0,11,21,180,11,0,0,0,0
Haimen,61,PM2.5,64,5,15,39,352,7,0,0,0,0
Chiclayo,32,PM2.5,20,0,7,11,70,0,0,0,0,0
Wuhai,104,PM2.5,22,24,31,102,1565,25,0,0,0,0
Hegang,33,PM2.5,35,2,7,9,283,4,0,0,0,0
Sanya,39,PM2.5,31,1,8,10,218,2,0,0,0,0
Be'er Sheva,114,PM2.5,25,1,42,62,317,9,5,13,1,0
Durango,114,PM2.5,25,1,42,62,317,9,5,13,1,0
Bokaro Steel City,155,PM2.5,79,10,28,50,3895,13,11,35,7,0
Wroclaw,123,PM2.5,5,4,41,68,351,25,1,34,1,0
Miluo,70,PM2.5,4,1,26,37,556,37,0,7,1,0
Venezia,87,PM2.5,2,0,33,56,295,44,0,20,0,0
Jambi,54,PM2.5,40,1,14,21,141,1,0,0,0,0
Safaqis,135,PM2.5,8,115,44,119,199,50,0,0,0,0
Duesseldorf,85,PM2.5,4,1,30,48,214,31,17,5,1,0
Belfast,54,PM2.5,37,1,16,25,0,18,1,2,0,0
Stuttgart,97,PM2.5,5,1,38,48,261,19,19,6,0,0
Verona,80,PM2.5,4,0,27,52,558,36,12,42,0,0
Raurkela,154,PM2.5,77,28,68,98,431,5,0,0,0,0
Jubayl,128,PM2.5,19,40,50,97,248,49,0,0,0,0
Riga,128,PM2.5,19,40,50,97,248,49,0,0,0,0
Kolhapur,132,PM2.5,56,4,48,77,306,31,5,14,1,0
Bacolod,62,PM2.5,25,1,15,36,103,9,0,0,0,0
Seregno,53,PM2.5,2,1,13,15,434,22,0,4,1,0
Ulyanovsk,55,PM2.5,25,1,15,27,124,21,0,0,0,0
Al-Ain,153,PM2.5,45,5,50,99,141,23,0,0,0,0
Bari,32,PM2.5,15,1,7,7,89,4,0,0,0,0
Yulin Guangxi,87,PM2.5,33,2,28,57,222,20,3,11,0,0
Ajmer,152,PM2.5,33,6,62,198,611,26,2,23,0,0
Kuching,103,PM2.5,25,0,36,65,168,26,0,0,0,0
Bissau,103,PM2.5,25,0,36,65,168,26,0,0,0,0
Geneva,101,PM2.5,4,1,37,21,151,4,6,1,0,0
Enshi,67,PM2.5,3,0,22,33,513,35,13,40,0,0
Anshun,67,PM2.5,3,0,22,33,513,35,13,40,0,0
Colombo,60,PM2.5,26,1,10,14,113,1,0,0,0,0
Sihui,46,PM2.5,36,1,13,18,292,3,0,0,0,0
Hanzhong,129,PM2.5,33,2,49,84,691,15,0,0,0,0
Ujjain,146,PM2.5,72,4,42,201,306,35,4,14,0,0
Gothenburg,68,PM2.5,7,0,21,24,201,27,0,0,0,0
Jinzhong,86,PM2.5,11,4,30,48,794,59,0,0,0,0
Patiala,182,PM2.5,21,4,132,330,1112,46,1879,22,4516,0
Bilaspur,160,PM2.5,47,6,81,179,403,7,9,33,4,0
Louisville,69,PM2.5,21,0,16,30,144,11,0,0,0,0
San Jose del Monte,59,PM2.5,21,0,13,22,154,28,0,0,0,0
Hillah,59,PM2.5,21,0,13,22,154,28,0,0,0,0
Kryvyi Rih,92,PM2.5,24,5,35,41,222,19,0,0,0,0
Yaroslavl,64,PM2.5,21,4,18,30,160,24,0,0,0,0
Brighton,34,PM2.5,16,1,8,16,287,7,0,11,0,0
Feira De Santana,27,PM2.5,18,1,6,11,87,2,0,0,0,0
Comilla,130,PM2.5,37,9,17,17,603,6,0,11,0,0
Tlaxcala,32,PM2.5,37,0,6,9,280,5,0,0,0,0
Siping,126,PM2.5,30,3,48,73,434,14,0,0,0,0
Sanhe,87,PM2.5,3,0,29,55,559,41,17,48,0,0
Mathura,266,PM2.5,18,3,204,293,1718,24,6,41,0,0
Xinmi,72,PM2.5,28,5,19,36,346,11,0,0,0,0
Skopje,57,PM2.5,24,3,15,15,281,5,0,0,0,0
Makhachkala,47,PM2.5,29,0,13,27,126,20,0,0,0,0
Jingjiang,111,PM2.5,60,5,42,142,766,21,0,0,0,0
Shishi,51,PM2.5,50,3,11,32,321,7,1,5,0,0
Fuqing,73,PM2.5,24,2,21,40,210,33,3,15,0,0
Sanliurfa,113,PM2.5,24,14,45,45,975,37,0,0,0,0
Leipzig,52,PM2.5,1,0,16,26,196,16,4,8,1,0
Agartala,116,PM2.5,37,9,5,18,603,17,0,11,0,0
Xiantao,119,PM2.5,36,3,45,102,1098,38,0,0,0,0
Yichun Heilongjiang,84,PM2.5,37,10,32,79,583,14,0,0,0,0
Imphal,115,PM2.5,45,2,28,42,207,5,2,5,0,0
Daye,32,PM2.5,17,0,8,11,124,2,0,0,0,0
Cenxi,80,PM2.5,35,2,27,47,298,8,0,0,0,0
Kingston,23,O3,17,1,4,9,192,7,0,0,0,0
Sangli,153,PM2.5,36,4,57,106,374,24,4,12,1,0
Cuiaba,68,PM2.5,14,0,22,28,176,5,0,0,0,0
Malaga,55,PM2.5,21,1,14,16,229,16,1,7,0,0
Ibague,64,PM2.5,7,0,20,20,308,12,0,0,0,0
Dortmund,71,PM2.5,9,1,24,38,216,22,5,4,0,0
Kagoshima,51,PM2.5,44,1,10,10,200,8,3,11,0,60
Cabimas,25,PM2.5,14,1,6,9,121,4,0,0,0,0
Qitaihe,45,PM2.5,18,0,9,10,138,18,0,0,0,0
Milwaukee,37,PM2.5,35,1,8,28,168,16,0,0,0,0
Catania,28,O3,30,0,5,6,125,3,0,0,0,0
Samut Sakhon,157,PM2.5,47,6,69,117,832,51,0,0,0,0
Shuozhou,36,PM2.5,18,1,7,10,193,14,2,18,0,0
Tonghua,124,PM2.5,28,9,44,82,611,11,0,0,0,0
Essen,82,PM2.5,2,1,28,42,306,19,7,0,0,0
Toulon,82,PM2.5,2,1,28,42,306,19,7,0,0,0
Juiz De Fora,29,PM2.5,21,1,8,11,100,2,0,0,0,0
Pereira,64,PM2.5,11,0,18,22,280,8,0,0,0,0
Udaipur,160,PM2.5,0,4,79,160,62,52,5,41,2,0
Sanmenxia,128,PM2.5,38,14,49,122,915,27,0,0,0,0
Vellore,114,PM2.5,24,8,40,93,595,23,3,13,1,0
Dongyang,46,PM2.5,39,0,11,17,169,5,0,0,0,0
Thoothukkudi,77,PM2.5,13,2,30,40,131,14,3,8,2,0
Bloemfontein,62,PM10,30,2,10,81,77,2,0,0,0,0
Xinyi,61,PM2.5,35,1,18,40,174,39,3,12,0,0
Udon Thani,73,PM2.5,37,1,23,44,580,11,0,0,0,0
Jalgaon,129,PM2.5,46,13,40,74,439,11,2,11,4,0
Hebi,143,PM2.5,28,8,47,118,1222,24,0,0,0,0
Zaoyang,125,PM2.5,44,5,44,70,593,14,0,0,0,0
Yiyang Hunan,132,PM2.5,40,8,41,98,390,10,4,14,1,0
Gaya,185,PM2.5,37,12,124,226,1511,55,2,49,2,0
Baltimore,83,PM2.5,3,1,25,35,785,26,28,61,0,0
Tirunelveli,73,PM2.5,12,2,27,38,236,16,4,13,2,0
Zhaodong,105,PM2.5,31,5,36,51,578,11,0,0,0,0
Dengfeng,126,PM2.5,42,7,53,129,784,21,0,0,0,0
Matamoros,29,PM2.5,19,1,7,11,134,2,0,0,0,0
Kitchener,18,O3,23,1,1,2,194,2,12,18,0,0
Poza Rica de Hidalgo,52,PM2.5,29,3,12,21,151,4,0,0,0,0
Oujda,34,PM2.5,29,2,8,12,119,3,0,0,0,0
Santa Fe,26,PM2.5,18,0,7,10,121,2,0,0,0,0
Orenburg,71,PM2.5,13,1,27,37,132,35,0,0,0,0
Cangzhou,81,PM2.5,26,4,20,50,646,17,0,0,0,0
Jiaozhou,92,PM2.5,22,0,28,55,519,34,4,28,0,0
Kemerovo,92,PM2.5,22,0,28,55,519,34,4,28,0,0
Bremen,73,PM2.5,11,0,26,36,176,25,2,8,0,0
Weinan,114,PM2.5,24,14,42,116,1573,30,0,0,0,0
Anyang,151,PM2.5,27,5,48,106,594,18,0,0,0,0
Kota Kinabalu,78,PM2.5,37,0,19,37,142,21,0,0,0,0
Basel,108,PM2.5,0,0,43,52,178,28,1,8,0,0
Gomel,49,PM2.5,27,1,13,15,148,2,0,0,0,0
