city,AQI,dominant pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
Natal,59,PM2.5,19,0,15,38,96,10,0,0,0,0
Ranchi,156,PM2.5,58,20,62,118,398,26,0,0,0,0
Kathmandu,161,PM2.5,38,3,62,80,501,6,0,0,0,0
Jabalpur,70,PM10,46,5,16,95,987,25,2,27,0,0
Zhangjiakou,96,PM2.5,28,6,32,84,690,18,0,0,0,0
Huainan,65,PM2.5,3,0,20,33,408,34,19,48,0,0
Asansol,164,PM2.5,90,7,83,128,917,15,10,40,7,0
Chaozhou,120,PM2.5,46,3,45,86,263,26,1,10,0,0
Kota,151,PM2.5,105,36,13,22,445,24,17,20,3,0
San Diego,61,PM2.5,5,0,16,48,717,36,6,30,0,0
Kharkiv,82,PM2.5,22,3,30,36,167,24,0,0,0,0
San Jose,64,PM2.5,1,0,19,35,816,39,20,50,0,0
Chon Buri,107,PM2.5,62,4,33,77,642,28,0,0,0,0
Allahabad,171,PM2.5,16,5,67,143,736,21,1,10,0,0
Gwalior,54,PM2.5,61,4,9,18,492,2,2,2,2,0
Ottawa,53,PM2.5,18,1,12,25,210,21,0,0,0,0
Zurich,65,PM2.5,10,0,22,28,191,14,0,14,0,0
Belgrade,79,PM2.5,15,13,28,36,506,25,0,0,0,0
Amritsar,155,PM2.5,17,5,71,142,467,25,3,14,1,0
Joao Pessoa,37,PM2.5,20,0,9,16,93,0,0,0,0,0
Yiwu,66,PM2.5,4,1,21,56,422,38,14,45,0,0
Queretaro,70,PM2.5,2,6,20,52,1274,12,0,0,0,0
Taian Shandong,77,PM2.5,25,2,28,50,180,38,7,18,0,0
Copenhagen,45,PM2.5,15,0,11,26,266,30,74,25,0,0
Konya,59,PM2.5,17,8,17,32,473,33,0,0,0,0
Bucaramanga,28,PM2.5,19,0,8,11,249,7,0,0,0,0
Dhanbad,169,PM2.5,29,5,91,102,21,26,0,43,0,0
Weihai,70,PM2.5,28,2,17,87,437,17,0,0,0,0
Dallas,51,PM2.5,11,0,12,29,201,17,0,5,0,0
Ganzhou,60,PM2.5,37,2,14,34,625,6,0,0,0,0
Adelaide,67,PM2.5,23,0,15,36,62,26,0,0,0,0
Hai Phong,71,PM2.5,30,15,22,40,470,24,0,0,0,0
Mombasa,61,PM2.5,41,2,18,31,122,1,0,0,0,0
Taizhong,84,PM2.5,12,2,26,68,308,56,2,23,0,0
Maceio,48,PM2.5,20,0,15,37,81,9,0,0,0,0
Suweon,57,PM10,35,3,10,66,557,30,0,0,0,0
Samut Prakan,107,PM2.5,110,3,27,54,578,21,0,0,0,0
Joinville,68,PM2.5,24,0,22,28,63,7,0,0,0,0
Jiaxing,89,PM2.5,38,4,32,74,574,27,0,0,0,0
Kaifeng,107,PM2.5,39,3,36,104,437,19,0,0,0,0
Helsinki,47,PM2.5,25,1,11,24,137,30,0,0,0,0
Porto,78,PM2.5,8,0,21,35,263,28,0,0,0,0
Zhanjiang,107,PM2.5,66,5,43,63,600,14,0,0,0,0
Zunyi,76,PM2.5,43,4,25,39,466,9,0,0,0,0
Rizhao,124,PM2.5,29,5,40,118,784,31,0,0,0,0
Prague,78,PM2.5,11,3,27,63,503,53,41,47,0,0
Dongying,122,PM2.5,15,9,43,135,1158,49,0,0,0,0
Qom,76,PM2.5,37,2,22,61,325,7,3,10,1,0
Mianyang Sichuan,72,PM2.5,22,2,21,47,205,46,7,18,0,0
Nanchong,119,PM2.5,48,1,39,71,339,4,0,0,0,0
Fushun Liaoning,119,PM2.5,48,1,39,71,339,4,0,0,0,0
Antalya,83,PM2.5,12,0,25,60,579,55,0,0,0,0
Bareilly,183,PM2.5,33,7,93,219,1202,26,2,14,0,0
Sofia,66,PM2.5,19,5,20,32,700,20,14,0,0,0
Shiyan,66,PM2.5,22,3,18,34,769,29,0,0,0,0
Kazan,33,PM2.5,22,1,6,10,134,9,0,0,0,0
Ad-Dammam,130,PM2.5,48,27,46,92,190,46,0,0,0,0
Port Elizabeth,61,PM2.5,22,2,17,50,100,29,3,4,0,0
Ahvaz,27,O3,29,0,2,4,108,1,0,0,0,0
Liuan,50,PM2.5,30,0,11,18,139,15,0,0,0,0
Florianopolis,47,PM2.5,25,0,9,14,61,0,0,0,0,0
Nizhniy Novgorod,60,PM2.5,25,1,19,31,133,30,0,0,0,0
Pointe-Noire,60,PM2.5,0,0,0,0,0,0,0,0,0,0
Yingkou,86,PM2.5,12,9,31,109,1388,35,0,0,0,0
Fes,31,O3,37,1,5,7,117,1,0,0,0,0
Aligarh,201,PM2.5,51,4,121,185,859,19,3,22,1,0
Liuyang,62,PM2.5,4,0,18,35,415,35,19,50,0,0
Dublin,73,PM2.5,16,2,24,45,356,28,56,14,0,0
Maoming,71,PM2.5,23,1,22,25,205,5,2,0,0,0
Tanger,32,PM2.5,26,2,8,12,345,7,4,12,0,0
Pekan Baru,66,PM2.5,30,1,21,30,399,13,0,0,0,0
Tengzhou,114,PM2.5,42,8,40,136,620,29,0,0,0,0
San Luis Potosi,73,PM2.5,14,4,26,36,470,22,0,0,0,0
Mysore,96,PM2.5,35,2,36,91,239,38,5,11,4,0
Chelyabinsk,69,PM2.5,21,3,22,36,146,48,0,0,0,0
Moradabad,189,PM2.5,26,7,99,223,1355,31,2,14,0,0
Barquisimeto,23,PM2.5,17,1,5,7,155,4,0,0,0,0
Durg-Bhilainagar,115,PM2.5,30,11,40,60,220,11,9,31,0,0
Suzhou,74,PM2.5,12,0,25,45,207,27,0,0,0,0
Maracay,37,PM2.5,7,4,9,13,331,11,0,0,0,0
Ruian,60,PM2.5,3,1,18,28,245,9,0,1,0,0
Zhenjiang Jiangsu,133,PM2.5,19,6,44,119,910,71,0,0,0,0
Baoji,106,PM2.5,37,2,37,68,460,19,0,0,0,0
Jieyang,27,PM2.5,18,1,5,10,404,18,23,29,0,0
Chifeng,33,PM2.5,35,3,6,17,349,13,0,0,0,0
Bhubaneswar,172,PM2.5,58,8,97,151,622,42,0,0,0,0
Pingdingshan Henan,172,PM2.5,58,8,97,151,622,42,0,0,0,0
Puning,55,PM2.5,19,3,16,24,206,10,0,0,0,0
Mendoza,60,PM2.5,21,1,17,28,167,20,0,0,0,0
Bogor,91,PM2.5,11,1,24,89,1308,42,0,0,0,0
Chiang Mai,59,PM2.5,49,1,16,29,1620,2,0,0,0,0
Tiruchirappalli,76,PM2.5,23,4,26,58,330,20,3,10,1,0
Merida,34,O3,36,1,5,9,151,2,0,0,0,0
Benxi,25,PM2.5,12,0,5,5,130,1,0,0,0,0
Huaibei,95,PM2.5,7,3,31,99,324,46,2,20,0,0
Xiangtan Hunan,46,PM2.5,34,1,12,24,209,4,1,7,0,0
Chandigarh,156,PM2.5,45,3,64,147,563,37,6,16,6,0
Jinzhou,57,PM2.5,2,1,14,47,464,35,20,50,0,0
Islamabad,130,PM2.5,43,6,46,89,867,32,17,36,0,0
Samara,73,PM2.5,20,1,26,44,135,23,0,0,0,0
Amsterdam,87,PM2.5,7,1,21,40,150,42,31,0,0,0
Da Nang,90,PM2.5,63,2,31,65,320,32,0,0,0,0
Haifa,73,PM2.5,38,1,19,49,405,13,7,18,1,0
Guilin,85,PM2.5,45,4,28,46,293,9,0,0,0,0
Mexicali,59,PM10,31,0,8,74,323,10,9,4,0,0
Ufa,63,PM2.5,27,2,18,35,133,39,0,0,0,0
Rostov-on-Don,89,PM2.5,22,7,33,46,250,29,0,0,0,0
Hubli-Dharwad,107,PM2.5,16,2,38,119,655,19,11,16,0,0
Guwahati,167,PM2.5,13,5,78,106,463,11,12,13,0,0
Liupanshui,151,PM2.5,37,5,60,125,525,23,0,0,0,0
Quetta,47,O3,55,1,10,22,132,1,0,0,0,0
Cologne,97,PM2.5,5,3,38,59,329,27,30,0,0,0
Aguascalientes,41,PM2.5,21,4,10,17,182,4,0,0,0,0
Binzhou,80,PM2.5,21,0,25,36,421,28,21,38,0,0
Salem,22,O3,22,0,4,9,278,8,2,24,0,0
Bandar Lampung,174,PM2.5,41,10,101,114,650,28,0,4,0,0
Pizhou,128,PM2.5,39,3,50,86,175,47,0,0,0,0
Yongin,68,PM2.5,34,2,18,58,404,29,0,0,0,0
Zaozhuang,124,PM2.5,31,11,46,134,872,39,0,0,0,0
Xinxiang,123,PM2.5,37,5,44,111,992,19,0,0,0,0
Yueqing,72,PM2.5,20,1,26,49,318,40,18,24,0,0
Luohe,100,PM2.5,49,4,37,86,342,11,0,0,0,0
Saharanpur,179,PM2.5,23,4,93,152,390,16,2,7,3,0
Cuernavaca,80,PM2.5,3,2,27,38,2176,34,0,0,0,0
Yerevan,45,PM2.5,28,5,12,25,483,6,0,0,0,0
Goyang,103,PM2.5,32,3,47,81,482,30,0,0,0,0
Tbilisi,20,O3,30,0,4,7,161,2,0,0,0,0
Chihuahua,20,PM2.5,13,1,5,8,208,8,0,0,0,0
Panjin,25,O3,27,1,2,3,126,0,0,0,0,0
Perm,59,PM2.5,31,2,16,28,134,38,0,0,0,0
city,AQI,dominant pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
Izhevsk,46,PM2.5,25,3,11,17,165,14,0,0,0,0
Memphis,54,PM2.5,32,1,12,31,128,12,0,0,0,0
Jamnagar,72,PM2.5,44,15,20,30,227,16,0,0,0,0
Erode,128,PM2.5,12,4,49,90,410,23,2,15,0,0
Doha,153,PM2.5,46,13,59,100,160,33,0,0,0,0
Pachuca de Soto,86,PM2.5,22,5,28,46,514,24,0,0,0,0
Haimen,67,PM2.5,61,4,19,40,432,8,0,0,0,0
Chiclayo,31,PM2.5,22,0,7,11,73,1,0,0,0,0
Wuhai,35,O3,51,2,5,29,298,3,0,0,0,0
Hegang,47,PM2.5,29,3,14,17,416,6,0,0,0,0
Sanya,36,PM2.5,24,1,8,11,222,6,0,2,0,0
Be'er Sheva,120,PM2.5,45,1,41,84,400,11,3,13,1,0
Durango,22,O3,24,0,2,4,144,4,0,0,0,0
Bokaro Steel City,167,PM2.5,26,5,86,98,8,0,0,40,0,0
Wroclaw,126,PM2.5,11,4,53,68,414,27,1,31,1,0
Miluo,107,PM2.5,1,1,42,59,632,37,0,4,2,0
Venezia,60,PM2.5,10,0,16,33,174,36,0,16,0,0
Jambi,46,PM2.5,20,2,13,19,153,9,0,0,0,0
Safaqis,118,PM2.5,10,95,41,95,148,58,0,0,0,0
Duesseldorf,97,PM2.5,3,2,36,60,335,34,30,0,0,0
Belfast,62,PM2.5,29,1,20,39,68,27,8,15,0,0
Stuttgart,101,PM2.5,11,2,34,55,278,42,0,9,0,0
Verona,61,PM2.5,5,1,13,23,449,28,18,47,0,0
Raurkela,126,PM2.5,78,15,45,77,635,9,11,32,0,0
Jubayl,132,PM2.5,32,33,52,97,201,43,0,0,0,0
Riga,62,PM2.5,18,1,16,39,138,29,0,0,0,0
Kolhapur,107,PM2.5,46,2,39,78,287,11,5,13,1,0
Bacolod,107,PM2.5,46,2,39,78,287,11,5,13,1,0
Seregno,73,PM2.5,2,1,26,31,491,8,0,4,1,0
Ulyanovsk,64,PM2.5,26,1,18,22,123,20,0,0,0,0
Al-Ain,104,PM2.5,60,1,28,111,123,15,0,0,0,0
Bari,57,PM2.5,3,1,14,20,202,5,0,1,0,0
Yulin Guangxi,101,PM2.5,21,3,34,71,247,31,4,15,0,0
Ajmer,99,PM10,41,4,19,127,611,35,2,20,0,0
Kuching,99,PM10,41,4,19,127,611,35,2,20,0,0
Geneva,86,PM2.5,8,1,31,25,215,12,0,3,0,0
Enshi,52,PM2.5,2,0,13,22,437,28,24,55,0,0
Anshun,66,PM2.5,3,1,20,52,412,38,18,46,0,0
Colombo,51,PM2.5,22,0,12,24,75,5,0,0,0,0
Sihui,56,PM2.5,28,1,15,22,344,5,0,0,0,0
Hanzhong,122,PM2.5,42,3,46,77,678,12,0,0,0,0
Ujjain,139,PM2.5,62,3,51,103,385,22,3,7,0,0
Gothenburg,58,PM2.5,23,0,15,32,142,26,0,0,0,0
Jinzhong,97,PM2.5,10,4,38,72,892,66,0,0,0,0
Patiala,97,PM2.5,10,4,38,72,892,66,0,0,0,0
Zahedan,97,PM2.5,10,4,38,72,892,66,0,0,0,0
Bilaspur,97,PM2.5,10,4,38,72,892,66,0,0,0,0
Louisville,43,PM2.5,34,0,6,18,209,9,0,0,0,0
San Jose del Monte,55,PM2.5,17,0,15,29,167,30,0,0,0,0
Kryvyi Rih,125,PM2.5,22,6,51,59,267,18,0,0,0,0
Yaroslavl,54,PM2.5,26,3,14,18,155,23,0,0,0,0
Brighton,73,PM2.5,3,1,22,23,303,27,32,52,0,0
Feira De Santana,26,PM2.5,17,1,5,8,107,2,0,0,0,0
Comilla,152,PM2.5,47,9,56,92,352,3,0,4,0,0
Tlaxcala,70,PM2.5,21,2,23,33,759,17,0,0,0,0
Siping,57,PM2.5,29,2,12,33,261,6,0,0,0,0
Sanhe,75,PM2.5,3,0,26,35,411,33,20,49,0,0
Mathura,183,PM2.5,64,5,34,63,660,14,2,17,0,0
Xinmi,49,PM2.5,26,5,12,29,351,11,0,0,0,0
Skopje,114,PM2.5,15,5,39,39,379,8,0,0,0,0
Makhachkala,36,PM2.5,25,0,7,18,123,14,0,0,0,0
Jingjiang,122,PM2.5,33,5,45,84,663,29,0,0,0,0
Shishi,56,PM2.5,61,3,15,42,401,9,1,6,0,0
Fuqing,96,PM2.5,20,3,38,68,250,34,2,17,0,0
Sanliurfa,97,PM2.5,24,12,35,69,920,34,0,0,0,0
Leipzig,76,PM2.5,16,2,23,33,214,18,0,0,0,0
Agartala,154,PM2.5,46,9,66,119,345,13,0,4,0,0
Xiantao,95,PM2.5,42,3,33,55,545,20,0,0,0,0
Yichun Heilongjiang,74,PM2.5,38,3,23,54,478,14,0,0,0,0
Imphal,152,PM2.5,11,10,79,156,439,7,2,5,0,0
Daye,27,O3,30,0,5,12,163,6,0,0,0,0
Cenxi,57,PM2.5,36,2,14,21,220,7,0,0,0,0
Kingston,32,PM2.5,26,1,9,9,144,2,0,0,0,0
Sangli,105,PM2.5,30,2,38,72,364,33,4,12,1,0
Cuiaba,44,PM2.5,15,0,10,14,188,5,0,0,0,0
Malaga,56,PM2.5,29,1,15,63,336,49,72,105,1,0
Ibague,53,PM2.5,10,0,15,15,324,12,0,0,0,0
Dortmund,103,PM2.5,11,5,33,51,397,35,4,0,0,0
Kagoshima,37,PM2.5,45,1,8,10,200,13,5,18,0,60
Cabimas,28,PM2.5,13,1,7,10,145,5,0,0,0,0
Qitaihe,17,NO2,22,0,3,4,114,18,0,0,0,0
Milwaukee,74,PM2.5,19,1,23,57,227,25,0,0,0,0
Catania,24,PM2.5,13,4,5,6,404,24,0,0,2,0
Samut Sakhon,154,PM2.5,54,14,61,106,831,59,0,0,0,0
Shuozhou,27,PM2.5,17,1,6,9,212,17,21,45,0,0
Tonghua,44,PM2.5,25,8,9,26,528,13,0,0,0,0
Essen,103,PM2.5,6,3,36,44,390,29,17,0,0,0
Toulon,43,PM2.5,35,0,9,14,141,17,0,0,0,0
Dresden,65,PM2.5,17,2,20,29,313,22,7,20,1,0
Juiz De Fora,47,PM2.5,48,1,10,15,131,1,0,0,0,0
Pereira,42,PM2.5,13,0,11,15,200,5,0,0,0,0
Udaipur,159,PM2.5,32,5,65,144,655,41,13,40,4,0
Sanmenxia,112,PM2.5,29,6,37,93,653,30,0,0,0,0
Vellore,97,PM2.5,14,4,34,97,654,31,3,10,1,0
Dongyang,35,PM2.5,20,1,9,13,202,7,0,0,0,0
Thoothukkudi,101,PM2.5,18,3,33,33,184,23,4,22,2,0
Bloemfontein,65,PM10,46,3,10,92,90,1,0,0,0,0
Xinyi,62,PM2.5,22,1,16,36,127,40,4,16,0,0
Udon Thani,55,PM2.5,40,1,14,24,570,13,0,0,0,0
Jalgaon,119,PM2.5,38,13,40,65,491,22,2,11,5,0
Hebi,116,PM2.5,31,7,43,132,786,20,0,0,0,0
Zaoyang,83,PM2.5,45,3,25,48,466,14,0,0,0,0
Yiyang Hunan,101,PM2.5,36,5,35,71,539,7,4,11,1,0
Gaya,172,PM2.5,47,12,68,118,1128,45,1,35,1,0
Baltimore,68,PM2.5,3,1,19,27,868,26,78,112,0,0
Tirunelveli,132,PM2.5,16,2,48,48,346,28,4,23,2,0
Zhaodong,132,PM2.5,16,2,48,48,346,28,4,23,2,0
Dengfeng,97,PM2.5,40,3,30,74,388,17,0,0,0,0
Matamoros,32,PM2.5,25,0,8,22,111,0,0,0,0,0
Kitchener,32,PM2.5,25,1,8,12,228,4,4,11,0,0
Poza Rica de Hidalgo,41,PM2.5,18,2,11,17,156,3,0,0,0,0
Oujda,30,O3,37,1,4,11,115,1,0,0,0,0
Santa Fe,19,PM2.5,20,0,5,7,115,2,0,0,0,0
Orenburg,82,PM2.5,29,1,21,32,124,36,0,0,0,0
Cangzhou,122,PM2.5,26,7,42,141,812,32,0,0,0,0
Jiaozhou,82,PM2.5,0,0,28,43,406,19,6,8,0,0
Bremen,99,PM2.5,15,2,33,45,263,30,0,0,0,0
Weinan,108,PM2.5,24,6,41,149,869,33,0,0,0,0
Anyang,115,PM2.5,29,4,43,102,768,21,0,0,0,0
Kota Kinabalu,98,PM2.5,26,0,44,66,154,18,0,0,0,0
Basel,79,PM2.5,6,0,27,32,279,31,0,13,0,0
Gomel,56,PM2.5,26,2,16,20,180,3,0,0,0,0
Albuquerque,48,PM10,37,0,6,61,159,7,0,0,0,0
Gaozhou,80,PM2.5,57,6,24,47,529,7,0,0,0,0
Feicheng,79,PM2.5,4,2,25,74,595,36,21,53,0,0
Meknes,31,O3,37,1,4,7,116,1,0,0,0,0
Panipat,189,PM2.5,22,7,134,198,1798,18,7,21,1,0
Kahramanmaras,152,PM2.5,11,12,50,101,1529,84,0,0,0,0
Irbid,76,PM2.5,38,2,22,62,319,7,3,10,1,0
Arak,154,PM2.5,33,5,61,97,477,4,1,6,2,0
Tepic,26,PM2.5,16,0,6,9,259,6,0,0,0,0
Chiang Rai,84,PM2.5,29,1,23,65,440,33,0,0,0,0
Guangyuan,124,PM2.5,22,14,43,102,2250,23,0,0,0,0
Leicester,52,PM2.5,17,1,12,19,151,34,31,53,0,0
Tongchuan,118,PM2.5,23,6,47,97,1378,38,0,0,0,0
Khamis Mushayt,105,PM2.5,55,2,29,73,104,23,0,0,0,0
Tucson,53,PM2.5,24,1,13,45,167,16,0,0,0,0
Imus,98,PM2.5,13,1,36,91,230,29,0,0,0,0
Villavicencio,58,PM2.5,13,0,19,19,163,5,0,0,0,0
Sakarya,130,PM2.5,16,26,55,91,1094,29,0,0,0,0
Shouguang,125,PM2.5,27,7,45,110,699,29,0,0,0,0
Utrecht,109,PM2.5,4,0,38,52,196,22,19,0,0,0
Rajahmundry,138,PM2.5,55,8,47,75,358,16,3,11,1,0
Larkana,169,PM2.5,68,6,86,132,494,4,0,0,0,0
Basilan City,20,O3,21,0,2,2,81,1,0,0,0,0
Valledupar,51,PM2.5,18,0,12,18,128,7,0,0,0,0
Chaoyang,69,PM2.5,23,5,23,46,506,20,0,0,0,0
Sukkur,167,PM2.5,67,7,83,126,484,6,0,0,0,0
Rayong,76,PM2.5,36,1,26,70,596,36,0,0,0,0
Kerman,112,PM2.5,2,0,38,43,654,16,10,24,0,0
Mekele,40,PM2.5,41,0,9,19,128,0,0,0,0,0
Yongkang,92,PM2.5,18,3,29,103,323,50,1,19,0,0
Edinburgh,33,NO2,34,0,9,11,128,36,7,23,0,0
Haining,42,PM2.5,14,0,9,36,527,21,10,30,0,0
San Juan,30,PM2.5,16,0,7,17,79,0,0,0,0,0
Ryazan,53,PM2.5,23,6,14,21,150,23,0,0,0,0
Vilnius,57,PM2.5,3,4,17,22,165,29,0,23,0,0
Taishan,63,PM2.5,27,1,20,35,189,41,4,13,0,0
Calamba,32,PM2.5,12,1,8,12,182,12,0,0,0,0
Mesa,51,PM10,40,0,5,68,105,21,0,0,0,0
Hannover,68,PM2.5,21,1,21,23,205,9,0,0,0,0
Fresno,149,PM2.5,1,0,53,67,709,22,11,25,0,0
Chuzhou,149,PM2.5,1,0,53,67,709,22,11,25,0,0
Pingdu,62,PM2.5,4,0,18,35,415,35,19,50,0,0
Qingzhou,127,PM2.5,40,3,51,87,335,41,1,16,0,0
Longkou,94,PM2.5,19,3,31,86,776,29,0,0,0,0
Naberezhnye Tchelny,55,PM2.5,13,2,14,21,156,26,0,0,0,0
Astrakhan,55,PM2.5,13,2,14,21,156,26,0,0,0,0
Santa Marta,53,PM2.5,21,0,12,21,106,6,0,0,0,0
Ambon,22,PM2.5,12,0,5,7,99,0,0,0,0,0
Bellary,92,PM2.5,35,7,28,77,627,18,13,29,0,0
Pietermaritzburg,61,PM2.5,17,4,20,35,111,35,0,0,0,0
Rustenburg,36,PM2.5,26,1,9,29,367,3,1,3,1,0
Heyuan,97,PM2.5,12,2,29,94,299,53,2,23,0,0
Yanshi,77,PM2.5,22,1,28,34,520,31,0,0,1,0
Al-Raqqa,83,PM2.5,37,38,27,64,165,24,0,0,0,0
Surakarta,105,PM2.5,5,1,45,46,448,29,0,0,0,0
Dali,61,PM2.5,16,2,14,38,346,27,4,30,0,0
Sheikhupura,184,PM2.5,53,6,141,195,710,20,1,21,1,0
Changning,25,O3,28,0,2,2,121,0,0,0,0,0
city,AQI,dominant pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
