city,AQI,dominant pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
Kakinada,161,PM2.5,19,5,78,127,758,9,2,10,2,0
Aracaju,59,PM2.5,18,0,16,40,75,15,0,0,0,0
Rupganj,240,PM2.5,2,11,163,163,900,14,1,14,0,0
Penza,51,PM2.5,19,2,6,13,133,10,0,0,0,0
Leshan,124,PM2.5,0,2,43,91,776,22,0,0,0,0
Yueyang,116,PM2.5,3,5,43,81,1023,29,0,0,0,0
Utsunomiya,45,PM2.5,9,0,12,47,298,32,0,12,0,120
Dezhou,196,PM2.5,4,7,137,137,1858,36,0,0,0,0
Porto Velho,31,PM2.5,15,1,8,12,182,5,0,0,0,0
Marrakech,31,O3,25,1,8,13,131,7,0,0,0,0
Davanagere,77,PM2.5,9,2,27,49,463,12,27,56,1,0
Tampico,57,PM2.5,44,6,15,27,145,2,0,0,0,0
Qianjiang,155,PM2.5,3,6,72,122,888,35,0,0,0,0
Huzhou,107,PM2.5,1,3,39,83,626,35,0,0,0,0
Chuxiong,56,PM2.5,23,3,11,38,524,1,0,0,0,0
Rotterdam,55,PM2.5,10,0,15,22,235,29,2,0,1,0
Songyuan,71,PM2.5,12,4,21,34,389,8,0,0,0,0
Duisburg,90,PM2.5,1,1,29,35,332,19,23,0,0,0
Nakhon Pathom,156,PM2.5,14,1,69,103,810,34,0,0,0,0
Austin,44,PM2.5,26,1,11,42,200,15,0,2,0,0
Muzaffarpur,445,PM10,3,1,345,526,5143,89,84,158,12,0
San Jose,48,PM2.5,28,0,11,36,393,22,6,18,0,0
Mataram,19,PM2.5,17,0,5,7,142,1,0,0,0,0
Denpasar,16,O3,18,0,3,5,118,1,0,0,0,0
Odesa,72,PM2.5,31,1,24,34,133,28,0,0,0,0
Chenzhou,60,PM10,40,0,16,75,244,25,3,15,0,0
Xuchang,120,PM2.5,2,4,45,123,772,36,0,0,0,0
Volgograd,55,PM2.5,13,4,18,18,165,10,0,0,0,0
Changge,123,PM2.5,2,5,46,121,739,36,0,0,0,0
Saltillo,40,O3,41,1,5,7,174,2,0,0,0,0
Kirov,51,PM2.5,21,2,10,18,137,27,0,0,0,0
San Miguel de Tucuman,59,PM2.5,36,3,17,30,148,22,0,0,0,0
Kuantan,30,PM2.5,9,0,7,10,150,2,0,0,0,0
Ziyang,121,PM2.5,18,3,45,81,489,16,0,0,0,0
Xingning,75,PM2.5,7,4,22,40,477,18,0,0,0,0
Padang,80,PM2.5,11,0,27,65,405,19,0,0,0,0
Kandahar,30,PM2.5,31,1,6,22,249,7,3,12,0,0
Cebu City,16,O3,18,1,3,4,85,1,0,0,0,0
Acapulco de Juarez,103,O3,81,4,12,19,168,6,0,0,0,0
Nurenberg,64,PM2.5,7,1,17,18,298,13,8,0,0,0
Valparaiso,103,O3,81,4,12,19,168,6,0,0,0,0
London CA,57,PM2.5,16,1,20,20,229,8,5,13,0,0
Bournemouth,66,PM2.5,8,0,20,48,157,43,77,119,0,0
Kayseri,96,PM2.5,11,4,34,73,526,40,0,0,0,0
Warangal,153,PM2.5,20,3,63,108,571,16,16,44,3,0
Changshu,118,PM2.5,16,4,37,62,742,12,0,0,0,0
Jinjiang,34,PM2.5,24,1,9,16,103,5,1,7,0,0
Bordeaux,118,PM2.5,16,4,37,62,742,12,0,0,0,0
Khon-Kaen,79,PM2.5,33,1,22,33,465,4,0,0,0,0
Songkhla,33,PM2.5,23,0,8,17,147,2,0,0,0,0
Cheboksary,63,PM2.5,25,1,18,18,127,13,0,0,0,0
Qujing,33,PM2.5,12,6,27,37,874,12,0,0,0,0
Matsuyama,63,PM2.5,25,1,18,18,127,13,0,0,0,0
Nonthaburi,153,PM2.5,9,2,56,132,954,44,0,0,0,0
Tanta,76,PM2.5,7,5,25,39,175,22,0,0,0,0
Yichun Jiangxi,64,PM2.5,2,2,15,28,192,9,1,18,0,0
Shuangyashan,108,PM2.5,22,3,33,45,290,8,0,0,0,0
Krasnodar,93,PM2.5,11,3,32,40,228,22,0,0,0,0
Lipetsk,108,PM2.5,22,3,33,45,290,8,0,0,0,0
Changyi,53,PM2.5,14,6,13,13,168,12,0,0,0,0
Murcia,33,PM2.5,7,5,9,15,523,16,17,32,0,0
Malatya,112,PM2.5,16,2,45,127,565,24,0,0,0,0
Guang-an,16,PM2.5,18,1,4,14,60,4,0,0,0,0
Tirana,32,PM2.5,30,0,7,9,131,2,0,0,0,0
Xintai,60,PM2.5,25,0,20,42,326,32,6,21,0,0
Surat Thani,52,PM2.5,5,1,12,30,480,3,0,0,0,0
Jixi Heilongjiang,71,PM2.5,26,1,23,31,235,10,0,0,0,0
Kansas City,39,PM2.5,22,1,10,41,150,14,5,10,0,0
Ubon Ratchathani,63,PM2.5,33,1,17,25,210,1,0,0,0,0
Morelia,67,PM2.5,51,7,17,48,1111,16,0,0,0,0
Pingxiang Jiangxi,115,PM2.5,5,2,41,98,260,27,1,12,0,0
Dnipro,139,PM2.5,12,7,53,88,483,26,0,0,0,0
Jianyang,120,PM2.5,16,2,45,75,459,15,0,0,0,0
