city,AQI,dominant pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
Ciudad Juarez,87,O3,60,4,14,21,188,7,0,0,0,0
Reynosa,58,PM2.5,16,1,17,18,134,12,0,0,0,0
Anyang,174,PM2.5,17,9,106,148,1138,28,0,0,0,0
Kananga,54,PM2.5,26,1,14,38,75,24,0,0,0,0
Bengbu,119,PM2.5,42,5,43,116,350,14,0,0,0,0
Columbus,40,PM2.5,19,1,9,34,101,15,0,0,0,0
Villahermosa,69,PM2.5,13,8,22,33,202,14,0,0,0,0
Yangjiang,52,PM2.5,36,1,11,18,168,6,4,10,0,0
Jining Shandong,85,PM2.5,31,1,26,42,229,45,2,15,0,0
Medina,104,PM2.5,17,3,43,200,150,19,0,0,0,0
Charlotte,51,PM2.5,8,0,14,42,354,30,1,19,0,0
Ulsan,55,PM2.5,56,2,13,23,355,12,0,5,0,0
Abu Dhabi,132,PM2.5,28,3,43,70,154,45,0,0,0,0
Jodhpur,157,PM2.5,9,4,115,213,541,30,48,71,5,0
Grande Sao Luis,20,O3,21,0,3,4,67,1,0,0,0,0
West Rand,60,PM2.5,3,0,13,14,346,9,6,7,0,0
Edmonton,40,PM2.5,24,0,11,25,202,23,1,12,0,0
Campo Grande,37,PM2.5,10,0,9,13,175,2,0,0,0,0
Natal,64,PM2.5,19,0,19,48,91,11,0,0,0,0
Liverpool,60,PM2.5,34,0,14,22,121,11,0,1,0,0
Ranchi,167,PM2.5,69,16,75,111,342,21,0,2,1,0
Antipolo,59,PM2.5,26,1,16,42,118,25,0,0,0,0
Kathmandu,174,PM2.5,24,1,115,186,867,17,5,39,3,0
Donetsk,77,PM2.5,20,7,23,31,240,6,0,0,0,0
Tianmen,27,O3,30,1,3,4,116,3,0,0,0,0
Londrina,43,PM2.5,18,0,10,24,114,6,0,0,0,0
Zhangjiakou,73,PM2.5,27,3,24,56,525,12,0,0,0,0
Huainan,28,PM2.5,19,0,7,16,63,17,3,12,0,0
La Plata,61,PM2.5,18,0,19,23,60,14,0,0,0,0
Concepcion,22,PM2.5,13,1,4,11,276,4,0,0,0,0
Asansol,151,PM2.5,0,0,2,4,0,0,0,0,0,0
Chaozhou,148,PM2.5,74,4,60,95,303,20,2,8,0,0
Hengshui,143,PM2.5,15,8,63,120,950,29,0,0,0,0
Linfen,159,PM2.5,14,8,75,105,1151,25,0,0,0,0
Sylhet,157,PM2.5,40,5,67,103,479,3,5,13,0,0
Dandong,66,PM2.5,27,6,17,30,518,10,0,0,0,0
Kota,170,PM2.5,8,4,102,150,559,33,10,25,2,0
Trujillo,26,PM2.5,18,1,7,10,95,2,0,0,0,0
Guntur,144,PM2.5,19,5,56,83,665,5,3,8,2,0
Jiangyin,95,PM2.5,48,4,35,80,614,7,0,0,0,0
Bhiwandi,165,PM2.5,14,10,86,213,601,55,105,125,4,0
Bahawalpur,171,PM2.5,57,6,95,141,511,3,0,0,0,0
Changzhi,139,PM2.5,16,4,52,149,1135,27,0,0,0,0
Tyumen,55,PM2.5,27,1,13,29,126,35,0,0,0,0
Soshanguve,21,O3,21,1,4,4,583,1,2,3,0,0
Tuxtla Gutierrez,58,PM2.5,35,1,13,18,191,8,0,0,0,0
San Diego,51,PM2.5,15,0,14,30,614,34,1,22,0,0
Baishan,92,PM2.5,31,1,34,54,117,30,1,5,0,0
Liling,102,PM2.5,57,5,34,62,561,11,0,0,0,0
Tainan,93,PM2.5,50,2,36,87,293,46,2,12,0,0
Puducherry,80,PM2.5,22,4,34,53,498,24,3,8,1,0
Culiacan,27,PM2.5,14,0,6,9,184,6,0,0,0,0
Chon Buri,124,PM2.5,53,6,45,66,542,29,0,0,0,0
Changde,125,PM2.5,47,5,43,91,441,14,0,0,0,0
Allahabad,260,PM2.5,6,6,184,284,1958,45,3,34,82,0
Fuxin,117,PM2.5,26,19,45,107,862,22,0,0,0,0
Palermo,30,O3,30,1,5,11,132,6,0,0,0,0
Shangqiu,138,PM2.5,59,5,48,75,656,11,0,0,0,0
Xingtai,139,PM2.5,67,6,49,99,375,19,3,16,0,0
Hufuf-Mubarraz,123,PM2.5,25,33,44,94,169,17,0,0,0,0
Gwalior,159,PM2.5,32,5,72,103,648,2,2,3,0,0
Belgrade,63,PM2.5,7,11,23,24,435,16,0,0,0,0
Firozabad,206,PM2.5,23,3,151,281,838,50,4,50,4,0
Amritsar,166,PM2.5,12,6,92,183,625,33,4,22,1,0
Joao Pessoa,47,PM2.5,19,0,12,22,89,0,0,0,0,0
Huangshi,129,PM2.5,61,9,48,137,1767,15,0,0,0,0
Yiwu,31,PM2.5,19,0,7,19,152,16,3,10,0,0
Saratov,61,PM2.5,18,1,19,25,129,28,0,0,0,0
Quebec City,25,PM2.5,24,0,4,17,124,5,0,0,0,0
Copenhagen,61,PM2.5,13,0,14,17,192,19,14,23,0,0
Yibin,132,PM2.5,21,3,45,71,597,18,0,0,0,0
Konya,82,PM2.5,3,8,23,23,783,25,0,0,0,0
Bucaramanga,41,PM2.5,12,0,8,12,293,11,0,0,0,0
Bucheon,89,PM2.5,28,2,32,56,551,30,0,0,0,0
Dhanbad,178,PM2.5,58,4,142,164,11,36,10,37,8,0
Ipoh,118,PM2.5,44,1,44,62,216,17,0,0,0,0
Weihai,34,PM2.5,38,2,8,15,260,6,0,0,0,0
Winnipeg,60,PM2.5,18,1,14,21,169,5,0,0,0,0
Dallas,53,PM2.5,6,0,13,44,401,30,3,14,0,0
Bogra,149,PM2.5,62,2,51,57,282,2,0,0,0,0
Ganzhou,82,PM2.5,55,5,22,53,702,6,0,0,0,0
Adelaide,46,PM2.5,31,0,9,25,62,21,0,0,0,0
Hai Phong,87,PM2.5,63,13,26,36,260,5,0,0,0,0
Mombasa,37,PM2.5,28,2,10,16,120,2,0,0,0,0
Xinghua,29,O3,37,0,3,13,128,1,0,0,0,0
Taizhong,78,PM2.5,32,2,26,47,311,49,2,16,0,0
Newcastle upon Tyne,32,O3,35,0,5,20,121,5,0,0,0,0
Maceio,42,PM2.5,17,0,8,15,93,0,0,0,0,0
Yangquan,180,PM2.5,28,9,92,140,661,6,1,12,0,0
Thessaloniki,55,PM2.5,21,1,13,18,158,23,0,0,0,0
Suweon,65,PM2.5,44,3,17,33,624,27,0,0,0,0
Xiaogan,136,PM2.5,38,9,53,107,411,43,11,32,0,0
Jiaxing,51,PM2.5,51,3,9,23,366,9,0,0,0,0
Kaifeng,51,PM2.5,51,3,9,23,366,9,0,0,0,0
Heze,147,PM2.5,60,5,48,134,601,13,0,0,0,0
Barcelona-Puerto La Cruz,20,O3,26,1,5,9,131,6,0,0,0,0
Kuerle,108,PM2.5,25,2,33,65,217,8,0,0,0,0
Zhanjiang,63,PM2.5,57,3,16,48,462,6,0,0,0,0
Niigata,34,O3,39,0,5,5,200,3,2,4,0,10
Zunyi,82,PM2.5,46,4,28,37,334,6,0,0,0,0
Eskisehir,82,PM2.5,13,6,24,55,493,51,0,0,0,0
Rizhao,118,PM2.5,45,3,48,112,695,13,0,0,0,0
Cherthala,161,PM2.5,12,7,71,109,1037,29,29,39,0,0
Prague,76,PM2.5,9,0,23,68,405,63,0,25,1,0
Quzhou,79,PM2.5,62,3,20,59,349,9,0,0,0,0
Dongying,113,PM2.5,28,6,41,95,1042,21,0,0,0,0
Qom,65,PM2.5,26,2,19,29,329,7,1,11,1,0
Nanchong,126,PM2.5,14,5,47,90,609,13,0,0,0,0
Fushun Liaoning,126,PM2.5,14,5,47,90,609,13,0,0,0,0
Nottingham,39,PM2.5,28,1,10,17,123,14,3,8,0,0
Antalya,86,PM2.5,15,2,28,37,220,23,0,0,0,0
Tianshui,60,PM2.5,43,4,12,14,351,4,0,0,0,0
Bareilly,180,PM2.5,56,26,117,206,829,32,6,26,5,0
Sofia,61,PM2.5,22,4,22,22,550,16,0,0,0,0
Shiyan,133,PM2.5,47,6,49,135,653,17,0,0,0,0
Xalapa,52,PM2.5,12,0,13,19,415,12,0,0,0,0
Bikaner,143,PM2.5,52,4,44,70,255,5,0,0,0,0
Ad-Dammam,154,PM2.5,27,30,51,123,174,45,0,0,0,0
Port Elizabeth,79,PM2.5,16,2,28,68,100,21,5,6,0,0
Ahvaz,32,O3,32,0,10,10,109,2,0,0,0,0
Frankfurt,39,PM2.5,10,0,10,15,158,18,0,16,0,0
Liuan,40,PM2.5,30,1,11,15,135,12,0,0,0,0
Huaihua,39,O3,37,0,5,9,146,0,0,0,0,0
Nakhon Ratchasima,93,PM2.5,52,1,29,44,440,8,0,0,0,0
Vereeniging,35,PM2.5,20,2,12,22,72,12,2,7,0,0
Yingkou,71,PM2.5,34,7,17,37,403,9,0,0,0,0
Liaocheng,155,PM2.5,49,7,63,105,963,17,0,0,0,0
Fes,27,PM2.5,26,3,7,9,118,3,0,0,0,0
Aligarh,210,PM2.5,31,5,151,279,1118,19,4,29,2,0
Jiaozuo,115,PM2.5,93,6,47,84,373,8,1,9,0,0
Bozhou,105,PM2.5,31,1,33,67,43,11,0,0,0,0
Nellore,139,PM2.5,25,3,49,74,344,27,4,14,1,0
Dublin,44,PM2.5,36,2,6,14,250,5,0,14,0,0
Mysore,107,PM2.5,17,1,38,101,595,37,4,13,1,0
Krakow,75,PM2.5,10,4,20,31,393,12,0,40,1,0
Chelyabinsk,58,PM2.5,28,1,16,31,126,31,0,0,0,0
Moradabad,170,PM2.5,2,11,85,172,623,41,2,21,0,0
Kunshan,71,PM2.5,48,2,21,49,529,12,0,0,0,0
Barquisimeto,32,PM2.5,16,2,8,12,208,6,0,0,0,0
Shaoguan,62,PM2.5,54,3,14,31,346,3,0,0,0,0
Durg-Bhilainagar,105,PM2.5,44,64,48,71,563,24,0,0,0,0
Gorakhpur,230,PM2.5,9,6,189,279,2087,10,2,0,0,0
Amravati,121,PM2.5,41,6,46,77,414,19,9,25,0,0
Zhuzhou,107,PM2.5,53,3,34,67,430,14,0,0,0,0
Jincheng,114,PM2.5,73,3,40,95,182,22,1,4,0,0
Ruian,23,O3,28,0,6,10,151,5,0,0,0,0
Ansan,68,PM2.5,42,4,22,38,504,27,0,0,0,0
Ar-Rayyan,79,PM2.5,54,6,24,81,172,2,0,0,0,0
Chifeng,76,PM2.5,26,6,21,50,438,19,0,0,0,0
Sulaimaniya,96,PM2.5,36,13,35,92,163,23,0,0,0,0
Bhubaneswar,169,PM2.5,83,13,91,142,526,29,0,0,0,0
Pingdingshan Henan,169,PM2.5,83,13,91,142,526,29,0,0,0,0
Cuttack,164,PM2.5,84,15,83,119,547,3,0,0,0,0
Mendoza,55,PM2.5,27,1,16,27,134,20,0,0,0,0
Meishan,87,PM2.5,47,2,28,58,237,29,2,10,0,0
Zhumadian,156,PM2.5,71,5,62,140,685,10,0,0,0,0
Zigong,128,PM2.5,30,3,46,87,431,12,0,0,0,0
Tiruchirappalli,73,PM2.5,26,3,22,31,279,13,3,8,1,0
Gaomi,91,PM2.5,44,3,27,57,356,12,0,0,0,0
Merida,35,PM2.5,29,2,9,15,182,5,0,0,0,0
Benxi,28,O3,28,0,3,3,130,1,0,0,0,0
Nanyang Henan,95,PM2.5,27,2,40,104,283,46,23,34,0,0
Chandigarh,159,PM2.5,31,5,70,138,818,40,30,24,15,0
Jinzhou,35,PM2.5,22,0,9,30,133,11,2,9,0,0
Islamabad,153,PM2.5,86,12,68,99,777,8,0,0,0,0
Samara,61,PM2.5,20,1,18,32,130,17,0,0,0,0
Amsterdam,55,PM2.5,4,1,15,22,250,35,0,0,0,0
Da Nang,111,PM2.5,58,3,39,90,258,29,0,0,0,0
Sheffield,30,O3,32,1,5,5,123,6,0,2,0,0
Haifa,63,PM2.5,46,2,15,22,418,13,1,16,1,0
Guilin,91,PM2.5,59,4,27,56,294,6,0,0,0,0
Zanzibar,30,O3,0,0,0,0,0,0,0,0,0,0
Zaragoza,21,O3,28,1,3,5,119,4,0,5,0,0
Malegaon,153,PM2.5,42,3,59,77,659,24,4,17,2,0
Shaoyang,122,PM2.5,65,6,37,71,411,7,0,0,0,0
Mexicali,152,PM2.5,6,0,52,81,564,21,6,27,0,0
Kayamkulam,135,PM2.5,13,2,50,118,969,21,7,27,1,0
Jiamusi,97,PM2.5,31,3,35,38,603,13,0,0,0,0
Mangalore,156,PM2.5,10,2,71,79,349,54,4,71,1,0
Ufa,65,PM2.5,25,1,19,29,127,33,0,0,0,0
Okayama,42,PM2.5,33,2,10,37,294,35,1,5,0,34
Rostov-on-Don,79,PM2.5,18,1,25,27,158,23,0,0,0,0
Ribeirao Preto,24,PM2.5,18,0,4,10,112,5,0,0,1,0
Xianyang Shaanxi,24,PM2.5,18,0,4,10,112,5,0,0,1,0
Hubli-Dharwad,151,PM2.5,27,2,57,82,234,20,10,30,0,0
Bunia,15,PM2.5,14,0,3,5,79,0,0,0,0,0
Guwahati,179,PM2.5,7,7,116,198,707,13,12,13,0,0
Lviv,15,PM2.5,14,0,3,5,79,0,0,0,0,0
Tongliao,111,PM2.5,33,14,41,66,698,17,0,0,0,0
Cheongju,71,PM2.5,43,3,20,32,314,12,0,0,0,0
Sialkot,167,PM2.5,45,9,95,177,701,7,4,22,1,0
Maturin,39,PM2.5,16,0,10,15,116,1,0,0,0,0
Bandar Lampung,174,PM2.5,31,9,88,138,649,6,1,12,0,0
Buffalo City,81,PM2.5,0,0,29,61,0,35,3,5,0,0
Yanji,56,PM2.5,35,3,7,18,293,4,0,0,0,0
Tongling,112,PM2.5,49,2,39,65,286,16,2,13,0,0
Tasikmalaya,64,PM2.5,15,0,18,44,117,18,0,0,0,0
Wuzhou,105,PM2.5,43,5,36,62,699,19,0,0,0,0
Oaxaca de Juarez,55,PM2.5,29,0,16,17,176,11,0,0,0,0
Xinxiang,170,PM2.5,53,8,90,141,704,22,0,0,0,0
Sargodha,192,PM2.5,87,13,125,182,813,3,0,0,0,0
Bhavnagar,165,PM2.5,45,4,67,124,515,19,7,22,2,0
Gold Coast,46,PM2.5,26,1,11,26,75,22,0,0,0,0
Saharanpur,194,PM2.5,8,4,139,282,910,21,3,12,15,0
Yan'an,112,PM2.5,8,6,44,111,1022,41,0,0,0,0
Nanded Waghala,161,PM2.5,1,11,76,76,402,4,11,15,1,0
Goyang,64,PM2.5,34,3,18,36,554,25,0,0,0,0
Tbilisi,56,PM2.5,29,0,11,17,249,4,0,0,0,0
Chihuahua,18,O3,16,0,3,4,160,5,0,0,0,0
Panjin,50,PM2.5,7,1,12,29,143,15,0,4,0,0
Jalandhar,161,PM2.5,39,5,85,146,1101,24,7,28,2,0
Wenling,70,PM2.5,53,2,21,50,256,6,0,0,0,0
Fuyang,111,PM2.5,67,5,37,109,631,9,0,0,0,0
Dengzhou,157,PM2.5,64,6,77,138,760,14,0,0,0,0
The Hague,55,PM2.5,6,1,15,24,223,30,17,0,2,0
Diyarbakir,120,PM2.5,3,2,45,70,832,19,0,0,0,0
Yuncheng,169,PM2.5,60,6,103,139,580,14,0,0,0,0
Bazhong,122,PM2.5,4,2,42,89,949,21,0,0,0,0
Tolyatti,64,PM2.5,20,1,19,26,127,17,0,0,0,0
Salta,16,PM2.5,10,0,4,6,150,3,0,0,0,0
Ma'anshan,20,O3,24,0,3,8,67,0,0,0,0,0
Zhaoqing,20,O3,24,0,3,8,67,0,0,0,0,0
Merca,116,PM2.5,39,62,45,152,155,43,0,0,0,0
Bali,70,PM2.5,22,0,23,49,150,21,0,0,0,0
Antwerp,34,PM2.5,0,1,9,17,205,14,17,0,0,0
Kermanshah,34,PM2.5,0,1,9,17,205,14,17,0,0,0
Taif,115,PM2.5,52,2,35,95,109,15,0,0,0,0
Yuxi,52,PM2.5,27,3,7,11,462,6,0,0,0,0
Bien Hoa,70,PM2.5,11,11,16,39,632,21,0,0,0,0
Johor Bahru,139,PM2.5,46,4,47,76,306,41,0,0,0,0
Solapur,147,PM2.5,35,4,51,120,271,23,4,14,1,0
Samarinda,79,PM2.5,24,1,24,39,178,16,0,0,0,0
Teresina,68,PM2.5,22,0,23,39,190,10,0,0,0,0
Kurnool,151,PM2.5,14,3,58,123,316,15,0,22,0,0
El Paso,60,PM2.5,6,1,14,55,800,42,27,59,0,0
Buraydah,104,PM2.5,60,6,34,96,166,33,0,0,0,0
Aracaju,61,PM2.5,15,1,17,28,105,11,0,0,0,0
Zagreb,83,PM2.5,11,5,26,30,352,30,0,0,2,0
Pontianak,36,PM2.5,30,0,9,13,164,1,0,0,0,0
Dezhou,163,PM2.5,46,10,90,139,1101,26,0,0,0,0
Marrakech,28,O3,31,1,5,8,115,2,0,0,0,0
Tampico,24,O3,24,2,6,9,138,1,0,0,0,0
Huzhou,42,PM10,48,1,9,46,412,13,0,0,0,0
Liege,24,PM2.5,8,0,7,11,176,11,5,2,1,0
Taicang,70,PM2.5,25,1,22,47,222,32,3,13,0,0
Rotterdam,58,PM2.5,7,1,17,20,198,29,11,0,1,0
Nashville,83,PM2.5,20,1,26,54,208,18,0,0,0,0
Genoa,81,PM2.5,25,1,25,29,185,24,0,0,0,0
Ezhou,81,PM2.5,25,1,25,29,185,24,0,0,0,0
Austin,67,PM2.5,6,0,21,32,500,34,8,24,0,0
Santiago,56,PM2.5,5,2,13,30,170,41,0,0,0,0
Mar Del Plata,16,PM2.5,19,0,4,6,66,0,0,0,0,0
Odesa,82,PM2.5,25,2,28,37,152,24,0,0,0,0
Zhoukou,127,PM2.5,67,6,42,79,694,10,0,0,0,0
Volgograd,51,PM2.5,15,2,14,25,163,11,0,0,0,0
Lodz,71,PM2.5,1,1,25,26,382,18,0,19,1,0
Goma,172,PM2.5,48,8,88,104,407,2,0,4,0,0
San Miguel de Tucuman,40,PM2.5,16,2,10,17,100,8,0,0,0,0
Padang,78,PM2.5,33,1,28,54,142,15,0,0,0,0
Cebu City,73,PM2.5,32,1,23,34,102,24,0,0,0,0
Las Vegas,62,PM2.5,7,2,14,59,445,39,120,0,0,0
Acapulco de Juarez,68,O3,50,4,12,18,182,5,0,0,0,0
Tabuk,123,PM2.5,35,2,44,79,112,23,0,0,0,0
Valparaiso,64,PM2.5,15,3,17,23,398,12,0,0,0,0
Ankang,120,PM2.5,54,4,43,92,508,10,0,0,0,0
General Santos City,69,PM2.5,28,0,32,32,108,5,0,0,0,0
Renqiu,151,PM2.5,52,2,57,97,299,45,2,15,0,0
Warangal,122,PM2.5,44,3,39,67,363,8,24,43,2,0
Manama,152,PM2.5,17,51,63,132,210,52,0,0,0,0
Loudi,32,PM2.5,23,0,6,18,153,12,2,7,0,0
Cancun,38,O3,42,0,8,15,98,0,0,0,0,0
Xintai,35,PM2.5,24,0,9,18,141,16,2,7,0,0
Qinzhou,92,PM2.5,64,5,29,58,517,7,0,0,0,0
Jixi Heilongjiang,70,PM2.5,31,2,19,26,309,13,0,0,0,0
Macao,78,PM2.5,88,4,27,56,384,14,0,0,0,0
Morelia,62,PM2.5,20,26,17,30,1015,19,0,0,0,0
Dnipro,60,PM2.5,29,1,15,27,163,26,0,0,0,0
Tongxiang,54,PM2.5,29,1,13,15,201,13,2,10,0,0
Longhai,93,PM2.5,58,5,28,50,472,7,0,0,0,0
Puyang,32,PM2.5,23,1,8,12,100,3,0,0,0,0
Hezhou,36,PM2.5,28,0,8,34,120,10,0,0,0,0
Jhansi,166,PM2.5,54,8,87,145,412,20,1,6,0,0
Neijiang,131,PM2.5,35,2,49,51,349,11,0,0,0,0
