city,AQI,dominant pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
Hà Nội,80,PM2.5,13,5,26,65,630,56,0,0,0,0
Nam Định,58,PM2.5,16,7,15,38,445,21,0,0,0,0
Bắc Giang,57,PM2.5,23,3,15,36,471,12,0,0,0,0
New York,21,O3,23,0,5,22,117,11,4,11,0,0
England,62,PM2.5,1,2,19,28,1330,27,128,158,0,0
