city,AQI,dominant pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
Istanbul,96,PM2.5,4,4,34,64,2133,44,0,0,0,0
Buenos Aires,55,PM2.5,22,5,15,27,108,25,0,0,0,0
Kolkata,177,PM2.5,29,8,98,231,995,41,10,46,14,0
Manila,62,PM2.5,15,0,17,40,181,36,0,0,0,0
Tianjin,101,PM2.5,4,3,36,96,700,52,0,0,0,0
Guangzhou,79,PM2.5,23,3,28,65,635,24,0,0,0,0
