city,AQI,dominant pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
Ranchi,167,PM2.5,17,15,84,110,258,10,0,45,0,0
Kathmandu,157,PM2.5,5,2,67,215,1081,11,3,20,3,0
Antipolo,53,PM2.5,13,0,17,47,206,29,0,0,0,0
Jabalpur,166,PM2.5,7,4,90,174,734,28,2,30,0,0
Bergamo,77,PM2.5,1,1,23,25,761,33,0,9,2,0
Donetsk,77,PM2.5,1,1,23,25,761,33,0,9,2,0
Tianmen,18,PM2.5,14,0,4,5,175,18,2,19,1,0
Zhangjiakou,50,PM2.5,29,3,11,29,428,4,0,0,0,0
Huainan,55,PM2.5,19,0,13,45,363,25,11,33,0,0
Asansol,182,PM2.5,35,3,110,183,402,17,11,45,7,0
Londrina,56,PM2.5,32,0,17,24,146,18,0,0,0,0
Chaozhou,142,PM2.5,9,1,57,82,319,21,1,10,0,0
Leiyang,40,PM2.5,20,1,12,30,356,16,1,16,0,0
Malang,66,PM2.5,12,0,18,31,210,23,0,0,0,0
La Plata,64,PM2.5,22,0,20,32,114,21,0,0,0,0
Kota,161,PM2.5,3,4,67,98,678,18,12,28,2,0
Concepcion,33,PM10,10,2,7,39,290,2,0,0,0,0
Hengshui,160,PM2.5,5,5,72,129,817,39,0,0,0,0
Linfen,160,PM2.5,5,5,72,129,817,39,0,0,0,0
Xinyu,52,PM2.5,32,1,13,33,121,39,1,11,0,0
Sylhet,153,PM2.5,9,4,61,124,672,7,5,11,1,0
Dandong,80,PM2.5,5,11,31,52,1510,21,0,0,0,0
San Diego,41,PM10,50,0,10,54,118,13,1,3,0,0
Indianapolis,64,PM2.5,11,0,18,41,276,18,0,0,0,0
Kharkiv,91,PM2.5,15,6,27,33,252,20,0,0,0,0
Deyang,129,PM2.5,1,2,48,88,695,27,0,0,0,0
Hermosillo,39,O3,36,0,3,5,105,3,0,0,0,0
San Jose,45,PM2.5,34,0,10,19,287,16,2,10,0,0
Chon Buri,84,PM2.5,30,3,17,25,493,8,0,0,0,0
San Francisco,71,PM2.5,34,1,25,50,315,22,3,12,0,0
Allahabad,196,PM2.5,2,6,147,229,1934,43,48,81,74,0
Trujillo,39,PM2.5,26,1,9,15,92,2,0,0,0,0
Guntur,140,PM2.5,6,4,47,83,590,8,1,9,4,0
Jiangyin,152,PM2.5,1,4,67,125,1182,28,0,0,0,0
Bhiwandi,158,PM2.5,10,5,74,151,667,33,21,37,3,0
Gwalior,126,PM2.5,11,3,40,43,474,2,1,2,0,0
Ottawa,71,PM2.5,2,1,20,48,333,28,0,0,0,0
Liaoyang,103,PM2.5,3,8,39,83,1162,25,0,0,0,0
Bahawalpur,169,PM2.5,21,6,103,151,681,8,0,0,0,0
Zurich,68,PM2.5,1,0,19,22,202,13,3,8,0,0
Changzhi,117,PM2.5,3,5,42,117,1223,19,0,0,0,0
Belgrade,87,PM2.5,13,13,29,33,404,12,0,0,0,0
Tyumen,61,PM2.5,31,2,17,35,131,26,0,0,0,0
Soshanguve,31,O3,26,4,1,12,542,3,1,5,0,0
Tuxtla Gutierrez,58,PM2.5,34,1,17,31,168,11,0,0,0,0
Amritsar,166,PM2.5,24,8,83,189,524,20,5,30,1,0
Baishan,78,PM2.5,26,1,20,42,94,33,1,5,0,0
Joao Pessoa,41,PM2.5,18,0,10,18,100,0,0,0,0,0
Liling,78,PM2.5,26,1,20,42,94,33,1,5,0,0
Tainan,101,PM2.5,12,2,35,70,268,46,0,14,0,0
Yiwu,57,PM2.5,22,0,14,48,325,36,6,23,0,0
Puducherry,33,PM2.5,14,1,4,4,341,2,1,3,1,0
Culiacan,31,O3,33,0,3,6,115,3,0,0,0,0
Changde,118,PM2.5,11,14,45,62,434,11,0,0,0,0
Fuxin,73,PM2.5,3,4,20,46,526,26,0,0,0,0
Palermo,23,PM2.5,26,1,5,6,430,20,0,0,2,0
Shangqiu,226,PM2.5,7,5,181,181,638,31,0,0,0,0
Queretaro,65,PM2.5,56,7,20,54,1103,28,0,0,0,0
Xingtai,110,PM2.5,8,2,43,92,346,29,2,17,0,0
Taian Shandong,76,PM2.5,36,2,24,44,163,36,2,12,0,0
Hufuf-Mubarraz,74,PM2.5,20,28,21,46,207,22,0,0,0,0
Copenhagen,56,PM2.5,18,0,18,33,219,20,29,25,0,0
Konya,115,PM2.5,17,2,49,49,379,9,0,0,0,0
Bucaramanga,36,PM2.5,18,0,10,15,282,12,0,0,0,0
Dhanbad,184,PM2.5,8,5,109,109,12,1,0,46,0,0
Weihai,57,PM2.5,20,2,15,46,521,12,0,0,0,0
Firozabad,187,PM2.5,0,3,109,169,1309,32,7,47,4,0
Dallas,44,PM2.5,29,0,10,30,101,14,0,4,0,0
Ganzhou,57,PM2.5,0,2,14,49,616,15,0,0,0,0
Adelaide,56,PM2.5,25,0,18,32,61,35,0,0,0,0
Huangshi,126,PM2.5,3,5,47,81,1988,24,0,0,0,0
Hai Phong,130,PM2.5,5,15,37,56,694,22,0,0,0,0
Mombasa,50,PM2.5,17,2,13,24,101,2,0,0,0,0
Saratov,57,PM2.5,17,1,18,21,128,11,0,0,0,0
Taizhong,79,PM2.5,18,1,23,49,228,44,0,12,0,0
Maceio,54,PM2.5,18,0,15,54,94,10,0,0,0,0
Valencia,64,PM2.5,6,1,18,23,220,40,12,41,1,0
Luzhou,137,PM2.5,2,10,53,109,738,25,0,0,0,0
Quebec City,66,PM2.5,8,3,20,44,361,37,0,0,0,0
Yibin,143,PM2.5,3,4,54,101,754,21,0,0,0,0
Suweon,46,PM2.5,23,3,12,28,695,49,0,0,0,0
Bucheon,57,PM2.5,16,2,17,27,575,42,0,0,0,0
Samut Prakan,161,PM2.5,12,10,78,108,1344,45,0,0,0,0
Ipoh,81,PM2.5,6,0,41,54,502,14,0,0,0,0
Joinville,55,PM2.5,19,0,13,26,85,11,0,0,0,0
Winnipeg,52,PM2.5,35,0,13,28,145,14,0,0,0,0
Jiaxing,115,PM2.5,2,4,39,109,1076,35,0,0,0,0
Bogra,164,PM2.5,10,1,84,89,466,14,0,0,0,0
Kaifeng,153,PM2.5,2,4,66,142,732,34,0,0,0,0
Helsinki,62,PM2.5,16,1,16,22,181,21,0,0,0,0
Porto,93,PM2.5,4,2,36,42,289,24,0,0,0,0
Zhanjiang,127,PM2.5,24,17,47,78,707,12,0,0,0,0
Zunyi,104,PM2.5,11,5,36,45,551,11,0,0,0,0
Xinyang,98,PM2.5,3,6,28,49,461,20,0,0,0,0
Rizhao,134,PM2.5,2,3,48,117,1134,24,0,0,0,0
Xinghua,21,O3,22,0,2,3,609,13,16,32,1,0
Newcastle upon Tyne,36,PM2.5,31,0,12,16,124,18,1,8,0,0
Yangquan,218,PM2.5,2,9,158,158,824,12,1,14,0,0
Prague,116,PM2.5,4,1,39,55,455,27,20,31,0,0
Thessaloniki,70,PM2.5,9,1,25,37,148,17,0,0,0,0
Dongying,158,PM2.5,3,10,65,129,1411,43,0,0,0,0
Yongzhou,74,PM2.5,12,10,14,40,189,44,0,0,0,0
Qom,72,PM2.5,23,1,20,39,551,8,3,11,1,0
