city,AQI,dominant pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
Tokyo,54,PM2.5,26,1,14,37,202,46,5,19,0,96
Delhi,281,PM2.5,4,8,239,352,3964,34,106,125,14,0
Shanghai,113,PM2.5,13,4,45,93,799,31,0,0,0,0
Cucuta,59,PM2.5,14,1,14,20,527,21,0,0,0,0
Sao Paulo,69,PM2.5,31,0,22,46,262,39,0,0,1,0
Mexico City,115,PM2.5,1,3,44,63,3362,79,0,0,0,0
Nice,47,PM2.5,22,0,11,18,153,12,0,0,0,0
Dhaka,180,PM2.5,8,8,98,125,563,7,1,7,0,0
Dehradun,164,PM2.5,16,3,89,190,962,16,12,19,19,0
Cairo,117,PM2.5,3,50,30,44,536,28,0,0,0,0
Seongnam,51,PM2.5,28,3,15,29,634,35,0,0,0,0
Beijing,103,PM2.5,6,1,34,81,878,51,0,0,0,0
Fort Worth,37,PM10,38,1,9,39,393,23,4,17,0,0
Mumbai,151,PM2.5,8,7,67,130,775,37,7,43,3,0
Agadir,42,PM2.5,31,1,10,17,96,3,0,0,0,0
Osaka,26,O3,26,0,5,26,223,12,2,13,0,0
Mudanjiang,78,PM2.5,15,1,26,61,954,17,0,0,0,0
Karachi,83,PM2.5,34,6,29,65,481,13,0,0,0,0
Chongqing,122,PM2.5,2,4,46,123,833,25,0,0,0,0
Istanbul,84,PM2.5,7,4,26,62,1844,23,0,0,0,0
Buenos Aires,55,PM2.5,6,5,13,23,177,26,0,0,0,0
Kolkata,188,PM2.5,29,6,136,236,750,30,8,61,9,0
Guiping,67,PM2.5,27,4,20,48,506,9,0,0,0,0
Jiujiang,65,PM2.5,17,4,17,48,692,17,0,0,0,0
Southampton,29,O3,31,0,3,5,205,4,4,18,0,0
Laiwu,122,PM2.5,13,9,42,140,1266,26,0,0,0,0
Arequipa,31,O3,22,1,7,13,195,12,0,0,0,0
Manila,64,PM2.5,32,0,20,44,165,26,0,0,0,0
Ciudad Guayana,12,PM2.5,9,0,3,5,118,3,0,0,0,0
Tianjin,147,PM2.5,6,5,55,160,1067,48,0,0,0,0
Zamboanga City,68,PM2.5,35,0,21,31,105,10,0,0,0,0
Guangzhou,78,PM2.5,27,3,24,69,545,19,0,0,0,0
Veracruz,51,PM2.5,27,2,13,24,227,9,0,0,0,0
Rio de Janeiro,76,PM2.5,12,9,25,42,1560,71,0,0,0,0
Jacksonville,65,PM2.5,15,1,21,48,700,36,0,0,0,0
Lahore,162,PM2.5,13,3,80,166,689,14,4,24,1,0
Bangalore,115,PM2.5,7,4,48,123,342,43,9,27,0,0
Moscow,63,PM2.5,3,1,18,19,292,33,23,0,0,0
Zhucheng,77,PM2.5,31,2,24,59,140,24,3,8,0,0
Shenzhen,70,PM2.5,20,3,23,65,375,19,0,0,0,0
Pathum Thani,87,PM2.5,4,2,23,68,696,51,0,0,0,0
Chennai,101,PM2.5,7,5,38,55,808,19,4,8,6,0
Rajshahi,168,PM2.5,42,3,88,130,453,7,7,26,0,0
Chengde,57,PM2.5,27,2,16,53,208,36,15,22,0,0
Bogota,27,PM2.5,26,0,7,25,273,22,14,33,0,0
Paris,88,PM2.5,9,1,30,50,211,28,0,0,0,0
Jakarta,68,PM2.5,43,6,19,65,792,52,0,0,0,0
Guigang,94,PM2.5,28,3,32,65,266,26,5,13,0,0
Lima,52,PM2.5,4,5,10,17,192,17,0,0,0,0
Bangkok,82,PM2.5,13,1,26,54,949,44,0,0,0,0
Reynosa,52,PM2.5,34,1,13,24,160,18,0,0,0,0
Hyderabad,141,PM2.5,6,2,55,143,639,33,12,27,2,0
Seoul,141,PM2.5,6,2,55,143,639,33,12,27,2,0
Bengbu,78,PM2.5,21,6,28,85,262,19,0,0,0,0
Columbus,62,PM2.5,19,1,18,44,499,43,0,0,0,0
Nagoya,55,PM2.5,24,1,15,42,192,46,8,22,0,88
Villahermosa,66,PM2.5,22,6,18,28,156,3,0,0,0,0
London,78,PM2.5,3,2,28,32,1333,33,87,111,0,0
Yangjiang,43,PM2.5,34,2,9,31,199,7,7,14,0,0
Chengdu,119,PM2.5,9,5,45,72,701,24,0,0,0,0
Charlotte,48,PM2.5,1,1,13,43,826,43,15,52,0,0
Ulsan,40,O3,58,1,9,18,364,9,1,5,0,0
Nanjing,115,PM2.5,11,7,42,141,1354,55,0,0,0,0
Oran,29,O3,30,0,3,5,186,7,5,16,0,0
Ho Chi Minh City,136,PM2.5,59,8,52,67,441,46,0,0,0,0
West Rand,54,PM2.5,3,1,12,12,228,9,9,16,0,0
Wuhan,125,PM2.5,11,4,48,95,787,62,0,0,0,0
Campo Grande,37,PM2.5,22,1,9,14,146,4,0,0,0,0
Liverpool,26,PM2.5,27,0,3,5,128,2,0,3,0,0
Antipolo,57,PM2.5,24,1,16,46,123,23,0,0,0,0
Xi-an Shaanxi,151,PM2.5,9,2,50,119,861,19,172,37,28,0
Zhangzhou,105,PM2.5,11,2,38,61,490,14,3,9,0,0
Bergamo,72,PM2.5,1,0,20,22,614,22,0,3,1,0
Ahmedabad,162,PM2.5,3,9,95,257,744,39,15,20,2,0
Donetsk,64,PM2.5,14,7,17,20,295,8,0,0,0,0
Tianmen,32,O3,34,0,6,6,175,3,1,3,1,0
New York City,31,PM2.5,27,0,6,32,126,15,4,14,0,0
Kuala Lumpur,92,PM2.5,51,5,33,63,416,34,0,0,0,0
Hangzhou,60,PM2.5,3,3,17,65,1009,18,0,0,0,0
Londrina,63,PM2.5,27,1,19,30,267,27,0,0,0,0
Hong Kong,70,PM2.5,16,5,21,52,541,31,0,0,0,0
Leiyang,26,O3,24,0,5,9,277,9,2,12,0,0
Surat,183,PM2.5,17,76,134,176,1473,23,12,32,9,0
Malang,65,PM2.5,28,0,19,59,186,27,0,0,0,0
Dongguan,66,PM2.5,30,4,22,56,506,15,0,0,0,0
La Plata,61,PM2.5,15,1,19,28,106,19,0,0,0,0
Suzhou,68,PM2.5,29,1,21,42,156,36,0,0,0,0
Concepcion,29,PM2.5,12,1,8,20,547,5,0,0,0,0
Foshan,75,PM2.5,27,3,22,73,436,23,0,0,0,0
Hengshui,126,PM2.5,8,7,44,104,725,25,0,0,0,0
Riyadh,100,PM2.5,12,14,35,120,210,32,0,0,0,0
Linfen,132,PM2.5,4,6,44,123,1385,24,0,0,0,0
Shenyang,110,PM2.5,7,31,42,62,1191,29,0,0,0,0
Xinyu,67,PM2.5,21,2,21,63,139,42,13,23,0,0
Sylhet,83,PM2.5,12,6,28,39,120,2,1,3,0,0
Dandong,102,PM2.5,11,13,35,57,1175,19,0,0,0,0
Indianapolis,60,PM2.5,15,0,18,42,299,43,0,0,0,0
Santiago,63,PM2.5,15,2,17,55,445,46,0,0,0,0
Pune,160,PM2.5,5,3,87,138,1611,32,9,25,3,0
Deyang,112,PM2.5,3,3,44,107,863,30,0,0,0,0
Madrid,64,PM2.5,20,1,19,19,219,21,2,13,0,0
Hermosillo,41,O3,36,1,9,16,144,4,0,0,0,0
Haerbin,64,PM2.5,20,1,19,19,219,21,2,13,0,0
San Francisco,43,PM2.5,18,1,11,32,344,31,2,17,0,0
Trujillo,35,PM2.5,20,1,8,13,109,4,0,0,0,0
Toronto,45,PM10,19,3,11,54,333,29,5,17,0,0
Belo Horizonte,109,PM2.5,10,4,37,51,918,42,0,0,0,0
Singapore,78,PM2.5,27,19,25,61,377,41,0,0,0,0
Guntur,32,PM2.5,2,4,8,28,738,7,5,12,2,0
Jiangyin,120,PM2.5,12,9,45,94,1174,26,0,0,0,0
Bhiwandi,120,PM2.5,12,9,45,94,1174,26,0,0,0,0
Johannesburg,90,PM2.5,9,3,34,56,560,38,21,43,0,0
Dalian,36,PM2.5,24,1,8,24,359,17,1,10,0,0
Qingdao,124,PM2.5,3,6,47,118,1364,34,0,0,0,0
Liaoyang,90,PM2.5,17,8,30,65,1067,19,0,0,0,0
Barcelona,64,PM2.5,21,0,17,24,175,28,3,18,1,0
Bahawalpur,155,PM2.5,19,5,70,103,330,5,0,0,0,0
Fukuoka,59,PM2.5,27,0,16,50,300,48,27,45,0,167
Changzhi,124,PM2.5,8,6,45,123,1223,21,0,0,0,0
Ji-nan Shandong,107,PM2.5,23,5,40,99,604,36,0,0,0,0
Tyumen,54,PM2.5,33,1,14,35,120,28,0,0,0,0
Soshanguve,42,PM2.5,12,1,14,45,711,17,3,19,2,0
Zhengzhou,143,PM2.5,20,6,54,151,360,37,0,0,0,0
Tuxtla Gutierrez,55,PM2.5,29,1,15,28,184,14,0,0,0,0
Saint Petersburg,62,PM2.5,26,1,15,19,153,17,0,0,0,0
Alexandria,91,PM2.5,13,52,34,53,332,20,0,0,0,0
Baishan,78,PM2.5,27,2,23,68,126,30,3,8,0,0
Guadalajara,83,PM2.5,25,6,28,41,469,30,0,0,0,0
Liling,105,PM2.5,7,6,41,80,1209,17,0,0,0,0
Tainan,95,PM2.5,32,3,33,81,313,47,6,15,0,0
Ankara,81,PM2.5,17,4,27,46,186,27,0,0,0,0
Chittagong,109,PM2.5,38,2,40,60,289,4,1,4,1,0
Puducherry,63,PM2.5,6,4,21,45,611,13,7,16,0,0
Culiacan,30,O3,28,0,5,8,162,5,0,0,0,0
Melbourne,44,PM2.5,31,1,11,23,282,20,0,0,0,0
Changde,87,PM2.5,11,3,29,53,437,15,0,0,0,0
Addis Ababa,58,PM2.5,26,2,17,38,2004,3,0,0,0,0
Fuxin,90,PM2.5,9,12,30,98,1160,26,0,0,0,0
Sydney,53,PM2.5,12,2,11,58,75,27,0,0,0,0
Palermo,25,O3,30,1,4,9,624,24,0,0,1,0
Monterrey,59,PM2.5,18,6,15,27,550,33,0,0,0,0
Shangqiu,123,PM2.5,20,6,45,95,566,15,0,0,0,0
Nairobi,80,PM2.5,27,2,29,42,624,6,0,0,0,0
Xingtai,113,PM2.5,51,6,45,104,343,19,6,18,0,0
Hanoi,86,PM2.5,28,5,30,63,316,40,0,0,0,0
Hufuf-Mubarraz,98,PM2.5,35,13,36,74,172,10,0,0,0,0
Brasilia,68,PM2.5,12,1,19,24,377,27,0,0,0,0
Firozabad,187,PM2.5,5,4,141,216,947,26,44,103,4,0
Cape Town,69,PM2.5,2,2,22,39,604,10,0,1,0,0
Jiddah,105,SO2,7,87,34,69,230,48,0,0,0,0
Changsha,108,PM2.5,6,4,41,90,842,25,0,0,0,0
Kunming,56,PM2.5,10,3,16,33,656,14,0,0,0,0
Urumqi,90,PM2.5,22,3,31,111,808,20,0,0,0,0
Saratov,28,O3,32,1,6,12,127,10,0,0,0,0
Changchun,58,PM2.5,18,5,18,26,500,12,0,0,0,0
Xinbei,71,PM2.5,24,2,22,61,102,43,7,14,0,0
Shantou,66,PM2.5,29,5,20,49,283,10,0,0,0,0
Valencia,71,PM2.5,6,1,23,24,215,25,4,19,1,0
Hefei,107,PM2.5,7,3,36,123,625,56,0,0,0,0
Luzhou,90,PM2.5,4,3,35,45,558,14,0,0,0,0
Quebec City,36,PM2.5,26,1,9,21,149,14,0,0,0,0
Yibin,102,PM2.5,5,7,41,69,531,18,0,0,0,0
Rome,68,PM2.5,18,0,18,25,219,15,5,13,1,0
Ningbo,82,PM2.5,7,10,28,83,615,23,0,0,0,0
Bucheon,66,PM2.5,33,2,24,37,511,23,0,0,0,0
Tel Aviv,84,PM2.5,2,1,28,61,515,27,15,40,2,0
Ipoh,108,PM2.5,34,1,39,68,165,11,0,0,0,0
Montreal,49,PM2.5,21,0,12,25,197,15,1,4,0,0
Winnipeg,55,PM2.5,19,1,13,28,162,14,0,0,0,0
Bogra,166,PM2.5,48,5,87,122,473,5,0,0,0,0
Shijiazhuang,142,PM2.5,5,5,53,128,1250,62,0,0,0,0
