city,AQI,dominant pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
Recife,49,PM2.5,18,1,10,18,89,1,0,0,0,0
Xinyang,77,PM2.5,38,4,24,51,297,10,0,0,0,0
Xinghua,26,PM2.5,21,0,7,8,183,5,3,9,0,0
Fortaleza,65,PM2.5,17,0,18,38,84,9,0,0,0,0
Newcastle upon Tyne,20,O3,28,0,3,10,136,6,1,7,0,0
Yangquan,179,PM2.5,5,8,98,126,552,5,1,7,0,0
Medellin,91,PM2.5,14,1,33,48,302,29,0,0,0,0
Thessaloniki,85,PM2.5,5,2,26,30,192,13,0,0,2,0
Jaipur,116,PM2.5,3,2,47,107,922,35,51,80,2,0
Yongzhou,72,PM2.5,26,22,22,69,313,45,0,0,0,0
Bologna,103,PM2.5,7,0,37,38,383,25,2,16,1,0
Los Angeles,50,NO2,28,0,11,54,372,54,1,25,0,0
Taiyuan Shanxi,72,PM2.5,39,2,20,43,175,21,6,13,0,0
Nanning,59,PM2.5,21,3,17,42,431,14,0,0,0,0
Xiaogan,117,PM2.5,35,5,48,98,558,64,28,43,0,0
Ekurhuleni,79,PM2.5,5,8,30,77,1183,40,48,70,1,0
Heze,129,PM2.5,15,5,48,138,709,22,0,0,0,0
Salvador,57,PM2.5,17,1,16,34,118,17,0,0,0,0
Barcelona-Puerto La Cruz,27,O3,21,0,4,6,175,16,1,17,1,0
Casablanca,46,PM2.5,27,3,12,22,130,6,0,0,0,0
Kuerle,79,PM2.5,23,3,26,61,241,10,0,0,0,0
Xiamen,64,PM2.5,71,8,20,29,505,17,0,0,0,0
Niigata,35,O3,37,0,5,5,300,7,3,9,0,2
Lucknow,238,PM2.5,11,3,199,295,1764,67,76,131,4,0
Eskisehir,139,PM2.5,14,5,46,46,345,22,0,0,0,0
Fuzhou Fujian,78,PM2.5,24,2,24,84,72,42,6,12,0,0
Cherthala,161,PM2.5,4,6,87,130,983,26,33,47,0,0
Changzhou,120,PM2.5,24,6,35,109,698,40,0,0,0,0
Quzhou,103,PM2.5,9,9,44,97,610,18,0,0,0,0
Kozhikode,89,PM2.5,4,2,38,94,422,15,50,51,0,0
Zhuji,42,PM2.5,28,0,9,13,246,29,15,34,0,0
Curitiba,57,PM2.5,30,1,13,22,103,7,0,0,0,0
Sorocaba,61,PM2.5,25,0,13,26,408,8,0,0,1,0
Wenzhou,37,PM2.5,28,0,8,11,245,25,15,33,0,0
Haicheng,73,PM2.5,25,8,15,45,970,14,0,0,0,0
Nanchang,104,PM2.5,3,10,40,128,536,47,0,0,0,0
Nottingham,47,PM2.5,19,1,13,21,219,13,2,9,0,0
Malappuram,64,PM2.5,7,2,20,43,409,7,31,43,0,0
Tianshui,93,PM2.5,12,5,32,69,875,20,0,0,0,0
Berlin,83,PM2.5,6,1,28,31,225,18,2,17,1,0
Huludao,66,PM2.5,21,1,17,33,499,9,2,11,1,0
Xalapa,34,PM2.5,17,0,9,13,250,7,0,0,0,0
Bikaner,34,PM2.5,17,0,9,13,250,7,0,0,0,0
Frankfurt,53,PM2.5,1,0,11,21,246,17,8,17,1,0
Huaihua,36,O3,34,0,8,13,150,0,0,0,0,0
Nakhon Ratchasima,54,PM2.5,33,1,13,20,420,10,0,0,0,0
Vereeniging,14,O3,8,1,4,8,125,10,5,15,0,0
Liaocheng,121,PM2.5,19,9,38,139,611,19,0,0,0,0
Seattle,50,PM2.5,7,0,11,29,477,33,9,29,0,0
Tangshan Hebei,83,PM2.5,6,1,28,31,225,18,2,17,1,0
Jiaozuo,84,PM2.5,59,2,28,52,273,5,2,7,0,0
Bozhou,85,PM2.5,16,1,26,73,49,9,0,0,0,0
Nellore,91,PM2.5,19,2,34,68,499,31,6,17,1,0
Hamilton,46,PM2.5,15,0,10,27,440,26,1,11,0,0
Gebze,68,PM2.5,18,1,20,69,369,34,0,0,0,0
Taixing,116,PM2.5,20,7,37,85,799,21,0,0,0,0
Cagayan de Oro City,94,PM2.5,27,0,35,84,96,10,0,0,0,0
Faisalabad,181,PM2.5,23,11,121,177,1087,20,0,0,0,0
Krakow,94,PM2.5,5,2,24,33,417,11,0,48,1,0
Kunshan,122,PM2.5,15,5,48,108,699,29,0,0,0,0
Shaoguan,73,PM2.5,28,4,23,64,413,6,0,0,0,0
Gorakhpur,181,PM2.5,1,5,120,195,1436,11,2,51,0,0
Bekasi,75,PM2.5,59,4,25,68,621,45,0,0,0,0
Dasmarinas,76,PM2.5,34,2,25,50,198,26,0,0,0,0
Amravati,132,PM2.5,25,10,42,68,312,9,12,19,0,0
Jincheng,80,PM2.5,60,5,26,79,228,25,3,8,0,0
Langfang,99,PM2.5,6,5,30,118,972,35,0,0,0,0
Kampala,160,PM2.5,31,1,75,75,640,1,0,0,0,0
Busan,40,O3,47,3,8,22,291,15,0,3,0,0
Ansan,56,PM2.5,38,4,17,36,502,21,0,0,0,0
Ar-Rayyan,61,PM2.5,32,3,17,58,148,4,0,0,0,0
Sulaimaniya,103,PM2.5,41,3,39,129,147,15,0,0,0,0
Guiyang,84,PM2.5,20,10,31,58,445,15,0,0,0,0
Cuttack,151,PM2.5,53,10,58,83,427,4,0,0,0,0
Bur Sa'id,27,O3,28,0,2,4,158,4,1,12,0,0
Denver,41,PM10,30,0,9,41,336,23,0,2,0,0
Meishan,101,PM2.5,40,3,43,70,237,34,5,11,0,0
Zhumadian,74,PM2.5,36,4,20,58,322,7,0,0,0,0
Campinas,68,PM2.5,25,0,16,16,397,14,0,0,2,0
Zigong,104,PM2.5,10,4,47,75,453,19,0,0,0,0
Wuxi,27,O3,25,1,5,9,398,10,1,11,0,0
Gaomi,98,PM2.5,21,5,29,88,575,24,0,0,0,0
Anqing,98,PM2.5,41,3,37,101,285,28,3,13,0,0
Puebla,54,PM2.5,15,0,13,25,382,32,0,0,0,0
Qingyuan,99,PM2.5,45,2,37,73,438,43,4,20,0,0
Banjarmasin,41,PM2.5,20,1,15,29,112,14,0,0,0,0
Hanchuan,52,PM10,26,0,14,56,354,43,1,22,0,0
Thrissur,76,PM2.5,8,0,31,50,328,24,10,35,0,0
Kochi,154,PM2.5,4,4,72,105,989,10,31,41,0,0
Danyang,109,PM2.5,19,5,34,79,786,18,0,0,0,0
Kuwait City,126,PM2.5,18,17,54,157,216,24,0,0,0,0
Muzaffarnagar,293,PM2.5,3,19,292,449,1820,26,60,46,5,0
Durban,126,PM2.5,18,17,54,157,216,24,0,0,0,0
Lokoja,293,PM2.5,0,0,0,0,0,0,0,0,0,0
Port Harcourt,126,PM2.5,0,0,0,0,0,0,0,0,0,0
Kumamoto,60,PM2.5,21,1,18,47,200,47,8,24,0,41
Lanzhou,123,PM2.5,10,20,47,138,1584,49,0,0,0,0
Kottayam,155,PM2.5,5,5,70,133,940,33,29,47,0,0
Kanpur,182,PM2.5,3,3,111,226,1715,43,93,116,654,0
Belgaum,94,PM2.5,1,1,35,57,501,14,37,0,1,0
Athens,78,PM2.5,15,1,24,24,405,26,0,0,1,0
Zarqa,57,PM2.5,29,2,15,32,228,13,4,20,1,0
Milan,74,PM2.5,1,1,17,19,1094,30,0,5,3,0
Zaria,57,PM2.5,29,2,15,32,228,13,4,20,1,0
Indore,164,PM2.5,17,8,85,165,556,32,7,31,3,0
Sheffield,29,PM2.5,23,1,5,8,159,3,1,4,0,0
Zanzibar,29,PM2.5,0,0,0,0,0,0,0,0,0,0
Gaza,65,PM2.5,7,0,18,33,483,12,12,19,1,0
Zaragoza,27,PM2.5,15,1,6,6,131,7,3,9,0,0
Guayaquil,34,PM2.5,23,2,8,15,91,2,0,0,0,0
Izmir,126,PM2.5,8,3,45,60,811,39,0,0,0,0
Linhai,78,PM2.5,15,4,27,74,486,19,0,0,0,0
Zaporizhzhya,85,PM2.5,7,21,28,41,942,25,0,0,0,0
Kiev,70,PM2.5,16,1,18,28,176,26,0,0,0,0
Malegaon,147,PM2.5,15,7,57,86,723,22,4,15,2,0
Sao Jose dos Campos,80,PM2.5,28,0,23,32,202,21,0,0,1,0
Surabaya,133,PM2.5,83,15,57,85,594,25,0,0,0,0
Lisbon,78,PM2.5,12,0,22,38,267,24,0,0,0,0
Caracas,36,PM2.5,11,6,9,13,210,13,0,0,0,0
Zhongshan,70,PM2.5,25,2,21,67,116,44,11,15,0,0
Nagpur,110,PM2.5,26,0,43,102,841,35,6,30,0,0
Shaoyang,128,PM2.5,16,13,48,87,523,14,0,0,0,0
Shizuoka,54,PM2.5,36,1,14,34,223,31,1,2,0,69
Kayamkulam,121,PM2.5,3,2,47,113,841,35,18,64,1,0
Dubai,127,PM2.5,24,5,51,88,277,51,0,0,0,0
Jiamusi,23,O3,25,2,5,5,432,8,0,0,0,0
Mangalore,125,PM2.5,2,12,38,85,1097,54,9,76,0,0
Okayama,48,PM2.5,30,2,11,47,286,39,4,10,0,27
Ribeirao Preto,63,PM2.5,33,1,14,19,166,12,0,0,0,0
Xianyang Shaanxi,63,PM2.5,33,1,14,19,166,12,0,0,0,0
Bunia,14,O3,16,0,4,6,74,0,0,0,0,0
Coimbatore,104,PM2.5,0,5,42,67,713,45,0,63,0,0
Lviv,92,PM2.5,12,3,34,48,212,25,0,4,1,0
Depok,79,PM2.5,55,3,23,56,634,26,0,0,0,0
Anqiu,110,PM2.5,22,5,38,100,521,19,0,0,0,0
Handan,116,PM2.5,6,9,39,128,1870,36,0,0,0,0
Tongliao,73,PM2.5,36,5,23,33,437,9,0,0,0,0
Incheon,76,PM2.5,18,5,26,47,620,30,0,0,0,0
Cheongju,47,PM2.5,43,2,14,24,248,14,0,0,0,0
Cali,54,PM2.5,11,0,13,20,144,22,0,0,0,0
Sialkot,159,PM2.5,37,4,67,107,638,6,17,36,0,0
Maturin,25,PM2.5,24,0,7,10,90,1,0,0,0,0
Buffalo City,56,PM2.5,18,7,15,34,1225,23,0,0,0,0
Huaian,154,PM2.5,21,5,72,145,437,45,0,0,0,0
Manchester,25,O3,21,0,2,8,380,12,2,14,0,0
Goiania,103,PM2.5,10,2,38,53,606,31,0,0,0,0
Weifang,137,PM2.5,21,4,49,123,423,40,0,0,0,0
Taibei,68,PM2.5,22,2,20,63,243,41,10,20,0,0
Yanji,38,PM2.5,33,3,8,24,379,4,0,0,0,0
Tongling,123,PM2.5,45,2,49,109,316,19,6,18,0,0
Wuzhou,75,PM2.5,29,10,25,70,611,9,0,0,0,0
Thiruvananthapuram,65,PM2.5,7,2,20,62,355,25,1,9,2,0
Oaxaca de Juarez,51,PM2.5,29,0,13,13,129,8,0,0,0,0
Zibo,32,PM2.5,17,0,7,33,186,16,1,4,0,0
Washington,46,PM2.5,22,1,11,39,253,23,6,18,0,0
Sargodha,169,PM2.5,41,8,99,142,889,9,0,0,0,0
Bhavnagar,170,PM2.5,19,86,113,190,1158,22,16,43,7,0
Gold Coast,33,PM2.5,18,1,5,26,60,22,0,0,0,0
Yan'an,75,PM2.5,7,2,27,104,883,20,0,0,0,0
Florence,24,O3,18,1,5,9,450,16,1,11,0,0
Chicago,45,PM2.5,20,1,10,49,210,19,0,0,0,0
Jammu,52,PM2.5,29,0,16,31,230,16,14,38,0,0
Yulin Shaanxi,52,PM2.5,29,0,16,31,230,16,14,38,0,0
Nanded Waghala,116,PM2.5,6,11,39,73,394,6,11,17,0,0
Dazhou,58,PM2.5,22,0,17,38,398,29,1,11,0,0
Sapporo,48,PM2.5,27,1,12,28,490,43,17,29,0,43
Tirupati,61,PM2.5,7,2,21,28,682,14,6,13,1,0
Pretoria,84,PM2.5,9,28,23,43,1079,49,16,14,1,0
Bacoor,41,PM2.5,34,1,11,16,197,4,0,0,0,0
Shaoxing,82,PM2.5,21,4,29,73,613,15,0,0,0,0
Dengzhou,107,PM2.5,22,6,38,74,735,15,0,0,0,0
The Hague,56,PM2.5,10,0,17,29,374,20,1,0,1,0
Birmingham,41,PM2.5,29,1,7,10,180,5,0,5,0,0
Longyan,129,PM2.5,69,6,46,55,390,34,0,0,0,0
Yantai,113,PM2.5,15,6,41,85,620,24,0,0,0,0
Bandung,83,PM2.5,62,0,31,73,431,23,0,0,0,0
Yuncheng,125,PM2.5,9,12,39,132,1433,28,0,0,0,0
Seville,63,PM2.5,6,2,18,24,316,26,11,26,0,0
Vancouver,35,PM2.5,15,0,8,29,228,22,4,17,0,0
Huizhou,60,PM2.5,31,5,17,68,463,9,0,0,0,0
Tolyatti,53,PM2.5,31,2,16,16,127,18,0,0,0,0
Salta,18,O3,19,0,3,4,131,1,0,0,0,0
Merca,135,PM2.5,8,45,58,120,185,52,0,0,0,0
Bali,72,PM2.5,37,0,22,46,169,22,0,0,0,0
Toluca de Lerdo,81,PM2.5,10,1,26,60,973,32,0,0,0,0
Yuyao,27,O3,29,0,1,1,122,12,0,0,0,0
Patna,303,PM10,58,9,161,480,613,83,33,85,3,0
Boston,32,PM2.5,27,0,6,27,230,13,3,8,0,0
Uberlandia,72,PM2.5,13,1,21,31,331,21,0,0,0,0
Taif,74,PM2.5,35,9,16,30,130,5,0,0,0,0
Luoyang,159,PM2.5,16,3,77,180,695,42,0,0,0,0
Yuxi,13,O3,18,2,3,7,728,7,0,0,0,0
Bhopal,164,PM2.5,36,8,84,161,867,43,1,14,0,0
San Juan,26,PM2.5,16,0,7,20,77,0,0,0,0,0
Bristol,26,O3,28,0,3,4,252,5,7,12,0,0
Brisbane,38,PM2.5,21,1,9,33,69,29,0,0,0,0
Celaya,125,PM2.5,14,8,53,161,1455,33,0,0,0,0
Tangerang,75,PM2.5,39,5,21,54,508,36,0,0,0,0
Cheonan,96,PM2.5,9,4,32,72,811,20,4,8,4,0
Jundiai,58,PM2.5,23,0,14,37,406,23,0,0,1,0
Baku,37,PM2.5,28,1,8,11,128,8,0,0,0,0
Gulbarga,75,PM2.5,9,6,31,90,452,22,19,34,0,0
Medan,99,PM2.5,50,1,32,63,427,34,0,0,0,0
Belem,51,PM2.5,16,0,14,17,102,28,0,0,0,0
Padova,63,PM2.5,2,0,20,20,306,13,0,17,1,0
Durgapur,196,PM2.5,47,0,145,270,1031,12,11,36,7,0
Sendai,44,NO2,30,0,11,27,211,48,11,27,0,60
Kurnool,93,PM2.5,9,3,36,61,277,11,11,27,0,0
El Paso,133,PM2.5,2,5,58,272,3100,85,295,364,0,0
Nantes,69,PM2.5,20,1,24,25,164,14,0,0,0,0
Buraydah,98,PM2.5,32,3,43,86,148,23,0,0,0,0
Zagreb,125,PM2.5,1,6,46,104,461,46,0,0,2,0
Zhangjiagang,55,PM2.5,29,1,16,18,180,15,0,5,0,0
Pontianak,30,PM2.5,21,0,7,10,124,0,0,0,0,0
Amara,30,PM2.5,21,0,7,10,124,0,0,0,0,0
Liege,91,PM2.5,3,0,35,48,285,16,1,2,1,0
Taicang,68,PM2.5,22,2,20,63,243,41,10,20,0,0
Nashville,80,PM2.5,25,1,30,47,185,23,0,0,0,0
Houston,108,PM10,20,0,16,205,578,33,0,29,0,0
Genoa,41,PM2.5,19,1,6,7,393,8,0,1,2,0
Ezhou,30,PM10,16,1,7,31,368,18,1,12,0,0
Santiago,61,PM2.5,12,2,16,45,444,29,0,0,0,0
Mar Del Plata,14,PM2.5,13,0,2,3,77,1,0,0,0,0
Manaus,60,PM2.5,8,2,18,42,187,20,0,0,0,0
Barranquilla,46,PM2.5,34,0,8,14,123,2,0,0,0,0
Maracaibo,51,PM2.5,25,3,11,19,184,7,0,0,0,0
Gujranwala,177,PM2.5,35,7,100,156,849,12,4,22,1,0
Zhoukou,99,PM2.5,23,4,40,108,581,17,0,0,0,0
Rawalpindi,127,PM2.5,32,7,46,78,1135,19,17,36,0,0
Lodz,70,PM2.5,8,1,17,23,334,9,0,17,1,0
Goma,163,PM2.5,1,8,82,125,539,3,1,7,0,0
Peshawar,151,PM2.5,34,2,54,79,1269,17,0,0,0,0
Taoyuan,41,PM2.5,41,3,9,31,138,4,4,11,0,0
Oklahoma City,53,PM10,39,0,11,61,589,25,12,24,0,0
Agra,247,PM2.5,6,5,195,315,1055,21,446,72,2,0
Hohhot,153,PM2.5,15,8,69,179,759,49,0,0,0,0
Baotou,116,PM2.5,14,12,42,137,1956,24,0,0,0,0
