city,AQI,dominant pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
Zhangjiagang,56,PM2.5,17,1,17,21,168,30,19,45,0,0
Samarinda,87,PM2.5,17,1,32,32,271,13,0,0,0,0
Pontianak,34,PM2.5,19,0,9,14,183,3,0,0,0,0
Toulouse,75,PM2.5,15,1,20,32,195,27,0,0,0,0
Mersin,129,PM2.5,13,2,43,118,150,53,0,0,0,0
Liege,73,PM2.5,3,0,26,46,297,28,67,4,0,0
Taicang,63,PM2.5,28,1,17,48,110,39,4,14,0,0
Teresina,72,PM2.5,25,0,22,32,185,2,0,0,0,0
Nashville,45,PM2.5,34,1,10,35,151,14,0,0,0,0
Genoa,81,PM2.5,10,1,23,33,428,44,1,7,1,0
Ezhou,79,PM2.5,1,2,26,69,565,32,14,45,0,0
Fuzhou Jiangxi,110,PM2.5,31,3,41,70,422,45,0,0,0,0
Santiago,61,PM2.5,2,2,14,36,458,27,0,0,0,0
Aracaju,58,PM2.5,18,0,14,26,87,4,0,0,0,0
Mar Del Plata,17,O3,18,0,3,5,107,1,0,0,0,0
Leshan,130,PM2.5,29,4,48,85,688,14,0,0,0,0
Zhoukou,125,PM2.5,44,6,44,110,524,12,0,0,0,0
Yueyang,86,PM2.5,43,3,33,42,681,11,0,0,0,0
Lodz,97,PM2.5,13,2,34,48,448,28,0,32,1,0
Dezhou,110,PM2.5,25,4,38,121,799,28,0,0,0,0
Goma,145,PM2.5,48,9,53,90,346,3,0,4,0,0
Marrakech,39,PM2.5,34,1,7,13,123,2,0,0,0,0
Oklahoma City,56,PM10,22,0,15,69,323,13,0,3,0,0
Tampico,39,PM2.5,34,1,7,13,123,2,0,0,0,0
Huzhou,71,PM2.5,42,2,24,55,362,20,0,0,0,0
Rotterdam,108,PM2.5,15,0,39,56,239,33,62,0,1,0
Las Vegas,61,PM10,40,0,10,85,89,15,0,0,0,0
Tabuk,151,PM2.5,38,3,65,99,113,21,0,0,0,0
Ankang,116,PM2.5,38,3,41,74,552,13,0,0,0,0
Austin,48,PM2.5,15,0,12,32,500,20,6,14,0,0
General Santos City,73,PM2.5,11,0,30,30,89,5,0,0,0,0
San Jose,64,PM2.5,1,0,19,35,816,39,20,50,0,0
Renqiu,105,PM2.5,22,3,38,64,358,49,5,23,0,0
Denpasar,57,PM2.5,19,0,16,34,145,26,0,0,0,0
Detroit,53,PM2.5,20,1,13,40,179,14,0,0,0,0
Odesa,81,PM2.5,29,2,26,38,156,26,0,0,0,0
Manama,143,PM2.5,40,26,52,97,178,47,0,0,0,0
Loudi,59,PM2.5,4,0,15,44,469,39,26,59,0,0
Jeonju,83,PM2.5,44,3,27,68,418,11,0,0,0,0
Bijie,106,PM2.5,40,6,35,51,521,13,0,0,0,0
Portland,64,PM2.5,2,1,18,38,478,25,26,38,0,0
Qinzhou,68,PM2.5,45,3,22,37,682,7,0,0,0,0
Macao,97,PM2.5,97,4,36,73,555,22,0,0,0,0
Samsun,95,PM2.5,13,5,46,61,753,42,0,0,0,0
Denizli,72,PM2.5,13,10,22,70,1305,50,0,0,0,0
Zhoushan,37,PM2.5,34,1,7,13,150,2,0,0,0,0
Busto Arsizio,74,PM2.5,1,1,26,31,533,11,0,4,2,0
Tongxiang,52,PM2.5,26,1,15,20,243,15,2,13,0,0
Chenzhou,59,PM10,13,0,12,74,729,40,19,52,0,0
Longhai,85,PM2.5,44,5,26,50,446,10,0,0,0,0
Puyang,50,PM2.5,22,0,13,19,185,4,0,0,0,0
Hezhou,56,PM10,22,0,15,69,323,13,0,3,0,0
Jhansi,149,PM2.5,61,8,44,78,417,17,2,7,0,0
Neijiang,121,PM2.5,56,4,40,52,353,12,0,0,0,0
Xuchang,107,PM2.5,48,4,34,94,388,11,0,0,0,0
Volgograd,51,PM2.5,18,5,11,19,148,15,0,0,0,0
Saltillo,47,PM2.5,22,3,11,16,373,13,0,0,0,0
San Miguel de Tucuman,61,PM2.5,14,2,18,25,185,9,0,0,0,0
Padang,78,PM2.5,31,1,24,56,237,20,0,0,0,0
Cebu City,67,PM2.5,27,1,22,38,106,19,0,0,0,0
Acapulco de Juarez,39,PM2.5,30,4,9,15,175,12,0,0,0,0
Valparaiso,60,PM2.5,10,4,16,31,339,14,0,0,0,0
Kayseri,52,NO2,8,3,12,44,405,56,0,0,0,0
Warangal,104,PM2.5,38,3,34,61,301,7,2,13,1,0
Changshu,128,PM2.5,45,6,48,86,1047,24,0,0,0,0
Bordeaux,45,PM2.5,14,0,10,14,189,4,0,0,0,0
Songkhla,35,PM2.5,23,1,9,22,132,4,0,0,0,0
Qujing,32,PM2.5,44,3,6,11,437,7,0,0,0,0
Nonthaburi,145,PM2.5,70,2,52,74,561,46,0,0,0,0
Yichun Jiangxi,102,PM2.5,14,3,41,67,336,33,4,28,0,0
Krasnodar,76,PM2.5,21,3,27,45,181,27,0,0,0,0
Cancun,40,O3,43,0,8,15,108,0,0,0,0,0
Xintai,58,PM2.5,1,0,18,37,461,41,27,59,0,0
Jixi Heilongjiang,49,PM2.5,28,1,10,15,235,10,0,0,0,0
Morelia,61,PM2.5,13,4,15,40,1246,14,0,0,0,0
Pingxiang Jiangxi,117,PM2.5,24,2,43,114,291,44,2,15,0,0
Dnipro,91,PM2.5,23,11,27,44,246,25,0,0,0,0
