city,AQI,dominant pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
Hà Nội,83,PM2.5,30,4,30,59,312,41,0,0,0,0
Nam Định,60,PM2.5,30,7,18,38,328,9,0,0,0,0
Bắc Giang,59,PM2.5,32,3,18,30,280,4,0,0,0,0
New York,23,PM10,22,0,5,24,117,17,4,14,0,0
England,49,PM2.5,1,1,13,16,1070,18,4,13,0,0
