city,AQI,dominant pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
Hà Nội,132,PM2.5,34,8,48,91,529,50,0,0,0,0
Nam Định,86,PM2.5,40,4,24,40,354,7,0,0,0,0
Bắc Giang,95,PM2.5,32,7,37,55,544,13,0,0,0,0
New York,36,PM2.5,14,0,9,34,129,26,7,28,0,0
