,URL
0,Montevideo
1,Mosul
2,Novosibirsk
3,Tabriz
4,Muscat
5,Harare
6,Gwangju
7,Edmonton
8,Tegucigalpa
9,Onitsha
10,N-Djamena
11,Ranchi
12,Kathmandu
13,Jabalpur
14,Mandalay
15,Asansol
16,Basra
17,Taizhou Jiangsu
18,Nouakchott
19,Homs
20,Cochabamba
21,Niamey
22,Kisangani
23,Pointe-Noire
24,Freetown
25,Astana
26,Uyo
27,Mwanza
28,Omsk
29,Lilongwe
30,Nanyang Henan
31,Jinhua
32,Kigali
33,Tripoli
34,Krasnoyarsk
35,Kaduna
36,Bukavu
37,Maputo
38,San Salvador
39,Shimkent
40,Bujumbura
41,Managua
42,Bishkek
43,Hargeysa
44,Asmara
45,Ilorin
46,Blantyre-Limbe
47,Dushanbe
48,Misratah
49,Bangui
50,Owerri
51,Nampula
52,Hermosillo
53,Lubango
54,Ashgabat
55,Libreville
56,Banghazi
