,URL
0,Montevideo
1,Mosul
2,Novosibirsk
3,Tabriz
4,Muscat
5,Harare
6,Tegucigalpa
7,Onitsha
8,N-Djamena
9,Mandalay
10,Basra
11,Taizhou Jiangsu
12,Nouakchott
13,Homs
14,Dhanbad
15,Cochabamba
16,Niamey
17,Helsinki
18,Porto
19,Zhanjiang
20,Kisangani
21,Prague
22,Pointe-Noire
23,Freetown
24,Barquisimeto
25,Ruian
26,Zhenjiang Jiangsu
27,Mwanza
28,Omsk
29,Lilongwe
30,Nanyang Henan
31,Kigali
32,Tripoli
33,Chandigarh
34,Amsterdam
35,Krasnoyarsk
36,Mexicali
37,Hubli-Dharwad
38,Kaduna
39,Bukavu
40,Cologne
41,Salem
42,Maputo
43,San Salvador
44,Saharanpur
45,Shimkent
46,Bujumbura
47,Managua
48,Bishkek
49,Hargeysa
50,Asmara
51,Ilorin
52,Blantyre-Limbe
53,Dushanbe
54,Misratah
55,Bangui
56,Owerri
57,Nampula
58,Lubango
59,Ashgabat
60,Libreville
61,Banghazi
