,URL
0,Montevideo
1,Meerut
2,Mosul
3,Novosibirsk
4,Tabriz
5,Makassar
6,Muscat
7,Calgary
8,Daejon
9,Harare
10,Edmonton
11,Tegucigalpa
12,Onitsha
13,N-Djamena
14,Mandalay
15,Taizhou Jiangsu
16,Nouakchott
17,Homs
18,Cochabamba
19,Niamey
20,Kisangani
21,Prague
22,Pointe-Noire
23,Freetown
24,Uyo
25,Mwanza
26,Omsk
27,Lilongwe
28,Nanyang Henan
29,Kigali
30,Tripoli
31,Guilin
32,Krasnoyarsk
33,Mexicali
34,Rostov-on-Don
35,Kaduna
36,Bukavu
37,Maputo
38,San Salvador
39,Shimkent
40,Managua
41,Bishkek
42,Hargeysa
43,Asmara
44,Ilorin
45,Blantyre-Limbe
46,Dushanbe
47,Misratah
48,Bangui
49,Owerri
50,Nampula
51,Lubango
52,Ashgabat
53,Libreville
54,Banghazi
