,URL
0,Budapest
1,Lyon
2,Can Tho
3,Mosul
4,Novosibirsk
5,Tabriz
6,Aurangabad
7,Harare
8,Tegucigalpa
9,Onitsha
10,N-Djamena
11,Mandalay
12,Asansol
13,Kharkiv
14,Gwalior
15,Basra
16,Taizhou Jiangsu
17,Nouakchott
18,Homs
19,Cochabamba
20,Niamey
21,Kisangani
22,Pointe-Noire
23,Freetown
24,Astana
25,Uyo
26,Bhubaneswar
27,Mwanza
28,Omsk
29,Lilongwe
30,Nanyang Henan
31,Jinhua
32,Kigali
33,Tripoli
34,Krasnoyarsk
35,Kaduna
36,Bukavu
37,Maputo
38,San Salvador
39,Shimkent
40,Yerevan
41,Bujumbura
42,Jalandhar
43,Managua
44,Bishkek
45,Antwerp
46,Johor Bahru
47,Hargeysa
48,Teresina
49,Fuzhou Jiangxi
50,Marrakech
51,Austin
52,Asmara
53,Padang
54,Kayseri
55,Bordeaux
56,Songkhla
57,Ilorin
58,Cancun
59,Blantyre-Limbe
60,Morelia
61,Dnipro
62,Jerusalem
63,Dehradun
64,Dushanbe
65,Misratah
66,Bangui
67,Owerri
68,Nampula
69,Lubango
70,Ashgabat
71,Libreville
72,Banghazi
