,URL
0,Montevideo
1,Gaziantep
2,Mosul
3,Novosibirsk
4,Tabriz
5,Muscat
6,Harare
7,Tegucigalpa
8,Onitsha
9,N-Djamena
10,Ranchi
11,Mandalay
12,Basra
13,Taizhou Jiangsu
14,Nouakchott
15,Homs
16,Cochabamba
17,Niamey
18,Kisangani
19,Pointe-Noire
20,Freetown
21,Uyo
22,Mwanza
23,Omsk
24,Nanyang Henan
25,Kigali
26,Tripoli
27,Krasnoyarsk
28,Kaduna
29,Bukavu
30,Maputo
31,San Salvador
32,Shimkent
33,Bujumbura
34,Managua
35,Bishkek
36,Hargeysa
37,Asmara
38,Ilorin
39,Blantyre-Limbe
40,Dushanbe
41,Misratah
42,Guigang
43,Bangui
44,Owerri
45,Zhangzhou
46,Nampula
47,Lubango
48,Ashgabat
49,Libreville
