,URL
0,Montevideo
1,Mosul
2,Novosibirsk
3,Tabriz
4,Muscat
5,Harare
6,Tegucigalpa
7,Onitsha
8,N-Djamena
9,Mandalay
10,Basra
11,Taizhou Jiangsu
12,Nouakchott
13,Cochabamba
14,Niamey
15,Kisangani
16,Pointe-Noire
17,Freetown
18,Astana
19,Uyo
20,Mwanza
21,Tiruchirappalli
22,Omsk
23,Lilongwe
24,Nanyang Henan
25,Kigali
26,Tripoli
27,Krasnoyarsk
28,Kaduna
29,Bukavu
30,Maputo
31,San Salvador
32,Shimkent
33,Bujumbura
34,Managua
35,Bishkek
36,Hargeysa
37,Asmara
38,Ilorin
39,Blantyre-Limbe
40,Dushanbe
41,Misratah
42,Bangui
43,Owerri
44,Nampula
45,Lubango
46,Ashgabat
47,Libreville
48,Banghazi
