,URL
0,Montevideo
1,Mosul
2,Novosibirsk
3,Tabriz
4,Muscat
5,Harare
6,Tegucigalpa
7,Onitsha
8,N-Djamena
9,Mandalay
10,Basra
11,Taizhou Jiangsu
12,Nouakchott
13,Homs
14,Cochabamba
15,Niamey
16,Kisangani
17,Kazan
18,Florianopolis
19,Freetown
20,Astana
21,Uyo
22,Mwanza
23,Omsk
24,Lilongwe
25,Nanyang Henan
26,Kigali
27,Tripoli
28,Krasnoyarsk
29,Kaduna
30,Bukavu
31,Maputo
32,San Salvador
33,Yerevan
34,Tbilisi
35,Bujumbura
36,Jalandhar
37,Managua
38,Lille
39,Bishkek
40,Siliguri
41,Hargeysa
42,Asmara
43,Changshu
44,Ilorin
45,Cancun
46,Morelia
47,Dnipro
48,Dushanbe
49,Jiujiang
50,Arequipa
51,Ciudad Guayana
52,Zamboanga City
53,Misratah
54,Bangui
55,Owerri
56,Nampula
57,Lubango
58,Ashgabat
59,Libreville
60,Banghazi
