,URL
0,Montevideo
1,Mosul
2,Novosibirsk
3,Tabriz
4,Muscat
5,Harare
6,Onitsha
7,N-Djamena
8,Mandalay
9,Basra
10,Taizhou Jiangsu
11,Nouakchott
12,Homs
13,Cochabamba
14,Niamey
15,Kisangani
16,Pointe-Noire
17,Dublin
18,San Luis Potosi
19,Durg-Bhilainagar
20,Ruian
21,Uyo
22,Baoji
23,Bhubaneswar
24,Mwanza
25,Omsk
26,Lilongwe
27,Nanyang Henan
28,Kigali
29,Tripoli
30,Krasnoyarsk
31,Guwahati
32,Kaduna
33,Bukavu
34,Maputo
35,San Salvador
36,Shimkent
37,Bujumbura
38,Jalandhar
39,Managua
40,Lille
41,Bishkek
42,Antwerp
43,Solapur
44,Hargeysa
45,Teresina
46,Fuzhou Jiangxi
47,Leshan
48,Rotterdam
49,Odesa
50,Asmara
51,Padang
52,Valparaiso
53,Kayseri
54,Bordeaux
55,Yichun Jiangxi
56,Krasnodar
57,Cancun
58,Jixi Heilongjiang
59,Blantyre-Limbe
60,Morelia
61,Dnipro
62,Khulna
63,Dushanbe
64,Jiujiang
65,Misratah
66,Bangui
67,Owerri
68,Nampula
69,Lubango
70,Ashgabat
71,Libreville
72,Banghazi
