,URL
0,Montevideo
1,Mosul
2,Novosibirsk
3,Tabriz
4,Muscat
5,Tiruppur
6,Munich
7,Harare
8,Tegucigalpa
9,Onitsha
10,N-Djamena
11,Mandalay
12,Asansol
13,San Diego
14,Basra
15,Taizhou Jiangsu
16,Nouakchott
17,Homs
18,Cochabamba
19,Niamey
20,Kisangani
21,Pointe-Noire
22,Freetown
23,Astana
24,Uyo
25,Mwanza
26,Omsk
27,Lilongwe
28,Nanyang Henan
29,Kigali
30,Tripoli
31,Krasnoyarsk
32,Kaduna
33,Bukavu
34,Maputo
35,San Salvador
36,Shimkent
37,Bujumbura
38,Managua
39,Bishkek
40,Hargeysa
41,Asmara
42,Ilorin
43,Blantyre-Limbe
44,Dushanbe
45,Misratah
46,Bangui
47,Owerri
48,Nampula
49,Lubango
50,Ashgabat
51,Libreville
52,Banghazi
