,URL
0,Montevideo
1,Mosul
2,Novosibirsk
3,Tabriz
4,Muscat
5,Onitsha
6,N-Djamena
7,Mandalay
8,Basra
9,Taizhou Jiangsu
10,Nouakchott
11,Homs
12,Cochabamba
13,Niamey
14,Kisangani
15,Pointe-Noire
16,Freetown
17,Astana
18,Uyo
19,Mwanza
20,Omsk
21,Lilongwe
22,Nanyang Henan
23,Kigali
24,Tripoli
25,Krasnoyarsk
26,Kaduna
27,Bukavu
28,Maputo
29,San Salvador
30,Shimkent
31,Bujumbura
32,Managua
33,Bishkek
34,Hargeysa
35,Asmara
36,Ilorin
37,Cancun
38,Blantyre-Limbe
39,Dushanbe
40,Misratah
41,Bangui
42,Owerri
43,Antipolo
44,Zhangzhou
45,Bergamo
46,Donetsk
47,Malang
48,Linfen
49,Sylhet
50,Indianapolis
51,Nampula
52,Hermosillo
53,San Francisco
54,Guntur
55,Lubango
56,Bahawalpur
57,Tyumen
58,Soshanguve
59,Tuxtla Gutierrez
60,Ashgabat
61,Puducherry
62,Culiacan
63,Libreville
64,Saratov
65,Banghazi
66,Valencia
67,Luzhou
68,Quebec City
69,Yibin
70,Ipoh
71,Winnipeg
72,Bogra
