,URL
0,Budapest
1,Madurai
2,Montevideo
3,Mosul
4,Glasgow
5,Novosibirsk
6,Tabriz
7,Makassar
8,Aurangabad
9,Muscat
10,Harare
11,Tegucigalpa
12,Onitsha
13,N-Djamena
14,Mandalay
15,Basra
16,Taizhou Jiangsu
17,Nouakchott
18,Homs
19,Cochabamba
20,Niamey
21,Ad-Dammam
22,Nizhniy Novgorod
23,Freetown
24,San Luis Potosi
25,Astana
26,Ruian
27,Uyo
28,Mwanza
29,Omsk
30,Lilongwe
31,Nanyang Henan
32,Kigali
33,Tripoli
34,Krasnoyarsk
35,Bukavu
36,Maputo
37,San Salvador
38,Shimkent
39,Bujumbura
40,Managua
41,Bishkek
42,Siliguri
43,Hargeysa
44,Asmara
45,Ilorin
46,Blantyre-Limbe
47,Dushanbe
48,Misratah
49,Owerri
50,Antipolo
51,Nampula
52,Lubango
53,Ashgabat
54,Libreville
55,Banghazi
