,URL
0,Montevideo
1,Mosul
2,Novosibirsk
3,Tabriz
4,Muscat
5,Harare
6,Tegucigalpa
7,Onitsha
8,N-Djamena
9,Mandalay
10,Basra
11,Taizhou Jiangsu
12,Nouakchott
13,Homs
14,Cochabamba
15,Niamey
16,Kisangani
17,Pointe-Noire
18,Freetown
19,Astana
20,Uyo
21,Mwanza
22,Omsk
23,Lilongwe
24,Nanyang Henan
25,Kigali
26,Tripoli
27,Krasnoyarsk
28,Kaduna
29,Bukavu
30,Maputo
31,San Salvador
32,Shimkent
33,Bujumbura
34,Managua
35,Bishkek
36,Antwerp
37,Hargeysa
38,Leshan
39,Rotterdam
40,Austin
41,Denpasar
42,Cebu City
43,Changshu
44,Ilorin
45,Cancun
46,Jixi Heilongjiang
47,Blantyre-Limbe
48,Dnipro
49,Dushanbe
50,Misratah
51,Bangui
52,Owerri
53,Nampula
54,Lubango
55,Ashgabat
56,Libreville
57,Banghazi
