,URL
0,Montevideo
1,Can Tho
2,Novosibirsk
3,Stockholm
4,Auckland
5,Tabriz
6,Yinchuan
7,Marseille
8,Makassar
9,Muscat
10,Philadelphia
11,Daejon
12,Ciudad Juarez
13,Tegucigalpa
14,Onitsha
15,N-Djamena
16,Mandalay
17,Basra
18,Taizhou Jiangsu
19,Nouakchott
20,Homs
21,Cochabamba
22,Niamey
23,Kisangani
24,Pointe-Noire
25,Freetown
26,Astana
27,Uyo
28,Mwanza
29,Omsk
30,Nanyang Henan
31,Kigali
32,Tripoli
33,Krasnoyarsk
34,Kaduna
35,Bukavu
36,Maputo
37,San Salvador
38,Shimkent
39,Bujumbura
40,Managua
41,Bishkek
42,Hargeysa
43,Asmara
44,Ilorin
45,Blantyre-Limbe
46,Dushanbe
47,Misratah
48,Bangui
49,Owerri
50,Nampula
51,Lubango
52,Ashgabat
53,Libreville
54,Banghazi
