,URL
0,Montevideo
1,Mosul
2,Novosibirsk
3,Tabriz
4,Muscat
5,Harare
6,Onitsha
7,N-Djamena
8,Mandalay
9,Basra
10,Taizhou Jiangsu
11,Nouakchott
12,Homs
13,Cochabamba
14,Niamey
15,Kisangani
16,Pointe-Noire
17,Freetown
18,Astana
19,Uyo
20,Mwanza
21,Omsk
22,Lilongwe
23,Nanyang Henan
24,Kigali
25,Tripoli
26,Krasnoyarsk
27,Kaduna
28,Bukavu
29,Maputo
30,San Salvador
31,Shimkent
32,Managua
33,Bishkek
34,Hargeysa
35,Asmara
36,Ilorin
37,Blantyre-Limbe
38,Dushanbe
39,Misratah
40,Bangui
41,Owerri
42,Nampula
43,Lubango
44,Ashgabat
45,Libreville
46,Banghazi
