,URL
0,Montevideo
1,Mosul
2,Novosibirsk
3,Tabriz
4,Muscat
5,Harare
6,Tegucigalpa
7,Onitsha
8,N-Djamena
9,Mandalay
10,Basra
11,Taizhou Jiangsu
12,Nouakchott
13,Homs
14,Konya
15,Adelaide
16,Cochabamba
17,Niamey
18,Jiaxing
19,Kisangani
20,Prague
21,Nanchong
22,Ahvaz
23,Pointe-Noire
24,Dublin
25,Freetown
26,Astana
27,Uyo
28,Mwanza
29,Omsk
30,Lilongwe
31,Nanyang Henan
32,Kigali
33,Tripoli
34,Krasnoyarsk
35,Kaduna
36,Bukavu
37,Aguascalientes
38,Maputo
39,San Salvador
40,Shimkent
41,Bujumbura
42,Managua
43,Bishkek
44,Hargeysa
45,Asmara
46,Ilorin
47,Blantyre-Limbe
48,Dushanbe
49,Misratah
50,Bangui
51,Owerri
52,Nampula
53,Lubango
54,Ashgabat
55,Libreville
56,Banghazi
