,URL
0,Montevideo
1,Mosul
2,Novosibirsk
3,Tabriz
4,Muscat
5,Harare
6,Tegucigalpa
7,Onitsha
8,N-Djamena
9,Mandalay
10,Basra
11,Taizhou Jiangsu
12,Nouakchott
13,Homs
14,Adelaide
15,Cochabamba
16,Niamey
17,Kisangani
18,Pointe-Noire
19,Freetown
20,Astana
21,Uyo
22,Mwanza
23,Omsk
24,Lilongwe
25,Nanyang Henan
26,Kigali
27,Tripoli
28,Krasnoyarsk
29,Kaduna
30,Bukavu
31,Maputo
32,San Salvador
33,Shimkent
34,Bujumbura
35,Managua
36,Bishkek
37,Siliguri
38,Oslo
39,Jingzhou Hubei
40,Zhaoqing
41,Antwerp
42,Johor Bahru
43,Solapur
44,Hargeysa
45,Teresina
46,Fuzhou Jiangxi
47,Aracaju
48,Leshan
49,Marrakech
50,Rotterdam
51,Austin
52,San Jose
53,Denpasar
54,Odesa
55,San Miguel de Tucuman
56,Asmara
57,Padang
58,Cebu City
59,Acapulco de Juarez
60,Valparaiso
61,Kayseri
62,Warangal
63,Changshu
64,Bordeaux
65,Songkhla
66,Yichun Jiangxi
67,Krasnodar
68,Ilorin
69,Cancun
70,Jixi Heilongjiang
71,Blantyre-Limbe
72,Morelia
73,Dnipro
74,Khulna
75,Jerusalem
76,Dehradun
77,Fort Worth
78,Dushanbe
79,Jiujiang
80,Southampton
81,Arequipa
82,Ciudad Guayana
83,Zamboanga City
84,Veracruz
85,Jacksonville
86,Pathum Thani
87,Rajshahi
88,Misratah
89,Guigang
90,Columbus
91,Charlotte
92,Ulsan
93,Bangui
94,Owerri
95,Liverpool
96,Antipolo
97,Zhangzhou
98,Bergamo
99,Donetsk
100,Malang
101,Linfen
102,Sylhet
103,Indianapolis
104,Nampula
105,Hermosillo
106,San Francisco
107,Guntur
108,Lubango
109,Bahawalpur
110,Tyumen
111,Soshanguve
112,Tuxtla Gutierrez
113,Ashgabat
114,Puducherry
115,Culiacan
116,Libreville
117,Saratov
118,Banghazi
119,Valencia
120,Luzhou
121,Quebec City
122,Yibin
123,Ipoh
124,Winnipeg
125,Bogra
