,URL
0,Montevideo
1,Mosul
2,Novosibirsk
3,Tabriz
4,Muscat
5,Harare
6,Onitsha
7,N-Djamena
8,Mandalay
9,Basra
10,Taizhou Jiangsu
11,Nouakchott
12,Homs
13,Dallas
14,Cochabamba
15,Niamey
16,Kisangani
17,Pointe-Noire
18,Freetown
19,Astana
20,Uyo
21,Mwanza
22,Omsk
23,Lilongwe
24,Nanyang Henan
25,Kigali
26,Tripoli
27,Krasnoyarsk
28,Kaduna
29,Bukavu
30,Maputo
31,San Salvador
32,Shimkent
33,Bujumbura
34,Jalandhar
35,Managua
36,Solapur
37,Hargeysa
38,Asmara
39,Acapulco de Juarez
40,Ilorin
41,Blantyre-Limbe
42,Dushanbe
43,Misratah
44,Bangui
45,Owerri
46,Nampula
47,Lubango
48,Bahawalpur
49,Tyumen
50,Tuxtla Gutierrez
51,Puducherry
52,Libreville
53,Banghazi
