,URL
0,Montevideo
1,Mosul
2,Novosibirsk
3,Tabriz
4,Muscat
5,Harare
6,Tegucigalpa
7,Onitsha
8,N-Djamena
9,Mandalay
10,Basra
11,Taizhou Jiangsu
12,Nouakchott
13,Homs
14,Cochabamba
15,Niamey
16,Kisangani
17,Pointe-Noire
18,Freetown
19,Astana
20,Uyo
21,Bhubaneswar
22,Tiruchirappalli
23,Omsk
24,Huaibei
25,Lilongwe
26,Nanyang Henan
27,Jinhua
28,Kigali
29,Tripoli
30,Chandigarh
31,Amsterdam
32,Haifa
33,Krasnoyarsk
34,Mexicali
35,Guwahati
36,Kaduna
37,Bukavu
38,Maputo
39,San Salvador
40,Shimkent
41,Bujumbura
42,Managua
43,Bishkek
44,Hargeysa
45,Asmara
46,Ilorin
47,Blantyre-Limbe
48,Dushanbe
49,Misratah
50,Bangui
51,Owerri
52,Nampula
53,Lubango
54,Ashgabat
55,Culiacan
56,Libreville
57,Saratov
58,Banghazi
