,URL
0,Montevideo
1,Mosul
2,Novosibirsk
3,Tabriz
4,Muscat
5,Harare
6,Tegucigalpa
7,Onitsha
8,N-Djamena
9,Mandalay
10,Basra
11,Taizhou Jiangsu
12,Nouakchott
13,Homs
14,Cochabamba
15,Niamey
16,Kisangani
17,Ad-Dammam
18,Pointe-Noire
19,Freetown
20,Astana
21,Uyo
22,Mwanza
23,Omsk
24,Lilongwe
25,Nanyang Henan
26,Kigali
27,Tripoli
28,Krasnoyarsk
29,Kaduna
30,Bukavu
31,Maputo
32,San Salvador
33,Shimkent
34,Bujumbura
35,Jalandhar
36,Managua
37,Bishkek
38,Hargeysa
39,Asmara
40,Ilorin
41,Blantyre-Limbe
42,Dushanbe
43,Misratah
44,Bangui
45,Owerri
46,Bergamo
47,Donetsk
48,Guntur
49,Lubango
50,Ashgabat
51,Libreville
52,Banghazi
