,URL
0,Montevideo
1,Mosul
2,Tabriz
3,Muscat
4,Harare
5,Tegucigalpa
6,Onitsha
7,N-Djamena
8,Mandalay
9,Basra
10,Taizhou Jiangsu
11,Nouakchott
12,Queretaro
13,Taian Shandong
14,Homs
15,Cochabamba
16,Niamey
17,Kisangani
18,Pointe-Noire
19,Freetown
20,Astana
21,Uyo
22,Mwanza
23,Omsk
24,Lilongwe
25,Nanyang Henan
26,Kigali
27,Tripoli
28,Krasnoyarsk
29,Kaduna
30,Bukavu
31,Maputo
32,San Salvador
33,Shimkent
34,Bujumbura
35,Bishkek
36,Siliguri
37,Hargeysa
38,Austin
39,Asmara
40,Ilorin
41,Blantyre-Limbe
42,Dehradun
43,Dushanbe
44,Zamboanga City
45,Misratah
46,Bangui
47,Owerri
48,Antipolo
49,Zhangzhou
50,Bergamo
51,Donetsk
52,Malang
53,Linfen
54,Sylhet
55,Indianapolis
56,Nampula
57,Hermosillo
58,San Francisco
59,Guntur
60,Lubango
61,Bahawalpur
62,Tyumen
63,Soshanguve
64,Tuxtla Gutierrez
65,Ashgabat
66,Puducherry
67,Culiacan
68,Libreville
69,Saratov
70,Banghazi
71,Valencia
72,Luzhou
73,Quebec City
74,Yibin
75,Ipoh
76,Winnipeg
77,Bogra
