,city,AQI,dominant_pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
0,Newcastle upon Tyne,38,PM2.5,28,0,7,19,146,31,2,14,0,0
1,Thessaloniki,82,PM2.5,27,2,20,72,122,17,0,0,4,0
2,Bologna,105,PM2.5,21,1,32,45,519,34,13,25,1,0
3,Barcelona-Puerto La Cruz,26,O3,30,0,4,9,176,7,2,9,1,0
4,Cherthala,74,PM2.5,6,6,22,56,818,25,22,31,0,0
5,Quzhou,114,PM2.5,43,3,42,87,622,27,0,0,0,0
6,Sorocaba,62,PM2.5,18,1,20,29,685,33,0,0,2,0
7,Nottingham,63,PM2.5,16,1,15,37,152,35,10,26,0,0
8,Xalapa,37,PM2.5,19,5,9,13,184,4,0,0,0,0
9,Frankfurt,66,PM2.5,2,0,22,50,327,18,113,133,1,0
10,Nakhon Ratchasima,134,PM2.5,57,1,62,129,540,36,0,0,0,0
11,Vereeniging,56,PM2.5,35,2,13,32,258,32,3,10,0,0
12,Seattle,45,PM2.5,12,0,8,15,279,14,3,12,0,0
13,Bozhou,76,PM2.5,41,1,24,81,57,11,0,0,0,0
14,Nellore,155,PM2.5,31,5,63,107,605,32,5,18,1,0
15,Hamilton,36,PM2.5,17,0,11,39,470,28,3,28,0,0
16,Cagayan de Oro City,92,PM2.5,33,0,36,54,161,11,0,0,0,0
17,Krakow,162,PM2.5,1,3,73,97,337,28,0,33,1,0
18,Gorakhpur,119,PM2.5,23,6,40,90,795,11,2,37,0,0
19,Dasmarinas,78,PM2.5,29,1,27,37,226,28,0,0,0,0
20,Ar-Rayyan,66,PM2.5,35,2,18,73,105,5,0,0,0,0
21,Cuttack,91,PM2.5,7,6,35,50,490,26,0,0,0,0
22,Denver,36,PM2.5,33,0,9,22,157,19,0,17,0,0
23,Qingyuan,83,PM2.5,34,1,33,83,342,37,1,15,0,0
24,Banjarmasin,63,PM2.5,13,1,22,32,335,16,0,0,0,0
25,Kottayam,78,PM2.5,8,6,24,76,792,22,20,31,0,0
