,city,AQI,dominant_pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
0,Newcastle upon Tyne,35,PM2.5,24,1,8,14,168,11,1,12,0,0
1,Thessaloniki,106,PM2.5,31,2,36,67,158,21,0,0,3,0
2,Bologna,96,PM2.5,14,1,36,48,440,36,3,17,1,0
3,Barcelona-Puerto La Cruz,31,O3,34,1,6,15,176,5,2,7,1,0
4,Cherthala,57,PM2.5,4,5,11,20,708,10,30,40,0,0
5,Quzhou,103,PM2.5,3,3,32,77,586,33,0,0,0,0
6,Sorocaba,62,PM2.5,55,1,18,26,302,22,0,0,2,0
7,Nottingham,55,PM2.5,15,1,13,24,202,23,3,14,0,0
8,Xalapa,30,O3,40,0,6,9,121,1,0,0,0,0
9,Frankfurt,34,PM2.5,3,0,8,20,265,21,18,1,1,0
10,Nakhon Ratchasima,146,PM2.5,18,2,55,83,690,33,0,0,0,0
11,Vereeniging,55,PM2.5,34,1,16,30,297,35,5,17,0,0
12,Seattle,55,PM2.5,16,0,16,33,259,24,7,20,0,0
13,Bozhou,131,PM2.5,30,1,49,96,216,11,0,0,0,0
14,Nellore,160,PM2.5,27,7,70,98,581,30,5,13,1,0
15,Hamilton,51,PM2.5,28,1,13,40,276,17,1,8,0,0
16,Cagayan de Oro City,52,PM2.5,35,0,8,12,129,1,0,0,0,0
17,Krakow,133,PM2.5,2,3,49,64,363,25,0,13,1,0
18,Gorakhpur,151,PM2.5,0,7,57,126,686,11,2,54,0,0
19,Dasmarinas,64,PM2.5,39,1,20,36,158,22,0,0,0,0
20,Ar-Rayyan,68,PM2.5,17,2,21,89,136,12,0,0,0,0
21,Cuttack,43,PM2.5,22,1,10,15,252,4,0,0,0,0
22,Denver,36,PM2.5,27,0,9,37,353,32,0,1,0,0
23,Qingyuan,107,PM2.5,18,2,40,63,230,31,1,16,0,0
24,Banjarmasin,51,PM2.5,16,1,8,12,205,4,0,0,0,0
25,Kottayam,72,PM2.5,7,5,21,40,687,16,27,38,0,0
26,Belgaum,35,PM2.5,2,0,10,12,343,11,13,2,1,0
27,Sheffield,46,PM2.5,18,1,13,16,196,18,7,21,0,0
28,Gaza,106,PM10,34,0,34,149,468,7,0,8,1,0
29,Zaragoza,36,PM2.5,34,2,10,14,123,19,4,11,0,0
30,Zaporizhzhya,77,PM2.5,12,13,24,38,591,27,0,0,0,0
31,Malegaon,151,PM2.5,17,3,60,105,944,21,1,9,2,0
32,Sao Jose dos Campos,72,PM2.5,52,0,18,37,202,18,0,0,0,0
33,Mangalore,141,PM2.5,9,2,55,98,395,18,3,10,0,0
34,Okayama,29,PM2.5,20,2,9,44,295,22,0,4,0,92
35,Ribeirao Preto,55,PM2.5,38,0,15,27,136,11,0,0,0,0
36,Xianyang Shaanxi,55,PM2.5,38,0,15,27,136,11,0,0,0,0
37,Bunia,19,PM2.5,17,0,5,7,115,0,0,0,0,0
38,Lviv,99,PM2.5,15,3,38,51,206,29,0,17,1,0
39,Tongliao,92,PM2.5,30,3,32,41,437,16,0,0,0,0
40,Sialkot,153,PM2.5,14,2,59,89,909,14,22,28,0,0
41,Buffalo City,73,PM2.5,23,0,18,47,83,34,0,0,0,0
42,Suining Sichuan,73,PM2.5,23,0,18,47,83,34,0,0,0,0
43,Oaxaca de Juarez,50,PM2.5,43,0,14,15,94,7,0,0,0,0
44,Washington,53,PM2.5,31,1,12,37,276,22,12,25,0,0
45,Sargodha,123,PM2.5,26,2,42,61,481,4,0,0,0,0
46,Bhavnagar,190,PM2.5,16,6,131,205,1086,19,11,31,6,0
47,Gold Coast,30,PM2.5,25,1,7,12,50,11,0,0,0,0
48,Florence,38,PM2.5,30,1,9,14,264,5,1,7,0,0
49,Jammu,39,PM2.5,36,0,9,18,187,18,2,8,0,0
50,Yulin Shaanxi,39,PM2.5,36,0,9,18,187,18,2,8,0,0
51,Nanded Waghala,133,PM2.5,2,11,46,86,526,2,11,13,0,0
52,Tirupati,162,PM2.5,24,3,75,87,780,7,2,9,2,0
53,Bacoor,38,PM2.5,39,0,9,16,161,2,0,0,0,0
54,The Hague,76,PM2.5,12,1,27,34,261,32,4,0,1,0
55,Seville,64,PM2.5,35,2,20,38,349,25,5,15,0,0
56,Dongtai,106,PM2.5,23,2,40,58,620,15,0,0,0,0
