,city,AQI,dominant_pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
0,Newcastle upon Tyne,30,O3,33,0,4,14,135,2,0,2,0,0
1,Thessaloniki,98,PM2.5,22,2,29,43,178,16,0,0,2,0
2,Bologna,69,PM2.5,11,0,18,25,216,16,0,0,0,0
3,Barcelona-Puerto La Cruz,43,PM2.5,14,2,11,16,162,16,0,0,0,0
4,Cherthala,161,PM2.5,4,6,85,115,860,22,25,50,0,0
5,Quzhou,116,PM2.5,40,5,45,100,647,24,0,0,0,0
6,Sorocaba,51,PM2.5,16,0,13,23,136,12,0,0,0,0
7,Nottingham,34,PM2.5,27,1,9,16,165,13,1,9,0,0
8,Xalapa,68,PM2.5,19,5,20,29,389,12,0,0,0,0
9,Frankfurt,40,PM2.5,2,0,10,21,127,16,0,8,1,0
10,Nakhon Ratchasima,137,PM2.5,67,1,45,73,460,11,0,0,0,0
11,Vereeniging,60,PM2.5,7,2,16,35,537,19,8,27,2,0
12,Seattle,45,PM2.5,6,0,11,36,330,26,5,23,0,0
13,Bozhou,120,PM2.5,44,1,42,81,71,10,0,0,0,0
14,Nellore,155,PM2.5,30,4,64,126,670,28,11,24,1,0
15,Hamilton,57,PM2.5,28,0,12,21,169,8,0,4,0,0
16,Cagayan de Oro City,93,PM2.5,35,0,36,85,116,9,0,0,0,0
17,Krakow,80,PM2.5,2,2,27,39,420,18,0,56,1,0
18,Gorakhpur,143,PM2.5,8,7,60,135,620,11,2,41,0,0
19,Dasmarinas,81,PM2.5,49,2,27,54,215,27,0,0,0,0
20,Ar-Rayyan,92,PM2.5,13,2,34,154,166,11,0,0,0,0
21,Cuttack,132,PM2.5,57,16,52,75,367,3,0,0,0,0
22,Denver,63,PM10,6,1,14,90,717,50,0,2,0,0
23,Qingyuan,107,PM2.5,55,3,35,83,351,49,4,23,0,0
24,Banjarmasin,50,PM2.5,33,1,10,16,177,1,0,0,0,0
25,Kottayam,154,PM2.5,7,10,53,94,806,23,22,42,0,0
26,Belgaum,25,PM2.5,8,0,5,9,219,7,2,0,1,0
27,Sheffield,27,O3,33,1,4,9,148,11,1,12,0,0
28,Gaza,70,PM2.5,22,0,20,90,423,11,1,14,1,0
29,Zaragoza,28,PM2.5,16,1,6,10,128,8,0,0,0,0
30,Zaporizhzhya,135,PM2.5,23,6,58,81,342,20,0,0,0,0
31,Malegaon,181,PM2.5,37,5,140,155,776,23,1,12,3,0
32,Sao Jose dos Campos,63,PM2.5,21,0,14,29,1,12,0,0,0,0
33,Mangalore,155,PM2.5,4,3,69,83,306,76,2,100,1,0
34,Okayama,60,PM2.5,17,3,17,47,386,55,13,35,0,205
35,Ribeirao Preto,57,PM2.5,22,1,11,13,184,7,0,0,0,0
36,Xianyang Shaanxi,57,PM2.5,22,1,11,13,184,7,0,0,0,0
37,Bunia,22,O3,26,0,5,8,132,0,0,0,0,0
38,Lviv,106,PM2.5,6,2,41,42,258,26,0,4,2,0
39,Tongliao,85,PM2.5,28,5,25,35,437,9,0,0,0,0
40,Sialkot,147,PM2.5,12,4,63,120,704,5,11,17,1,0
41,Buffalo City,66,PM2.5,17,1,21,45,65,28,0,0,0,0
42,Suining Sichuan,66,PM2.5,17,1,21,45,65,28,0,0,0,0
43,Oaxaca de Juarez,53,PM2.5,25,0,9,13,255,6,0,0,0,0
44,Washington,42,PM2.5,28,1,9,37,148,13,3,9,0,0
45,Sargodha,124,PM2.5,49,1,36,53,406,5,0,0,0,0
46,Bhavnagar,177,PM2.5,21,33,131,183,1137,20,7,22,7,0
47,Gold Coast,46,PM2.5,22,1,12,32,53,24,0,0,0,0
48,Florence,37,PM2.5,27,0,6,14,181,3,0,4,0,0
49,Jammu,63,PM2.5,32,0,16,24,185,7,1,7,0,0
50,Yulin Shaanxi,63,PM2.5,32,0,16,24,185,7,1,7,0,0
51,Nanded Waghala,170,PM2.5,51,12,98,164,567,4,11,15,2,0
52,Tirupati,126,PM2.5,14,2,47,65,1024,19,10,24,1,0
53,Bacoor,75,PM2.5,47,2,25,27,213,11,0,0,0,0
54,The Hague,44,PM2.5,29,0,12,26,145,19,0,0,2,0
55,Seville,96,PM2.5,5,1,40,40,186,25,0,0,0,0
56,Dongtai,159,PM2.5,38,4,49,129,887,14,0,0,0,0
57,Bali,66,PM2.5,22,0,19,43,118,21,0,0,0,0
58,Boston,41,O3,45,0,6,33,254,11,2,5,0,0
59,Yuxi,91,PM2.5,23,5,30,56,885,13,0,0,0,0
60,Bristol,51,PM2.5,44,0,11,11,184,2,0,3,0,0
61,Cheonan,175,PM2.5,6,2,113,175,1637,30,24,40,2,0
62,Jundiai,40,PM2.5,15,0,6,11,127,14,0,0,0,0
63,Gulbarga,157,PM2.5,28,5,80,171,291,23,11,30,0,0
64,Padova,104,PM2.5,2,1,35,37,366,16,0,0,0,0
65,Durgapur,118,PM2.5,20,0,49,109,473,8,7,24,6,0
66,Kurnool,138,PM2.5,9,4,55,113,414,18,1,28,0,0
67,El Paso,149,PM10,0,1,34,310,600,38,37,62,0,0
68,Nantes,66,PM2.5,26,0,22,40,154,17,0,0,0,0
69,Zagreb,115,PM2.5,3,6,36,114,635,44,0,0,3,0
70,Nashville,48,PM2.5,28,2,11,32,146,13,0,0,0,0
71,Genoa,62,PM2.5,26,1,28,28,191,22,0,0,0,0
72,Ezhou,37,PM2.5,25,0,8,33,199,7,0,3,0,0
73,Santiago,58,PM2.5,12,2,15,51,360,25,0,0,0,0
74,Mar Del Plata,22,PM2.5,15,0,6,10,60,0,0,0,0,0
