,city,AQI,dominant_pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
0,Newcastle upon Tyne,32,PM2.5,27,0,8,15,141,17,0,7,0,0
1,Thessaloniki,152,PM2.5,4,2,70,99,167,16,0,0,10,0
2,Bologna,73,PM2.5,19,0,20,20,250,21,0,0,0,0
3,Barcelona-Puerto La Cruz,34,O3,38,0,3,5,176,5,1,5,1,0
4,Cherthala,167,PM2.5,4,6,96,133,854,21,22,48,0,0
5,Quzhou,118,PM2.5,4,3,44,99,639,25,0,0,0,0
6,Sorocaba,46,PM2.5,10,0,11,27,270,18,0,0,0,0
7,Nottingham,28,O3,28,1,3,4,134,5,1,6,0,0
8,Xalapa,57,PM2.5,23,2,16,23,251,7,0,0,0,0
9,Frankfurt,61,PM2.5,8,0,16,31,553,22,41,65,2,0
10,Nakhon Ratchasima,119,PM2.5,29,1,43,61,660,22,0,0,0,0
11,Vereeniging,65,PM2.5,14,3,22,42,373,18,2,12,0,0
12,Seattle,53,PM2.5,25,0,15,33,572,35,16,36,0,0
13,Bozhou,83,PM2.5,47,1,23,77,334,11,0,0,0,0
14,Nellore,81,PM2.5,15,2,29,48,422,26,10,18,0,0
15,Hamilton,56,PM2.5,17,0,14,47,354,23,1,15,0,0
16,Cagayan de Oro City,83,PM2.5,29,0,32,79,102,5,0,0,0,0
17,Krakow,75,PM2.5,17,2,22,38,433,13,0,14,1,0
18,Gorakhpur,152,PM2.5,0,7,61,121,637,12,2,48,0,0
19,Dasmarinas,71,PM2.5,50,1,23,49,153,17,0,0,0,0
20,Ar-Rayyan,74,PM2.5,17,1,25,89,126,5,0,0,0,0
21,Cuttack,138,PM2.5,31,5,49,71,406,8,0,0,0,0
22,Denver,56,PM2.5,30,0,12,40,304,26,0,1,0,0
23,Qingyuan,106,PM2.5,44,3,35,78,480,47,4,23,0,0
24,Banjarmasin,29,PM2.5,29,1,6,10,134,1,0,0,0,0
25,Kottayam,165,PM2.5,6,5,87,132,838,18,19,47,0,0
26,Belgaum,24,PM2.5,22,1,5,8,391,16,12,0,1,0
27,Sheffield,29,O3,32,1,6,8,134,11,2,5,0,0
28,Zanzibar,29,O3,32,1,6,8,134,11,2,5,0,0
29,Gaza,162,PM10,32,0,65,265,308,4,0,3,0,0
30,Zaragoza,29,O3,34,1,3,5,183,6,3,8,0,0
31,Zaporizhzhya,164,PM2.5,13,15,98,155,847,22,0,0,0,0
