,city,AQI,dominant_pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
0,Newcastle upon Tyne,25,PM2.5,15,1,5,16,157,20,8,28,0,0
1,Thessaloniki,61,PM2.5,1,2,16,28,225,33,0,0,0,0
2,Bologna,80,PM2.5,2,1,26,36,1484,76,17,15,1,0
3,Barcelona-Puerto La Cruz,31,O3,39,0,4,15,176,4,2,5,1,0
4,Cherthala,170,O3,75,6,72,109,711,25,0,0,0,0
5,Quzhou,74,PM2.5,27,2,23,51,429,15,0,0,0,0
6,Sorocaba,54,PM2.5,22,0,14,34,318,28,0,0,0,0
7,Nottingham,57,PM2.5,29,1,14,28,144,28,2,10,0,0
8,Xalapa,36,PM2.5,37,1,8,12,142,1,0,0,0,0
9,Frankfurt,59,PM2.5,2,1,17,38,413,37,45,74,2,0
10,Nakhon Ratchasima,111,PM2.5,5,1,42,81,980,54,0,0,0,0
11,Vereeniging,49,PM2.5,43,1,11,26,137,35,4,13,0,0
12,Seattle,40,NO2,27,0,8,33,444,43,24,44,0,0
13,Bozhou,124,PM2.5,50,1,45,99,87,10,0,0,0,0
14,Nellore,77,PM2.5,30,2,24,40,191,28,0,0,0,0
15,Hamilton,61,PM2.5,8,3,18,58,637,37,34,56,0,0
16,Cagayan de Oro City,45,PM2.5,22,0,5,8,125,2,0,0,0,0
17,Krakow,97,PM2.5,16,2,35,52,607,23,0,78,1,0
18,Gorakhpur,185,PM2.5,2,6,128,205,1401,55,0,0,0,0
19,Dasmarinas,64,PM2.5,42,0,10,18,149,2,0,0,0,0
20,Ar-Rayyan,72,PM2.5,10,2,22,54,178,27,0,0,0,0
21,Cuttack,114,PM2.5,34,6,45,64,396,10,0,0,0,0
22,Denver,42,NO2,17,0,11,42,430,45,0,11,0,0
23,Qingyuan,126,PM2.5,13,2,60,101,483,41,2,31,0,0
24,Banjarmasin,37,PM2.5,20,1,9,14,212,3,0,0,0,0
