,city,AQI,dominant_pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
0,Newcastle upon Tyne,48,PM2.5,7,0,12,26,144,30,12,42,0,0
1,Thessaloniki,69,PM2.5,28,2,23,45,127,15,0,0,3,0
2,Bologna,93,PM2.5,17,1,34,41,436,40,4,24,1,0
3,Barcelona-Puerto La Cruz,36,PM2.5,24,0,9,22,200,14,5,20,1,0
4,Cherthala,106,PM2.5,10,7,40,66,1056,22,16,38,0,0
5,Quzhou,129,PM2.5,25,3,49,137,795,42,0,0,0,0
6,Sorocaba,77,PM2.5,22,1,23,38,276,36,0,0,4,0
7,Nottingham,67,PM2.5,21,1,22,38,176,35,40,66,0,0
8,Xalapa,57,PM2.5,21,5,16,22,562,10,0,0,0,0
9,Frankfurt,75,PM2.5,12,0,24,33,388,31,23,43,2,0
10,Nakhon Ratchasima,75,PM2.5,20,1,19,37,660,33,0,0,0,0
11,Vereeniging,59,PM2.5,34,2,17,46,226,36,4,13,0,0
12,Seattle,26,O3,31,0,6,21,130,11,1,5,0,0
13,Bozhou,88,PM2.5,34,1,27,88,64,13,0,0,0,0
14,Nellore,87,PM2.5,19,1,31,49,542,29,4,14,0,0
15,Hamilton,65,PM2.5,2,0,20,40,599,26,10,74,0,0
16,Cagayan de Oro City,93,PM2.5,13,0,31,37,171,11,0,0,0,0
17,Krakow,133,PM2.5,8,7,49,57,845,23,0,62,3,0
18,Gorakhpur,132,PM2.5,17,6,45,117,533,10,2,0,0,0
19,Dasmarinas,78,PM2.5,26,0,28,34,186,24,0,0,0,0
20,Ar-Rayyan,60,PM2.5,36,1,16,59,141,9,0,0,0,0
21,Cuttack,162,PM2.5,35,11,83,119,626,20,0,0,0,0
22,Denver,34,PM2.5,29,0,8,20,209,24,0,2,0,0
23,Qingyuan,99,PM2.5,36,1,29,83,311,37,1,13,0,0
24,Banjarmasin,35,PM2.5,18,1,9,14,240,5,0,0,0,0
25,Kottayam,105,PM2.5,13,7,35,84,1022,17,13,32,0,0
26,Belgaum,33,PM2.5,12,1,8,15,331,17,13,0,1,0
27,Sheffield,54,PM2.5,19,1,13,25,640,18,4,14,0,0
28,Gaza,78,PM10,43,1,25,84,351,7,1,8,0,0
29,Zaragoza,31,O3,28,1,6,22,166,9,4,13,0,0
30,Zaporizhzhya,122,PM2.5,25,5,48,62,289,25,0,0,0,0
31,Malegaon,164,PM2.5,24,5,82,98,457,19,0,7,3,0
32,Sao Jose dos Campos,69,PM2.5,25,0,19,40,1,24,0,0,0,0
33,Okayama,91,PM2.5,10,4,33,77,1102,64,4,36,0,253
34,Ribeirao Preto,61,PM2.5,46,1,16,30,118,12,0,0,0,0
35,Xianyang Shaanxi,61,PM2.5,46,1,16,30,118,12,0,0,0,0
36,Bunia,22,PM2.5,18,0,5,8,143,0,0,0,0,0
37,Lviv,132,PM2.5,7,4,49,68,363,44,0,12,0,0
38,Tongliao,68,PM2.5,32,2,20,36,88,4,0,0,0,0
39,Sialkot,162,PM2.5,26,4,82,128,1150,31,18,37,0,0
40,Buffalo City,67,PM2.5,24,0,20,44,76,36,0,0,0,0
41,Suining Sichuan,67,PM2.5,24,0,20,44,76,36,0,0,0,0
42,Oaxaca de Juarez,59,PM2.5,35,1,21,27,182,9,0,0,0,0
43,Washington,66,PM2.5,14,1,18,41,316,16,29,46,0,0
44,Sargodha,155,PM2.5,36,4,73,105,565,8,0,0,0,0
45,Bhavnagar,166,PM2.5,26,28,76,127,777,17,7,23,6,0
46,Gold Coast,40,PM2.5,23,1,11,42,57,21,0,0,0,0
47,Florence,60,PM2.5,2,0,16,27,437,18,12,54,0,0
48,Jammu,67,PM2.5,7,1,16,47,626,33,42,81,0,0
49,Yulin Shaanxi,67,PM2.5,7,1,16,47,626,33,42,81,0,0
50,Nanded Waghala,127,PM2.5,9,11,45,82,230,1,11,12,0,0
51,Tirupati,71,PM2.5,11,1,23,29,832,17,5,16,0,0
52,Bacoor,40,PM2.5,25,0,7,11,192,8,0,0,0,0
53,The Hague,62,PM2.5,15,0,18,48,165,44,20,0,1,0
54,Seville,75,PM2.5,7,2,22,40,485,29,20,35,0,0
55,Dongtai,131,PM2.5,32,3,48,115,831,19,0,0,0,0
56,Bali,67,PM2.5,12,0,18,33,156,19,0,0,0,0
57,Boston,69,PM2.5,2,0,20,70,672,23,48,71,0,0
58,Yuxi,55,PM2.5,26,3,15,26,496,9,0,0,0,0
59,Bristol,56,PM2.5,16,0,14,22,512,22,27,51,0,0
60,Cheonan,86,PM2.5,12,1,38,62,790,22,3,8,0,0
61,Jundiai,79,PM2.5,27,1,26,45,480,26,0,0,9,0
62,Gulbarga,103,PM2.5,35,5,37,74,158,21,4,24,0,0
63,Padova,52,PM2.5,6,2,12,18,295,31,0,83,1,0
64,Durgapur,177,PM2.5,66,12,115,137,662,11,7,29,5,0
65,Kurnool,105,PM2.5,23,4,39,57,265,10,1,8,1,0
66,El Paso,32,PM10,31,1,6,38,100,9,2,6,0,0
67,Nantes,76,PM2.5,5,0,29,42,148,39,20,10,0,0
68,Zagreb,106,PM2.5,6,5,40,41,349,30,0,0,2,0
69,Nashville,27,PM10,31,0,4,32,100,7,0,0,0,0
70,Genoa,58,PM2.5,32,1,15,28,365,23,7,8,2,0
71,Ezhou,64,PM2.5,1,1,17,52,489,22,14,36,0,0
72,Santiago,61,PM2.5,8,2,18,44,457,45,0,0,0,0
73,Mar Del Plata,51,PM2.5,19,0,14,25,61,6,0,0,0,0
74,Lodz,151,PM2.5,12,6,58,79,1014,39,0,54,7,0
75,Oklahoma City,30,PM2.5,23,0,8,29,128,14,0,0,0,0
76,Las Vegas,52,PM2.5,5,0,13,39,525,45,12,0,0,0
77,General Santos City,27,PM2.5,17,0,7,10,158,2,0,0,0,0
78,Detroit,33,PM10,26,1,6,35,171,17,0,0,0,0
79,Manama,145,PM2.5,54,20,52,111,182,43,0,0,0,0
80,Portland,30,O3,36,1,6,19,15,8,0,1,0,0
81,Macao,97,O3,48,3,29,74,554,25,0,0,0,0
82,Zhoushan,51,PM2.5,31,0,13,29,99,8,0,0,0,0
83,Jhansi,114,PM2.5,6,7,46,120,1581,42,37,66,0,0
84,Memphis,41,PM2.5,23,1,11,32,137,13,0,0,0,0
85,Doha,158,PM2.5,46,20,60,132,213,47,0,0,0,0
86,Chiclayo,158,PM2.5,46,20,60,132,213,47,0,0,0,0
87,Wuhai,53,PM2.5,20,7,16,27,366,19,0,0,0,0
88,Be'er Sheva,97,PM2.5,42,1,34,107,321,2,1,3,0,0
89,Durango,19,O3,18,0,3,5,172,5,0,0,0,0
90,Bokaro Steel City,187,PM2.5,35,13,147,147,1435,25,12,60,10,0
91,Wroclaw,154,PM2.5,2,5,64,107,965,51,1,125,3,0
92,Venezia,69,PM2.5,11,0,23,55,211,48,0,58,2,0
93,Jambi,52,PM2.5,16,1,13,19,249,9,0,0,0,0
94,Duesseldorf,86,PM2.5,2,1,27,59,189,36,64,13,1,0
95,Belfast,63,PM2.5,12,1,15,24,142,47,9,31,0,0
96,Stuttgart,48,PM2.5,16,1,12,16,349,31,25,10,0,0
97,Riga,102,PM2.5,2,1,35,58,302,34,0,0,0,0
98,Kolhapur,104,PM2.5,35,2,39,71,389,19,5,15,1,0
99,Bacolod,49,PM2.5,17,0,12,31,98,10,0,0,0,0
100,Ulyanovsk,63,PM2.5,24,2,19,24,145,25,0,0,0,0
101,Al-Ain,151,PM2.5,49,3,55,100,163,26,0,0,0,0
102,Bari,27,PM2.5,11,1,7,8,365,15,0,3,1,0
103,Yulin Guangxi,103,PM2.5,22,2,40,79,370,19,1,13,0,0
104,Ajmer,99,PM2.5,5,5,39,121,1607,40,9,82,18,0
105,Kuching,126,PM2.5,18,0,46,58,311,25,0,0,0,0
106,Geneva,55,PM2.5,14,0,14,9,330,23,8,9,0,0
107,Anshun,65,PM2.5,5,1,17,59,1043,44,93,127,0,0
108,Colombo,47,PM2.5,33,0,13,20,70,20,0,0,0,0
109,Ujjain,156,PM2.5,28,3,65,177,1507,47,3,33,1,0
110,Gothenburg,83,PM2.5,6,1,28,46,291,28,0,0,0,0
111,Patiala,163,PM2.5,7,1,70,184,926,35,7236,19,2223,0
112,Bilaspur,126,PM2.5,18,3,40,84,724,14,39,84,6,0
113,Louisville,55,PM2.5,26,1,17,38,172,20,0,0,0,0
114,San Jose del Monte,53,PM2.5,29,0,12,23,153,23,0,0,0,0
115,Yaroslavl,61,PM2.5,25,2,17,20,197,23,0,0,0,0
116,Brighton,67,PM2.5,11,0,19,27,349,34,5,23,0,0
117,Feira De Santana,22,PM2.5,30,1,6,10,77,0,0,0,0,0
118,Comilla,189,PM2.5,14,8,172,172,637,11,0,21,0,0
119,Mathura,151,PM2.5,1,7,62,136,645,19,6,34,572,0
120,Skopje,67,PM2.5,21,2,22,24,701,18,0,0,0,0
121,Leipzig,63,PM2.5,3,1,21,35,366,19,45,25,2,0
122,Agartala,185,PM2.5,15,8,167,167,637,22,0,21,0,0
123,Kingston,53,PM2.5,24,1,16,18,163,13,0,0,0,0
124,Sangli,113,PM2.5,23,2,43,81,447,29,6,19,1,0
125,Malaga,63,PM2.5,28,1,19,26,571,28,4,11,0,0
126,Ibague,54,PM2.5,53,0,16,22,326,6,0,0,0,0
127,Dortmund,87,PM2.5,8,1,28,34,329,26,14,13,0,0
128,Kagoshima,51,PM2.5,11,1,13,16,400,21,5,26,0,180
129,Cabimas,19,O3,32,2,5,8,119,3,0,0,0,0
130,Milwaukee,51,PM2.5,10,1,11,29,177,21,0,0,0,0
131,Samut Sakhon,215,O3,88,6,87,120,1305,48,0,0,0,0
132,Essen,74,PM2.5,5,1,22,43,412,31,31,0,0,0
133,Dresden,75,PM2.5,5,2,22,34,493,27,30,25,2,0
