,city,AQI,dominant_pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
0,Newcastle upon Tyne,20,O3,22,1,3,10,156,14,1,15,0,0
1,Thessaloniki,91,PM2.5,38,2,23,26,140,14,0,0,1,0
2,Bologna,89,PM2.5,12,0,28,38,247,24,0,0,0,0
3,Barcelona-Puerto La Cruz,30,PM2.5,21,2,7,13,170,18,0,0,0,0
4,Cherthala,132,PM2.5,12,8,44,74,924,23,18,42,0,0
5,Quzhou,118,PM2.5,68,3,42,117,681,18,0,0,0,0
6,Sorocaba,67,PM2.5,9,1,19,126,492,15,0,0,1,0
7,Nottingham,49,PM2.5,12,1,11,22,177,25,9,25,0,0
8,Xalapa,61,PM2.5,12,1,16,24,416,13,0,0,0,0
9,Frankfurt,83,PM2.5,1,3,29,36,366,38,0,0,0,0
10,Nakhon Ratchasima,71,PM2.5,44,1,21,39,430,11,0,0,0,0
11,Vereeniging,31,O3,32,2,5,14,379,6,3,8,0,0
12,Seattle,28,PM2.5,25,0,6,25,278,21,5,16,0,0
13,Bozhou,117,PM2.5,33,1,35,78,117,11,0,0,0,0
14,Nellore,98,PM2.5,22,2,36,60,402,31,5,13,0,0
15,Hamilton,79,PM2.5,2,1,24,53,655,33,31,63,0,0
16,Cagayan de Oro City,88,PM2.5,27,0,31,38,108,6,0,0,0,0
17,Krakow,155,PM2.5,1,3,58,81,909,29,0,45,5,0
18,Gorakhpur,170,PM2.5,19,6,105,179,829,9,2,40,0,0
19,Dasmarinas,86,PM2.5,38,2,22,47,200,22,0,0,0,0
20,Ar-Rayyan,59,PM2.5,25,1,17,60,165,8,0,0,0,0
21,Cuttack,153,PM2.5,74,13,66,95,424,2,0,0,0,0
22,Denver,36,PM2.5,33,0,9,22,259,21,0,2,0,0
23,Qingyuan,105,PM2.5,69,2,34,88,333,26,1,13,0,0
24,Banjarmasin,58,PM2.5,29,1,16,25,159,16,0,0,0,0
25,Kottayam,131,PM2.5,11,8,46,103,805,18,16,35,0,0
26,Belgaum,30,PM2.5,18,1,3,5,237,16,6,0,2,0
27,Sheffield,33,PM2.5,18,1,6,13,155,13,12,28,0,0
28,Gaza,71,PM2.5,15,0,22,84,592,6,1,8,0,0
29,Zaragoza,33,O3,36,0,3,6,117,2,0,0,0,0
30,Zaporizhzhya,118,PM2.5,23,4,41,60,278,16,0,0,0,0
31,Malegaon,164,PM2.5,25,7,86,115,605,24,1,14,3,0
32,Sao Jose dos Campos,69,PM2.5,7,0,17,55,102,19,0,0,1,0
33,Mangalore,121,PM2.5,13,2,44,71,410,29,12,27,0,0
34,Okayama,76,PM2.5,22,4,28,62,768,53,10,30,0,170
35,Ribeirao Preto,62,PM2.5,28,2,15,19,165,5,0,0,0,0
36,Xianyang Shaanxi,62,PM2.5,28,2,15,19,165,5,0,0,0,0
37,Bunia,22,PM2.5,22,0,6,9,132,0,0,0,0,0
38,Lviv,113,PM2.5,8,6,38,55,342,31,0,12,0,0
39,Tongliao,102,PM2.5,29,6,41,52,525,10,0,0,0,0
40,Sialkot,242,PM2.5,29,3,178,221,548,15,12,48,1,0
41,Buffalo City,62,PM2.5,27,0,18,66,113,34,0,0,0,0
42,Suining Sichuan,62,PM2.5,27,0,18,66,113,34,0,0,0,0
43,Oaxaca de Juarez,64,PM2.5,15,1,18,23,333,16,0,0,0,0
44,Washington,72,PM2.5,7,1,22,44,432,29,28,57,0,0
45,Sargodha,158,PM2.5,57,2,63,63,389,2,0,0,0,0
46,Bhavnagar,161,PM2.5,24,27,94,157,1028,16,7,24,6,0
47,Gold Coast,36,PM2.5,24,1,9,25,61,22,0,0,0,0
48,Florence,69,PM2.5,4,1,19,42,537,27,20,46,0,0
49,Jammu,77,PM2.5,1,1,27,60,670,31,47,92,0,0
50,Yulin Shaanxi,77,PM2.5,1,1,27,60,670,31,47,92,0,0
51,Nanded Waghala,154,PM2.5,9,11,70,117,244,1,11,12,1,0
52,Tirupati,80,PM2.5,11,2,25,35,708,15,5,14,1,0
53,Bacoor,61,PM2.5,37,1,24,24,199,12,0,0,0,0
54,The Hague,54,PM2.5,32,0,9,27,160,15,1,0,2,0
55,Seville,73,PM2.5,7,1,29,31,187,27,0,0,0,0
56,Dongtai,129,PM2.5,50,3,46,110,787,13,0,0,0,0
57,Bali,68,PM2.5,17,0,20,44,93,19,0,0,0,0
58,Boston,70,PM2.5,2,0,22,57,773,30,43,70,0,0
59,Yuxi,56,PM2.5,32,3,12,21,384,6,0,0,0,0
60,Bristol,57,PM2.5,1,1,16,26,564,26,23,51,0,0
61,Cheonan,76,PM2.5,7,1,26,47,792,23,3,7,0,0
62,Jundiai,78,PM2.5,1,1,26,72,460,32,0,0,1,0
63,Gulbarga,88,PM2.5,18,6,30,63,289,23,15,32,0,0
64,Padova,81,PM2.5,6,1,27,29,359,15,0,0,0,0
