,city,AQI,dominant_pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
0,Newcastle upon Tyne,45,PM2.5,27,1,12,31,151,41,38,69,0,0
1,Thessaloniki,77,PM2.5,19,2,23,27,212,15,0,0,3,0
2,Bologna,106,PM2.5,12,1,41,55,708,46,67,78,3,0
3,Barcelona-Puerto La Cruz,48,PM2.5,3,1,10,34,383,34,68,103,1,0
4,Cherthala,116,PM2.5,11,7,43,81,871,29,18,28,0,0
5,Quzhou,151,PM2.5,33,4,59,132,620,35,0,0,0,0
6,Sorocaba,53,PM2.5,29,1,14,27,320,26,0,0,0,0
7,Nottingham,57,PM2.5,24,0,14,31,137,33,14,28,0,0
8,Xalapa,62,PM2.5,38,5,17,25,310,4,0,0,0,0
9,Frankfurt,48,PM2.5,11,0,12,22,194,25,9,13,1,0
10,Nakhon Ratchasima,110,PM2.5,35,1,42,70,680,40,0,0,0,0
11,Vereeniging,51,PM2.5,38,2,11,27,193,36,4,10,0,0
12,Seattle,31,PM2.5,0,0,7,30,298,32,23,44,0,0
13,Bozhou,120,PM2.5,41,1,51,93,94,13,0,0,0,0
14,Nellore,120,PM2.5,21,3,45,105,635,31,5,18,1,0
15,Hamilton,34,PM2.5,21,0,10,39,415,27,3,25,0,0
16,Cagayan de Oro City,92,PM2.5,25,0,31,55,153,9,0,0,0,0
17,Krakow,120,PM2.5,5,2,44,64,525,30,0,73,1,0
18,Gorakhpur,89,PM2.5,1,7,29,86,533,12,2,0,0,0
19,Dasmarinas,84,PM2.5,36,0,28,40,165,24,0,0,0,0
20,Ar-Rayyan,80,PM2.5,33,3,24,81,146,9,0,0,0,0
21,Cuttack,119,PM2.5,18,5,38,55,452,20,0,0,0,0
22,Denver,58,NO2,2,0,12,35,444,61,0,2,0,0
23,Qingyuan,77,PM2.5,31,2,24,79,332,38,1,18,0,0
24,Banjarmasin,59,PM2.5,11,1,17,27,376,10,0,0,0,0
25,Kottayam,115,PM2.5,11,2,42,83,899,29,16,28,0,0
26,Belgaum,27,PM2.5,17,0,5,12,232,7,15,2,1,0
27,Sheffield,47,PM2.5,20,0,11,21,141,26,6,21,0,0
28,Gaza,110,PM2.5,18,1,50,150,577,19,5,23,1,0
29,Zaragoza,42,PM2.5,5,3,9,29,236,15,18,33,0,0
30,Zaporizhzhya,151,PM2.5,27,7,57,71,310,26,0,0,0,0
31,Malegaon,166,PM2.5,55,8,90,116,521,17,4,54,0,0
32,Sao Jose dos Campos,60,PM2.5,28,0,20,25,5,24,0,0,0,0
33,Mangalore,137,PM2.5,18,2,43,110,297,31,5,24,0,0
34,Okayama,49,PM2.5,25,2,12,45,555,48,2,19,0,101
35,Ribeirao Preto,59,PM2.5,48,1,17,42,123,15,0,0,0,0
36,Xianyang Shaanxi,59,PM2.5,48,1,17,42,123,15,0,0,0,0
37,Bunia,21,O3,23,0,5,8,145,0,0,0,0,0
38,Lviv,79,PM2.5,13,3,25,31,168,29,0,11,1,0
39,Tongliao,114,PM2.5,18,14,49,74,350,21,0,0,0,0
40,Sialkot,103,PM2.5,10,5,35,74,763,12,10,21,1,0
41,Buffalo City,77,PM2.5,19,0,24,49,57,34,0,0,0,0
42,Suining Sichuan,77,PM2.5,19,0,24,49,57,34,0,0,0,0
43,Oaxaca de Juarez,28,PM2.5,35,0,6,9,147,1,0,0,0,0
44,Washington,39,PM2.5,23,1,10,35,213,24,11,24,0,0
45,Sargodha,136,PM2.5,23,1,60,86,790,22,0,0,0,0
46,Bhavnagar,173,PM2.5,24,16,96,164,772,21,8,25,7,0
47,Gold Coast,52,PM2.5,12,1,13,38,73,18,0,0,0,0
48,Florence,27,PM2.5,16,0,7,15,476,24,5,25,0,0
49,Jammu,45,PM2.5,20,0,9,17,355,25,12,37,0,0
50,Yulin Shaanxi,45,PM2.5,20,0,9,17,355,25,12,37,0,0
51,Nanded Waghala,145,PM2.5,23,11,53,104,695,12,13,31,2,0
52,Tirupati,108,PM2.5,12,2,40,51,920,19,7,21,1,0
53,Bacoor,56,PM2.5,36,0,9,16,166,5,0,0,0,0
54,Seville,76,PM2.5,18,0,20,29,127,20,0,0,0,0
55,Dongtai,120,PM2.5,32,3,42,97,742,18,0,0,0,0
56,Bali,68,PM2.5,14,0,21,45,283,24,0,0,0,0
57,Boston,36,PM2.5,21,0,11,38,214,23,11,23,0,0
58,Yuxi,69,PM2.5,29,3,22,39,572,15,0,0,0,0
59,Bristol,26,O3,27,0,3,5,170,4,2,6,0,0
60,Cheonan,149,PM2.5,6,2,60,92,836,28,3,10,1,0
61,Jundiai,57,PM2.5,32,1,16,36,288,16,0,0,0,0
62,Gulbarga,107,PM2.5,19,6,37,103,437,38,6,42,0,0
63,Padova,72,PM2.5,13,4,23,27,407,36,0,136,2,0
64,Durgapur,155,PM2.5,16,0,64,159,1159,12,12,37,6,0
65,Kurnool,120,PM2.5,26,5,47,69,356,14,1,9,1,0
66,El Paso,88,PM10,0,1,23,134,500,28,43,63,0,0
67,Nantes,61,PM2.5,14,0,16,22,109,27,0,3,0,0
68,Zagreb,106,PM2.5,10,6,36,77,521,54,0,0,3,0
69,Nashville,32,PM10,23,2,7,40,147,13,0,0,0,0
70,Genoa,62,PM2.5,23,2,18,31,381,31,23,28,2,0
71,Ezhou,34,PM2.5,10,0,9,31,310,30,6,25,0,0
72,Santiago,68,PM2.5,5,1,20,54,534,48,0,0,0,0
73,Mar Del Plata,32,PM2.5,19,0,10,16,65,5,0,0,0,0
74,Lodz,88,PM2.5,8,1,31,47,447,27,0,36,2,0
75,Oklahoma City,49,PM2.5,24,0,13,56,566,35,22,48,0,0
76,Las Vegas,52,PM10,7,2,14,52,252,39,67,0,0,0
77,General Santos City,68,PM2.5,19,0,12,18,257,5,0,0,0,0
78,Detroit,34,PM10,23,1,8,46,194,20,0,0,0,0
79,Manama,166,PM2.5,66,41,97,170,211,45,0,0,0,0
80,Portland,35,PM2.5,7,1,10,32,66,24,5,16,0,0
81,Macao,95,O3,64,3,30,65,551,24,0,0,0,0
82,Zhoushan,46,PM2.5,24,2,13,30,144,15,0,0,0,0
83,Jhansi,120,PM2.5,6,6,37,90,1338,49,21,48,1,0
84,Memphis,35,PM2.5,19,1,10,36,143,16,0,0,0,0
85,Doha,152,PM2.5,22,18,49,98,210,56,0,0,0,0
86,Chiclayo,30,PM2.5,22,0,8,12,70,0,0,0,0,0
87,Wuhai,113,PM2.5,2,10,46,106,957,21,0,0,0,0
88,Be'er Sheva,69,PM2.5,16,1,24,93,415,12,2,14,0,0
89,Durango,22,O3,23,0,3,4,148,4,0,0,0,0
90,Bokaro Steel City,126,PM2.5,18,6,46,94,1303,28,14,69,6,0
91,Wroclaw,141,PM2.5,16,3,53,76,378,31,2,30,1,0
92,Venezia,70,PM2.5,13,0,22,40,194,49,0,60,0,0
93,Jambi,52,PM2.5,22,1,14,21,199,6,0,0,0,0
94,Duesseldorf,62,PM2.5,12,1,16,64,161,56,48,5,1,0
95,Belfast,65,PM2.5,39,1,18,35,66,42,4,12,0,0
96,Stuttgart,51,PM2.5,29,1,15,37,267,23,35,8,0,0
97,Riga,104,PM2.5,10,3,39,73,287,33,0,0,0,0
98,Kolhapur,135,PM2.5,43,3,50,93,400,21,4,12,1,0
99,Bacolod,59,PM2.5,30,0,15,36,133,10,0,0,0,0
100,Ulyanovsk,63,PM2.5,19,2,16,40,146,26,0,0,0,0
101,Al-Ain,152,PM2.5,57,3,62,97,151,20,0,0,0,0
102,Bari,31,O3,35,0,3,12,244,2,0,0,1,0
103,Yulin Guangxi,98,PM2.5,15,2,31,68,210,20,1,13,0,0
104,Ajmer,91,PM2.5,33,5,28,107,690,29,2,20,2,0
105,Kuching,151,PM2.5,5,1,48,77,670,40,0,0,0,0
106,Geneva,52,PM2.5,12,0,13,12,171,10,36,2,0,0
107,Anshun,47,PM2.5,10,0,12,43,345,42,21,47,0,0
108,Colombo,42,PM2.5,16,0,11,19,69,21,0,0,0,0
109,Ujjain,152,PM2.5,45,1,54,156,577,26,5,15,0,0
110,Gothenburg,63,PM2.5,19,0,20,32,149,31,0,0,0,0
111,Patiala,153,PM2.5,16,2,54,132,496,33,2168,11,980,0
112,Bilaspur,94,PM2.5,13,5,35,61,565,10,7,30,2,0
113,Louisville,41,PM2.5,20,0,15,43,181,33,0,0,0,0
114,San Jose del Monte,64,PM2.5,38,0,20,48,131,24,0,0,0,0
115,Yaroslavl,47,PM2.5,20,3,9,16,162,25,0,0,0,0
116,Brighton,61,PM2.5,26,1,18,26,297,23,1,6,0,0
117,Feira De Santana,20,PM2.5,20,1,5,8,88,1,0,0,0,0
118,Comilla,65,PM2.5,1,8,21,27,605,5,7,23,0,0
119,Mathura,110,PM2.5,50,5,35,95,247,9,2,10,575,0
120,Skopje,56,PM2.5,14,4,14,14,367,5,0,0,0,0
121,Leipzig,85,PM2.5,1,0,31,47,233,23,50,20,1,0
122,Agartala,67,PM2.5,1,8,21,40,611,15,7,23,0,0
123,Kingston,26,O3,30,0,0,1,121,0,0,0,0,0
124,Sangli,122,PM2.5,27,3,35,63,422,30,4,12,1,0
125,Malaga,48,PM2.5,35,1,12,27,134,27,1,2,0,0
126,Ibague,44,PM2.5,42,0,8,12,169,2,0,0,0,0
127,Dortmund,68,PM2.5,7,2,19,31,173,29,12,4,0,0
128,Kagoshima,41,O3,40,1,5,7,200,12,5,17,0,90
129,Cabimas,23,PM2.5,34,2,6,10,152,4,0,0,0,0
130,Milwaukee,33,PM2.5,30,1,9,36,235,21,0,0,0,0
131,Samut Sakhon,167,PM2.5,16,12,101,153,1145,96,0,0,0,0
132,Essen,57,PM2.5,9,2,15,23,180,22,23,0,0,0
133,Dresden,78,PM2.5,7,0,24,36,329,21,12,15,1,0
134,Udaipur,173,PM2.5,26,8,105,154,786,58,12,61,1,0
135,Vellore,133,PM2.5,15,5,45,107,652,31,5,17,1,0
136,Thoothukkudi,111,PM2.5,4,3,40,65,197,13,1,8,1,0
137,Bloemfontein,31,O3,35,1,6,37,81,0,0,0,0,0
138,Udon Thani,80,PM2.5,33,1,27,59,850,38,0,0,0,0
139,Jalgaon,165,PM2.5,13,14,81,120,845,44,9,52,3,0
140,Zaoyang,178,PM2.5,27,4,125,153,946,22,0,0,0,0
141,Yiyang Hunan,157,PM2.5,29,5,59,127,674,14,5,19,2,0
142,Baltimore,57,PM2.5,18,0,20,24,203,32,5,22,0,0
143,Kitchener,26,O3,27,0,4,15,305,11,10,18,0,0
144,Poza Rica de Hidalgo,59,PM2.5,19,7,16,24,227,5,0,0,0,0
145,Oujda,30,O3,36,15,6,12,101,5,0,0,0,0
146,Orenburg,69,PM2.5,22,2,21,42,152,37,0,0,0,0
147,Bremen,77,PM2.5,9,0,26,38,279,35,13,15,0,0
148,Kota Kinabalu,76,PM2.5,22,1,28,53,191,27,0,0,0,0
149,Basel,52,PM2.5,17,0,13,20,216,29,4,10,0,0
150,Gomel,63,PM2.5,16,2,17,19,179,4,0,0,0,0
151,Albuquerque,92,PM10,13,1,13,132,133,18,0,13,0,0
152,Meknes,28,PM2.5,39,1,7,10,106,1,0,0,0,0
153,Panipat,155,PM2.5,20,8,52,116,619,34,10,24,3,0
154,Irbid,102,PM10,29,2,30,172,342,11,3,15,1,0
155,Chiang Rai,152,PM2.5,14,2,68,123,840,54,0,0,0,0
156,Leicester,54,PM2.5,18,0,13,21,136,31,8,20,0,0
157,Tucson,37,PM2.5,15,0,8,34,148,8,0,0,0,0
158,Imus,88,PM2.5,36,0,35,92,167,24,0,0,0,0
159,Villavicencio,39,PM2.5,30,1,6,10,145,3,0,0,0,0
160,Sakarya,82,PM2.5,11,26,28,55,1037,32,0,0,0,0
161,Utrecht,65,PM2.5,10,0,21,43,189,23,12,0,0,0
162,Larkana,160,PM2.5,38,6,82,122,557,7,0,0,0,0
163,Basilan City,33,O3,36,0,5,8,125,0,0,0,0,0
