,city,AQI,dominant_pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
0,Newcastle upon Tyne,27,PM2.5,19,0,6,9,158,7,0,8,0,0
1,Thessaloniki,105,PM2.5,14,2,33,61,125,13,0,0,6,0
2,Bologna,95,PM2.5,1,1,29,39,786,47,12,12,1,0
3,Barcelona-Puerto La Cruz,28,O3,31,0,4,6,184,8,2,9,1,0
4,Cherthala,77,PM2.5,4,6,33,52,716,20,35,47,0,0
5,Quzhou,92,PM2.5,7,4,38,73,734,27,0,0,0,0
6,Sorocaba,61,PM2.5,20,1,18,33,468,16,0,0,2,0
7,Nottingham,68,PM2.5,3,1,23,23,239,26,7,28,0,0
8,Xalapa,40,PM2.5,16,0,10,15,294,12,0,0,0,0
9,Frankfurt,48,PM2.5,3,0,10,17,233,16,6,13,1,0
10,Nakhon Ratchasima,117,PM2.5,50,1,47,67,500,12,0,0,0,0
11,Vereeniging,36,PM2.5,30,1,11,23,250,11,1,5,0,0
12,Seattle,49,PM2.5,23,0,11,31,308,29,3,15,0,0
13,Bozhou,130,PM2.5,38,1,46,78,150,9,0,0,0,0
14,Nellore,162,PM2.5,25,6,84,128,765,31,15,27,2,0
15,Hamilton,51,PM2.5,22,0,13,35,296,16,1,13,0,0
16,Cagayan de Oro City,85,PM2.5,40,0,30,38,117,5,0,0,0,0
17,Krakow,158,PM2.5,1,3,75,91,326,5,0,36,2,0
18,Gorakhpur,178,PM2.5,2,7,87,161,1327,11,2,51,0,0
19,Dasmarinas,83,PM2.5,57,3,28,48,264,19,0,0,0,0
20,Ar-Rayyan,91,PM2.5,26,3,30,133,112,4,0,0,0,0
21,Cuttack,65,PM2.5,21,4,17,24,334,8,0,0,0,0
22,Denver,54,PM2.5,33,0,15,53,202,17,0,3,0,0
23,Qingyuan,72,PM2.5,28,3,18,52,247,34,5,17,0,0
24,Banjarmasin,27,PM2.5,29,1,7,10,174,1,0,0,0,0
25,Kottayam,87,PM2.5,7,5,33,66,699,20,32,44,0,0
26,Belgaum,65,PM2.5,7,0,19,20,305,11,2,4,1,0
27,Sheffield,40,PM2.5,8,1,10,16,171,10,11,24,0,0
28,Gaza,112,PM2.5,20,0,42,188,361,11,2,13,1,0
29,Zaragoza,40,PM2.5,32,2,12,16,125,15,4,10,0,0
30,Zaporizhzhya,63,PM2.5,19,11,17,37,551,17,0,0,0,0
31,Malegaon,152,PM2.5,22,5,58,96,763,20,6,15,3,0
32,Sao Jose dos Campos,70,PM2.5,21,0,20,23,152,21,0,0,0,0
33,Mangalore,152,PM2.5,15,2,60,98,535,19,4,11,0,0
34,Okayama,51,PM2.5,12,2,14,43,489,47,11,22,0,190
35,Ribeirao Preto,53,PM2.5,21,0,11,27,171,19,0,0,1,0
36,Xianyang Shaanxi,53,PM2.5,21,0,11,27,171,19,0,0,1,0
37,Bunia,20,PM2.5,20,0,6,9,113,0,0,0,0,0
38,Lviv,118,PM2.5,13,2,42,49,194,25,0,15,4,0
39,Tongliao,67,PM2.5,31,2,21,22,263,7,0,0,0,0
40,Sialkot,144,PM2.5,18,1,54,82,749,10,4,10,0,0
41,Buffalo City,57,PM2.5,19,0,17,39,138,15,0,0,0,0
42,Suining Sichuan,57,PM2.5,19,0,17,39,138,15,0,0,0,0
43,Oaxaca de Juarez,51,PM2.5,22,1,9,13,253,9,0,0,0,0
44,Washington,56,PM2.5,19,1,14,39,372,32,17,40,0,0
45,Sargodha,102,PM2.5,25,1,39,56,400,4,0,0,0,0
46,Bhavnagar,177,PM2.5,13,10,108,177,1084,23,8,28,7,0
47,Gold Coast,43,PM2.5,30,1,10,27,56,23,0,0,0,0
48,Florence,29,PM2.5,26,1,8,14,268,6,1,12,0,0
49,Jammu,56,PM2.5,29,0,17,38,300,21,2,18,0,0
50,Yulin Shaanxi,56,PM2.5,29,0,17,38,300,21,2,18,0,0
51,Nanded Waghala,166,PM2.5,2,12,108,180,513,9,11,20,2,0
52,Tirupati,166,PM2.5,7,1,96,99,1202,19,7,20,2,0
53,Bacoor,71,PM2.5,56,3,24,28,263,15,0,0,0,0
54,The Hague,54,PM2.5,8,0,15,38,233,16,1,0,1,0
55,Seville,83,PM2.5,5,2,29,44,641,51,16,45,1,0
56,Dongtai,147,PM2.5,15,4,57,99,950,28,0,0,0,0
57,Bali,74,PM2.5,31,0,27,52,214,27,0,0,0,0
58,Boston,49,PM2.5,9,0,11,47,379,31,7,31,0,0
59,Yuxi,127,PM2.5,7,5,49,79,916,23,0,0,0,0
60,Bristol,54,PM2.5,16,0,15,15,529,24,4,29,0,0
61,Cheonan,160,PM2.5,5,9,82,192,1689,27,55,66,3,0
62,Jundiai,81,PM2.5,18,1,28,53,450,22,0,0,2,0
63,Gulbarga,163,PM2.5,7,6,92,163,856,43,23,58,0,0
64,Padova,81,PM2.5,13,1,23,26,459,14,0,12,1,0
65,Durgapur,93,PM2.5,19,0,26,40,329,9,9,27,2,0
66,Kurnool,153,PM2.5,29,7,53,79,548,6,5,12,1,0
67,El Paso,46,PM2.5,11,1,14,64,700,42,36,55,0,0
68,Nantes,39,PM2.5,19,0,5,13,135,2,1,2,0,0
69,Zagreb,82,PM2.5,6,5,26,35,406,31,0,0,2,0
70,Nashville,75,PM2.5,31,0,23,33,113,12,0,0,0,0
71,Genoa,65,PM2.5,22,1,18,18,421,10,1,36,3,0
72,Ezhou,31,PM2.5,26,1,7,15,384,14,1,11,0,0
73,Santiago,66,PM2.5,25,2,20,65,496,37,0,0,0,0
74,Mar Del Plata,37,PM2.5,15,0,11,22,68,6,0,0,0,0
75,Lodz,121,PM2.5,2,1,39,48,506,28,0,23,3,0
76,Oklahoma City,64,PM2.5,29,0,21,61,942,41,23,51,0,0
77,Las Vegas,54,PM10,18,0,10,47,209,28,2,0,0,0
78,General Santos City,81,PM2.5,37,0,30,30,145,6,0,0,0,0
79,Detroit,51,PM10,21,1,8,62,278,20,0,0,0,0
80,Manama,144,PM2.5,27,25,59,59,193,27,0,0,0,0
81,Portland,56,PM2.5,9,1,16,33,223,31,9,26,0,0
82,Macao,84,PM2.5,31,5,27,61,527,29,0,0,0,0
83,Zhoushan,61,PM2.5,31,0,17,26,112,13,0,0,0,0
84,Jhansi,173,PM2.5,11,6,100,142,797,28,13,23,0,0
85,Memphis,54,PM2.5,34,1,15,25,115,15,0,0,0,0
86,Doha,162,PM2.5,21,26,82,119,262,46,0,0,0,0
87,Chiclayo,37,PM2.5,19,0,9,13,66,0,0,0,0,0
88,Wuhai,75,PM2.5,7,8,23,48,1313,25,0,0,0,0
89,Be'er Sheva,118,PM2.5,11,1,46,155,435,10,1,11,0,0
90,Durango,33,O3,26,0,3,4,162,8,0,0,0,0
91,Bokaro Steel City,151,PM2.5,26,12,49,85,719,17,8,31,3,0
92,Wroclaw,143,PM2.5,8,3,51,51,351,15,1,14,1,0
93,Venezia,85,PM2.5,22,1,28,31,316,19,0,0,0,0
94,Jambi,54,PM2.5,38,1,13,18,245,1,0,0,0,0
95,Duesseldorf,68,PM2.5,7,1,23,23,288,22,4,4,0,0
