,city,AQI,dominant_pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
131,Beira,175,PM2.5,3,9,108,155,1387,48,0,0,0,0
0,Newcastle upon Tyne,27,PM2.5,22,0,7,30,139,28,26,34,0,0
1,Thessaloniki,73,PM2.5,17,2,26,52,243,43,0,0,6,0
2,Bologna,83,PM2.5,1,1,31,46,1135,72,0,23,2,0
3,Barcelona-Puerto La Cruz,27,O3,37,1,5,27,288,10,4,14,1,0
4,Cherthala,140,PM2.5,61,4,57,85,584,22,0,0,0,0
5,Quzhou,119,PM2.5,33,3,43,126,620,22,0,0,0,0
6,Sorocaba,70,PM2.5,42,0,20,20,327,28,0,0,0,0
7,Nottingham,59,PM2.5,18,2,17,37,178,39,7,26,0,0
8,Xalapa,51,PM2.5,47,1,12,18,145,1,0,0,0,0
9,Frankfurt,63,PM2.5,18,0,17,45,304,38,22,43,2,0
10,Nakhon Ratchasima,80,PM2.5,31,2,25,44,500,11,0,0,0,0
11,Vereeniging,54,PM2.5,36,1,13,25,177,21,5,15,0,0
12,Seattle,45,NO2,13,0,10,47,455,48,4,20,0,0
13,Bozhou,104,PM2.5,31,1,44,113,117,10,0,0,0,0
14,Nellore,86,PM2.5,17,2,29,72,420,33,5,13,1,0
15,Hamilton,63,PM2.5,25,1,16,53,326,23,6,26,0,0
16,Cagayan de Oro City,50,PM2.5,10,0,9,13,179,5,0,0,0,0
17,Krakow,163,PM2.5,1,5,82,111,1303,50,0,179,6,0
18,Gorakhpur,160,PM2.5,6,6,68,150,716,12,2,34,0,0
19,Dasmarinas,54,PM2.5,34,0,14,41,149,18,0,0,0,0
20,Ar-Rayyan,53,PM2.5,28,1,14,49,141,8,0,0,0,0
21,Cuttack,152,PM2.5,2,7,61,87,720,28,0,0,0,0
22,Denver,54,PM2.5,10,0,14,42,413,36,0,4,0,0
23,Qingyuan,148,PM2.5,16,1,64,101,503,45,3,31,0,0
24,Banjarmasin,56,PM2.5,11,1,14,22,270,7,0,0,0,0
25,Kottayam,120,PM2.5,10,4,36,63,975,15,18,33,0,0
26,Belgaum,36,NO2,2,1,10,10,509,39,47,0,1,0
27,Sheffield,44,PM2.5,22,1,11,17,536,35,24,49,0,0
28,Gaza,127,PM10,25,0,31,227,513,10,1,11,3,0
29,Zaragoza,40,PM2.5,35,2,9,21,122,8,4,12,0,0
30,Zaporizhzhya,145,PM2.5,19,5,52,59,295,23,0,0,0,0
31,Malegaon,161,PM2.5,19,7,91,159,2625,33,61,85,2,0
32,Sao Jose dos Campos,64,PM2.5,47,0,19,43,2,25,0,0,0,0
33,Mangalore,157,PM2.5,8,2,77,77,458,31,11,31,1,0
34,Okayama,77,PM2.5,2,3,23,56,890,42,9,34,0,214
35,Ribeirao Preto,67,PM2.5,43,1,20,42,98,18,0,0,0,0
36,Xianyang Shaanxi,67,PM2.5,43,1,20,42,98,18,0,0,0,0
37,Bunia,18,O3,20,0,4,6,135,0,0,0,0,0
38,Lviv,96,PM2.5,5,4,36,41,300,43,0,31,0,0
39,Tongliao,116,PM2.5,3,3,43,87,699,28,0,0,0,0
40,Sialkot,190,PM2.5,6,4,119,161,804,23,15,52,1,0
41,Buffalo City,69,PM2.5,28,0,19,46,138,34,0,0,0,0
42,Suining Sichuan,69,PM2.5,28,0,19,46,138,34,0,0,0,0
